編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPRNMLSKKHMFFBC18CC,26,103.96,商業用,鋼筋混凝土造,80年5月27日,八層,
RPRNMLSKKHMFFBC18CC,26,165.88,住家用,鋼筋混凝土造,80年5月27日,八層,
RPRNMLOLKHMFFBC87CC,22,68.38,住宅（夾層）儲藏室,鋼筋混凝土造,84年6月10日,四層,
RPSNMLNKKHMFFBC77CC,,66.79,商業用,鋼筋混凝土加強磚造,,一層,
RPQNMLOLKHMFFBC77CC,18,31.96,住家用,鋼筋混凝土造,88年1月14日,十六層,
RPVNMLOLKHMFFCC38CC,36,92.24,商業用,鋼筋混凝土造,70年6月17日,五層,
RPXNMLNJKHMFFCC28CC,1,200.44,集合住宅,鋼筋混凝土造,105年1月24日,十八層,
RPXNMLNJKHMFFCC28CC,1,.04,辦公室,鋼筋混凝土造,105年1月24日,,
RPRNMLNKLHMFFCC87CC,1,53.15,集合住宅,鋼筋混凝土造,105年1月24日,二十五層,
RPUOMLMJLHMFFCC08CC,23,84.05,住家用,鋼筋混凝土造,82年10月22日,五層,
RPVNMLNKKHMFFCC18CC,21,103.17,住家用,鋼筋混凝土造,85年3月9日,十六層,
RPSNMLNKLHMFFCC97CC,1,91.49,集合住宅,鋼筋混凝土造,105年1月24日,十八層,
RPTNMLSJLHMFFCC48CC,1,85.09,集合住宅,鋼筋混凝土造,105年1月24日,二十五層,
RPTNMLSJLHMFFCC48CC,1,14.90,辦公室,鋼筋混凝土造,105年1月24日,,
RPTNMLPKKHMFFCC18CC,35,71.09,商業用,鋼筋混凝土造,70年12月28日,五層,
RPQNMLNKMHMFFBC77CC,,49.88,住商用,鋼筋混凝土造,,,
RPSNMLLLLHMFFCC87CC,,76.87,,,,,
RPSNMLOKLHMFFCC08CC,1,52.17,集合住宅,鋼筋混凝土造,105年1月24日,二十二層,
RPROMLRKLHMFFCC38CC,31,110.69,住商用,鋼筋混凝土造,75年8月21日,五層,
RPUNMLOKLHMFFCC28CC,1,155.72,集合住宅,鋼筋混凝土造,105年1月24日,十八層,
RPTNMLOKLHMFFCC18CC,1,87.88,集合住宅,鋼筋混凝土造,105年1月24日,十八層,
RPSNMLMLLHMFFCC97CC,1,144.38,集合住宅,鋼筋混凝土造,105年1月24日,十八層,
RPSNMLMLLHMFFCC97CC,1,.02,辦公室,鋼筋混凝土造,105年1月24日,,
RPPOMLRKLHMFFCC18CC,36,808.26,工業用,鋼筋混凝土造,70年2月27日,三層,
