編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPVOMLTJKHMFFAN86CA,1,219.39,住宅、停車空間,鋼筋混凝土造,104年12月2日,四層,一層 二層 三層 四層 陽台
RPQOMLNJKHMFFDN68CA,26,704.03,防空避難室、辦公室、員工單身宿舍,鋼筋混凝土造、加強磚造,79年9月25日,四層,一層 二層 三層 四層 地下一層
RPQOMLNJKHMFFDN68CA,26,782.91,浴廁、廠房,鋼筋混凝土造、加強磚造,79年9月25日,一層,一層
RPWNMLQJKHMFFAN56CA,2,184.43,人行道、住宅、停車空間、樓梯間,鋼筋混凝土造,103年9月2日,三層,一層 二層 三層 陽台 屋頂突出物 騎樓
RPRNMLNJKHMFFFN88CA,1,200.54,住宅,鋼筋混凝土造,105年6月17日,三層,一層 二層 三層 陽台 見其他登記事項
RPOOMLRKKHMFFAN68CA,18,76.99,集合住宅,鋼筋混凝土造,87年12月31日,九層,七層 陽台 雨遮
RPOOMLRKKHMFFAN68CA,18,46.34,避難室．停車場．停車空間．自用游泳池．機械室．水塔,鋼筋混凝土造,87年12月31日,九層,
RPSNMLMJKHMFFDN78DA,42,78.51,住商用,鋼筋混凝土加強磚造,63年9月13日,三層,一層 二層 三層
RPUNMLSKKHMFFHN37CA,38,102.38,住商用,加強磚造,68年3月19日,二層,一層 二層 騎樓
RPXOMLNJKHMFFDN86DA,9,158.85,住商用,鋼筋混凝土造,96年10月29日,三層,一層 二層 三層 陽台 屋頂突出物 雨遮
RPXOMLNJKHMFFDN86DA,9,.20,守衛室,鋼筋混凝土造,97年4月3日,一層,
RPPNMLOKKHMFFCN68DA,30,156.52,住商用,鋼筋混凝土造,76年5月1日,四層,一層 二層 三層 四層 騎樓
RPRNMLRJKHMFFDN56DA,21,14.47,辦公室,鋼筋混凝土造,85年2月12日,十三層,地下一層
RPRNMLRJKHMFFDN56DA,21,3.78,陽台、水塔、車道、機械室、梯間、機房、電梯、樓梯、受電室,鋼筋混凝土造,85年2月12日,十三層,
RPRNMLRJKHMFFDN56DA,21,23.38,商業用,鋼筋混凝土造,85年2月12日,十三層,
RPRNMLRJKHMFFDN56DA,21,14.47,辦公室,鋼筋混凝土造,85年2月12日,十三層,地下一層
RPRNMLRJKHMFFDN56DA,21,3.78,陽台、水塔、車道、機械室、梯間、機房、電梯、樓梯、受電室,鋼筋混凝土造,85年2月12日,十三層,
RPRNMLRJKHMFFDN56DA,21,23.38,商業用,鋼筋混凝土造,85年2月12日,十三層,
RPRNMLOKKHMFFAN68DA,33,38.04,辦公室,鋼筋混凝土造,72年7月14日,八層,四層
RPRNMLOKKHMFFAN68DA,33,9.03,走道、樓梯間,鋼筋混凝土造,72年7月14日,八層,
RPPNMLPKKHMFFHN56CA,35,77.60,住家用,加強磚造,70年7月31日,二層,一層 二層
RPWNMLTJKHMFFFN37CA,1,174.89,住宅，樓梯間,鋼筋混凝土造,105年5月25日,三層,一層 二層 三層 陽台 見其他登記事項
RPTNMLQJKHMFFDN56CA,36,76.95,住家用,鋼筋混凝土加強磚造,69年11月26日,二層,一層 二層
RPPNMLRJKHMFFCN78CA,37,90.90,住家用,鋼筋混凝土加強磚造,69年7月15日,三層,一層 二層 三層 騎樓
RPPNMLQJKHMFFBN58CA,35,158.88,廠房．員工單身宿舍．辦公室,鋼筋混凝土造,71年5月13日,三層,一層 二層 三層 騎樓
RPSNMLPKKHMFFBN88CA,20,92.00,集合住宅,鋼筋混凝土造,86年2月3日,九層,九層 陽台
RPSNMLPKKHMFFBN88CA,20,13.50,停車空間,鋼筋混凝土造,86年2月3日,九層,
RPSNMLPKKHMFFBN88CA,20,29.69,避難室，梯間，門廳，車道，警衛室，機械室水箱,鋼筋混凝土造,86年2月3日,九層,
RPPNMLPKKHMFFBN58CA,1,209.82,住家用,鋼筋混凝土造,104年11月27日,四層,一層 二層 三層 四層 陽台
RPTOMLQJKHMFFAN98CA,42,320.85,住家用,鋼筋混凝土加強磚造,63年10月1日,三層,一層 二層 三層 騎樓
RPTOMLQJKHMFFAN98CA,38,236.73,住商用,加強磚造,67年7月8日,三層,一層 二層 三層 騎樓
RPRNMLNKKHMFFAN48CA,36,82.64,住家用,鋼筋混凝土造,69年12月29日,六層,二層
RPPNMLTJKHMFFAN78CA,36,184.56,住商用,鋼筋混凝土造,69年9月24日,四層,一層 二層 三層 四層 騎樓
RPXNMLPKKHMFFAN66CA,62,196.59,住家用,磚造,44年1月1日,二層,一層 二層 騎樓
RPXNMLPKKHMFFAN66CA,45,219.30,住家用,鋼筋混凝土造,61年1月27日,三層,一層 二層 三層 屋頂突出物
SPXNMLPKKHMFFAN76CA,92,418.66,住商用,磚造,14年1月1日,二層,一層 二層 騎樓
RPUNMLRKKHMFFCN76CA,,182.94,住家用,鋼筋混凝土造,105年11月9日,四層,一層 二層 三層 四層 陽台
RPXNMLRKKHMFFCN07CA,,165.18,住家用,鋼筋混凝土造,105年11月9日,四層,一層 二層 三層 四層 陽台
RPPNMLTKKHMFFDN56CA,33,85.30,住家用,鋼筋混凝土造,72年10月13日,五層,四層 陽台
RPPNMLTKKHMFFDN56CA,33,4.68,（梯間）共同使用部份,鋼筋混凝土造,72年10月13日,五層,
RPPNMLTKKHMFFDN56CA,33,5.78,（避難室）共同使用部份,鋼筋混凝土造,72年10月13日,五層,
RPSNMLRKKHMFFCN56CA,,207.01,住家用,鋼筋混凝土造,105年11月9日,四層,一層 二層 三層 四層 陽台
RPTNMLRKKHMFFCN66CA,,191.39,住家用,鋼筋混凝土造,105年11月9日,四層,一層 二層 三層 四層 陽台
RPWNMLRKKHMFFCN96CA,,183.95,住家用,鋼筋混凝土造,105年11月9日,四層,一層 二層 三層 四層 陽台
RPRNMLRKKHMFFCN09CA,,205.76,住家用,鋼筋混凝土造,105年11月9日,四層,一層 二層 三層 四層 陽台
RPOOMLRKKHMFFCN88CA,,165.76,住家用,鋼筋混凝土造,105年11月9日,四層,一層 二層 三層 四層 陽台
RPSNMLTJKHMFFFN96CA,,193.34,住宅,鋼筋混凝土造,105年10月5日,三層,一層 二層 三層 陽台 見其他登記事項
RPSNMLMLKHMFFFN09CA,,143.95,住宅,鋼筋混凝土造,105年10月5日,三層,一層 二層 三層 陽台
RPSNMLSJKHMFFGN96CA,36,121.00,住家用,見其他登記事項,69年12月20日,二層,一層 二層 騎樓
RPRNMLKKKHMFFEN68DA,36,147.00,住商用,鋼筋混凝土加強磚造,69年12月8日,三層,一層 二層 三層 騎樓
RPTOMLRJKHMFFAN56DA,24,97.60,住家用,鋼筋混凝土造,82年4月23日,十一層,五層 陽台 花台
RPTOMLRJKHMFFAN56DA,24,3.61,住家用,鋼筋混凝土造,82年4月23日,十一層,
RPTOMLRJKHMFFAN56DA,24,22.48,開放空間、車道、防空避難室、停車空間、梯間,鋼筋混凝土造,82年4月23日,十一層,
RPTOMLRJKHMFFAN56DA,24,2.66,開放空間、車道、防空避難室、停車空間、梯間,鋼筋混凝土造,82年4月23日,十一層,
RPWNMLRKKHMFFGN37CA,22,110.25,農舍,木造,83年11月15日,一層,一層 騎樓
RPPNMLOLKHMFFHN56CA,3,227.21,停車空間、住宅、樓梯間,鋼筋混凝土造,103年6月13日,四層,一層 二層 三層 四層 屋頂突出物
RPQNMLOLKHMFFHN66CA,20,71.96,住家用,鋼筋混凝土造,86年7月3日,十層,七層 陽台
RPSNMLRJKHMFFFN76CA,21,142.19,住商用,鋼筋混凝土造,84年11月22日,三層,一層 二層 三層 騎樓 電梯樓梯間
RPPNMLSJKHMFFFN56CA,18,147.06,住家用,鋼筋混凝土造,87年12月31日,三層,一層 二層 三層
RPOOMLNKKHMFFDN58CA,43,646.62,住商用,鋼筋混凝土加強磚造,62年12月28日,三層,一層 二層 三層 騎樓
RPVNMLSJKHMFFDN96CA,21,123.80,住家,鋼筋混凝土造,84年8月21日,十六層,五層 陽台 花台
RPVNMLSJKHMFFDN96CA,21,10.82,走廊、配電室、電梯間、樓梯間、警衛室、上車道、受電室、消防泵浦,鋼筋混凝土造,84年8月21日,十六層,
RPVNMLSJKHMFFDN96CA,21,21.00,電梯間、走廊、電梯間,鋼筋混凝土造,84年8月21日,十六層,
RPVNMLSJKHMFFDN96CA,21,16.61,防空避難室兼停車場,鋼筋混凝土造,84年8月21日,十五層,
RPQNMLLJLHMFFCN38CA,,140.89,住宅,鋼筋混凝土造,105年11月21日,三層,一層 二層 三層 屋頂突出物
RPQNMLQJLHMFFBN78CA,21,147.81,住家用,鋼筋混凝土造,85年6月25日,四層,一層 二層 三層 四層 陽台 平台
RPQNMLQJLHMFFBN78CA,21,.15,管理員，辦公室,鋼筋混凝土造,85年6月25日,一層,
RPQNMLQJLHMFFBN78CA,21,31.93,管理員辦公室，停車空間,鋼筋混凝土造,85年6月25日,地下一層,
RPWNMLKKKHMFFAN68CA,39,134.07,住商用,鋼筋混凝土造,67年3月24日,三層,一層 二層 三層 騎樓
RPXOMLKKKHMFFAN88CA,24,335.28,農舍,加強磚造,82年1月20日,二層,一層 二層
RPRNMLKKKHMFFAN18CA,21,248.94,住家用,鋼筋混凝土造,84年8月12日,三層,一層 二層 三層 見其他登記事項
RPTNMLKKKHMFFAN38CA,19,.20,管理員室,鋼筋混凝土造,86年10月20日,十三層,
RPTNMLKKKHMFFAN38CA,19,80.56,住家用,鋼筋混凝土造,86年10月20日,十三層,七層 陽台
RPTNMLKKKHMFFAN38CA,19,9.59,梯間、機械室、水箱,鋼筋混凝土造,86年10月20日,十三層,
RPTNMLKKKHMFFAN38CA,19,12.59,停車空間、機械室、受電室,鋼筋混凝土造,86年10月20日,十三層,
RPTNMLKKKHMFFAN38CA,19,17.76,停車空間、機械室、水箱,鋼筋混凝土造,86年10月20日,十三層,
RPQNMLOKKHMFFAN48CA,21,27.46,住家用,鋼筋混凝土造,85年3月21日,十三層,七層 陽台
RPQNMLOKKHMFFAN48CA,21,12.87,避難室、停車空間、走道、樓梯,鋼筋混凝土造,85年3月21日,十三層,
