編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPSNMLPKQHOFFBJ66CA,28,119.12,住家用,鋼筋混凝土造,80年3月6日,五層,四層 陽台
RPSNMLPKQHOFFBJ66CA,,12.04,共用部分,鋼筋混凝土造,,五層,
RPSNMLPKQHOFFBJ66CA,,35.85,共用部分,鋼筋混凝土造,,地下層,
RPWQMLNKQHOFFBJ17CA,11,33.31,商業用,鋼筋混凝土造,97年6月6日,十層,三層 陽台 雨遮
RPWQMLNKQHOFFBJ17CA,11,13.20,共用部分,鋼筋混凝土造,97年6月6日,十層,
RPWQMLNKQHOFFBJ17CA,11,2.08,共用部分,鋼筋混凝土造,97年6月6日,十層,
RPXOMLNLQHOFFBJ17CA,11,29.36,商業用,鋼筋混凝土造,97年11月28日,七層,二層 陽台 雨遮
RPXOMLNLQHOFFBJ17CA,11,8.14,共用部分,鋼筋混凝土造,97年11月28日,七層,
RPXOMLNLQHOFFBJ17CA,11,4.56,共用部分,鋼筋混凝土造,97年11月28日,七層,
RPVOMLOKQHOFFBJ96CA,7,124.59,住家用,鋼筋混凝土造,101年8月27日,十五層,八層 陽台 雨遮
RPVOMLOKQHOFFBJ96CA,7,64.59,本共有部分之項目有管理員室、停車空間等二項。,鋼筋混凝土造,101年8月27日,十五層,
RPVOMLOKQHOFFBJ96CA,7,25.96,本共有部分之項目有梯間、機械室、水箱等三項。,鋼筋混凝土造,101年8月27日,十五層,
RPWOMLQKQHOFFBJ27CA,4,97.14,住家用,鋼筋混凝土造,104年5月19日,十四層,七層 陽台 雨遮
RPWOMLQKQHOFFBJ27CA,4,75.19,本共有部分之項目有停車空間、防空避難室兼停車空間、管理中心、開放空間、公共服務空間、梯間、水箱、機械室等八項。,鋼筋混凝土造,104年5月19日,十四層,
RPUNMLOKQHOFFCJ86CA,27,72.01,住家用,鋼筋混凝土造,81年7月6日,十層,十層 陽台
RPUNMLOKQHOFFCJ86CA,27,4.44,自用儲藏室、避難室、停車場,鋼筋混凝土造,81年7月6日,十層,地下層
RPUNMLOKQHOFFCJ86CA,27,4.97,共用部分,鋼筋混凝土造,81年7月6日,十層,
RPUNMLOKQHOFFCJ86CA,27,16.89,共用部分,鋼筋混凝土造,81年7月6日,十層,
RPTNMLQKQHOFFCJ96CA,27,54.16,住家用,鋼筋混凝土造,81年6月3日,七層,五層 陽台
RPTNMLQKQHOFFCJ96CA,27,4.50,共用部分,鋼筋混凝土造,81年6月3日,七層,
RPTNMLQKQHOFFCJ96CA,27,23.39,共用部分,鋼筋混凝土造,81年6月3日,七層,
RPROMLNKQHOFFDJ66CA,17,11.91,住家用,鋼筋混凝土造,91年5月30日,五層,四層
RPROMLNKQHOFFDJ66CA,17,93.51,住家用,鋼筋混凝土造,91年5月30日,五層,四層 陽台
RPROMLNKQHOFFDJ66CA,17,5.40,梯間,鋼筋混凝土造,91年5月30日,五層,
RPROMLNKQHOFFDJ66CA,17,21.61,梯間,鋼筋混凝土造,91年5月30日,五層,
RPRNMLTKQHOFFBJ96CA,3,210.58,住家用,鋼筋混凝土造,105年10月14日,二十一層,三層 陽台 雨遮
RPRNMLTKQHOFFBJ96CA,3,55.68,本共有部分之項目有樓梯間、機械室、水箱等三項。,鋼筋混凝土造,105年10月14日,二十一層,
RPRNMLTKQHOFFBJ96CA,3,172.07,本共有部分之項目有停車空間、防空避難室兼停車空間、公共服務空間、頂蓋型開放空間、管理員室等五項。,鋼筋混凝土造,105年10月14日,二十一層,
RPQNMLOKQHOFFDJ56CA,19,109.28,住家用,鋼筋混凝土造,89年11月23日,五層,五層 陽台
RPQNMLOKQHOFFDJ56CA,19,17.22,梯間,鋼筋混凝土造,89年11月23日,五層,
RPQNMLOKQHOFFDJ56CA,19,3.20,停車空間,鋼筋混凝土造,89年11月23日,五層,
RPQOMLTKQHOFFDJ17CA,4,52.37,住家用,鋼筋混凝土造,104年11月10日,五層,二層 陽台 雨遮
RPQOMLTKQHOFFDJ17CA,4,12.33,住宅〈附屬停車空間〉,鋼筋混凝土造,104年11月10日,五層,一層 雨遮
RPQOMLTKQHOFFDJ17CA,,4.24,樓梯間,鋼筋混凝土造,,五層,
RPQOMLTKQHOFFDJ17CA,,16.94,樓梯間,鋼筋混凝土造,,五層,
RPQNMLMLQHOFFDJ09CA,19,90.88,住家用,鋼筋混凝土造,89年10月18日,五層,三層 陽台
RPQNMLMLQHOFFDJ09CA,19,16.45,梯間,鋼筋混凝土造,89年10月18日,五層,
RPQNMLMLQHOFFDJ09CA,19,37.12,停車空間,鋼筋混凝土造,89年10月18日,五層,
RPRNMLSLQHOFFDJ17CA,,72.18,住家用,鋼筋混凝土造,,五層,二層 陽台
