鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
平鎮區,房地(土地+建物)+車位,桃園市平鎮區南京路12巷97號4樓,17.53,住,,,1080820,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.28,2,2,1,有,無,6280000,50741,坡道平面,37.15,1250000,售價包含裝潢或家電。；,RPVOMLMKJIOFFGH56CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區南京路12巷97號5樓,17.53,住,,,1070820,土地1建物1車位1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.48,2,2,1,有,無,5270000,40471,坡道平面,37.15,1250000,,RPWOMLMKJIOFFGH66CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區南京路12巷89號二樓,17.53,住,,,1070917,土地1建物1車位1,二層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.48,2,2,1,有,無,5790000,46713,坡道平面,37.15,1150000,含裝潢,RPPOMLTKJIOFFGH66CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區南京路12巷97號五樓,17.53,住,,,1070820,土地1建物1車位1,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.48,2,2,1,有,無,5270000,40471,坡道平面,37.15,1250000,,RPQOMLTKJIOFFGH76CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區南京路12巷97號六樓,17.53,住,,,1070820,土地1建物1車位1,六層,11,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,136.48,2,2,1,有,無,5650000,44297,坡道平面,37.15,1250000,,RPROMLTKJIOFFGH86CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區南京路12巷97號七樓,17.53,住,,,1070820,土地1建物1車位1,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.48,2,2,1,有,無,5730000,45102,坡道平面,37.15,1250000,,RPSOMLTKJIOFFGH96CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區南京路12巷97號八樓,17.53,住,,,1070917,土地1建物1車位1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.48,2,2,1,有,無,5730000,45102,坡道平面,37.15,1250000,含裝潢,RPUOMLTKJIOFFGH17CB
平鎮區,房地(土地+建物)+車位,桃園市平鎮區南京路12巷97號九樓,17.53,住,,,1070820,土地1建物1車位1,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,136.48,2,2,1,有,無,6150000,48827,坡道平面,37.15,1300000,含裝潢,RPXOMLTKJIOFFGH47CB
中壢區,房地(土地+建物)+車位,桃園市中壢區松信路101號12樓,16.22,住,,,1081119,土地1建物1車位1,十二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,96.29,2,2,1,有,無,6000000,75333,坡道平面,33.9,1300000,,RPSSMLTKJIOFFBH96DB
