鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉南昌路２巷１號六樓之二,17.21,商,,,1081023,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080905,75.06,2,2,1,有,無,3550000,47295,,0.0,0,,RPWNMLMKJIOFFAU17CA,46.67,0.0,6.24,,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉南昌路２巷１號六樓之一,16.47,商,,,1081023,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080905,71.0,1,1,1,有,無,3120000,43944,,0.0,0,,RPXNMLMKJIOFFAU27CA,45.31,0.0,4.7,,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉南昌路２巷１號五樓之二,19.12,商,,,1081024,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080905,83.23,2,2,2,有,無,3592000,43158,,0.0,0,,RPPOMLMKJIOFFAU56CA,51.92,0.0,6.71,,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉南昌路２巷１號三樓之二,21.84,商,,,1081023,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080905,94.31,2,2,2,有,無,4420000,46867,,0.0,0,,RPVOMLMKJIOFFAU17CA,57.34,0.0,8.88,,
吉安鄉,房地(土地+建物),花蓮縣吉安鄉南昌路２巷１號五樓之一,18.34,商,,,1081025,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1080905,79.81,2,2,2,有,無,4550000,57010,,0.0,0,,RPXOMLMKJIOFFAU37CA,51.2,0.0,5.02,,
新城鄉,土地,嘉平段356地號,55.0,住,,,1081025,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,800000,14545,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPRPMLMKJIOFFAU86CA,0.0,0.0,0.0,,
花蓮市,房地(土地+建物),花蓮縣花蓮市南京街２０３號四樓之九,13.56,商,,,1080916,土地1建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070427,81.55,1,2,2,有,有,6560000,80441,,0.0,0,,RPXNMLNKJIOFFAU37CA,47.87,0.0,5.19,,
吉安鄉,土地,慈惠段1060-11地號,330.58,住,,,1081022,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11000000,33275,,0.0,0,,RPROMLSKJIOFFAU37CA,0.0,0.0,0.0,,
吉安鄉,土地,海濱段55地號,126.99,,一般農業區,交通用地,1081025,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1346265,10601,,0.0,0,協議價購,RPPNMLLLJIOFFAU09CA,0.0,0.0,0.0,,
吉安鄉,土地,海濱段60-1地號,67.83,,一般農業區,交通用地,1081025,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,746130,11000,,0.0,0,協議價購,RPQNMLLLJIOFFAU56CA,0.0,0.0,0.0,,
吉安鄉,土地,海濱段72-1地號,119.22,,一般農業區,交通用地,1081025,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1264640,10608,,0.0,0,協議價購,RPRNMLLLJIOFFAU66CA,0.0,0.0,0.0,,
吉安鄉,土地,海濱段65-1地號,119.22,,一般農業區,交通用地,1081025,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1264640,10608,,0.0,0,協議價購,RPOOMLLLJIOFFAU09CA,0.0,0.0,0.0,,
