鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
東石鄉,土地,富安段472地號,1394.41,,鄉村區,乙種建築用地,1081007,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4230000,3034,,0.0,0,,RPXNMLPKJIOFFBQ27CA,0.0,0.0,0.0,,
朴子市,房地(土地+建物),嘉義縣朴子市新榮路１６７巷５４號五樓,26.65,住,,,1081019,土地1建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831215,107.95,3,2,2,有,有,2690000,24919,,0.0,0,,RPOOMLPLJIOFFBQ56CA,80.6,0.75,10.27,,
新港鄉,土地,溪北段溪北小段710地號,740.0,,特定農業區,農牧用地,1081016,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3700000,5000,,0.0,0,含增建或未登記建物。；,RPXNMLNKJIOFFCQ17CA,0.0,0.0,0.0,,
新港鄉,土地,中工段68-8地號,298.0,,工業區,丁種建築用地,1081024,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3000000,10067,,0.0,0,,RPOOMLNKJIOFFCQ98CA,0.0,0.0,0.0,,
新港鄉,房地(土地+建物),嘉義縣新港鄉三間村鑽石新城３７之１號,107.63,,一般農業區,甲種建築用地,1081101,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1080802,185.45,3,2,3,有,無,5850000,31545,,0.0,0,,RPPOMLNKJIOFFCQ09CA,171.53,13.92,0.0,,
新港鄉,房地(土地+建物),嘉義縣新港鄉三間村鑽石新城３７之５號,98.63,,一般農業區,甲種建築用地,1081023,土地2建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1080802,177.23,5,2,3,有,無,5500000,31033,,0.0,0,,RPQOMLNKJIOFFCQ56CA,165.77,11.46,0.0,,
溪口鄉,房地(土地+建物),嘉義縣溪口鄉溪東村１８鄰民生路１５７號,89.26,住,,,1081001,土地2建物1車位0,全,二層,透天厝,住商用,鋼筋混凝土加強磚造,0671230,116.87,2,1,2,有,無,3300000,28237,,0.0,0,,RPPNMLOKJIOFFCQ09CA,116.87,0.0,0.0,,
大林鎮,土地,下埤頭段269-4地號,2682.0,,特定農業區,農牧用地,1080921,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1952496,728,,0.0,0,,RPQNMLOKJIOFFCQ56CA,0.0,0.0,0.0,,
民雄鄉,土地,民南段416地號,234.02,住,,,1081006,土地4建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6600000,28203,,0.0,0,,RPTNMLMKJIOFFCQ66CA,0.0,0.0,0.0,,
新港鄉,土地,菜公厝段356-12地號,2535.35,,特定農業區,農牧用地,1081027,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4500000,1775,,0.0,0,,RPXNMLMKJIOFFCQ07CA,0.0,0.0,0.0,,
民雄鄉,土地,民北段175地號,97.0,住,,,1080712,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2680000,27629,,0.0,0,,RPPOMLMKJIOFFCQ98CA,0.0,0.0,0.0,,
民雄鄉,土地,民北段1051地號,25.56,住,,,1081101,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,502400,19656,,0.0,0,,RPQNMLNKJIOFFCQ09CA,0.0,0.0,0.0,,
