鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
仁愛區,房地(土地+建物),基隆市仁愛區愛六路18號2樓之1,45.8,商,,,1081106,土地4建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670811,101.87,0,0,0,無,無,有,14000,137,,0.0,0,,RPOOMLKLJIOFFBC47CC
中正區,建物,基隆市中正區觀海街129號7樓,0.0,住,,,1081107,土地0建物1車位0,七層,14,其他,住家用,鋼筋混凝土造,0880114,32.25,0,0,0,無,有,有,6000,186,,0.0,0,含管理費套房,RPPOMLPLJIOFFBC08CC
中正區,建物,基隆市中正區觀海街53號9樓,0.0,住,,,1081114,土地0建物1車位0,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880114,112.97,3,2,2,有,有,無,11000,97,,0.0,0,含管理費,RPQOMLPLJIOFFBC18CC
中山區,房地(土地+建物),基隆市中山區復興路128、130、132、134號,609.62,住,,,1081122,土地6建物5車位0,全,4,透天厝,住家用,鋼筋混凝土造,0840809,710.33,0,0,0,無,無,無,190000,267,,0.0,0,,RPTNMLPLJIOFFCC48CC
七堵區,房地(土地+建物),基隆市七堵區綠葉街67巷38號,99.97,,山坡地保育區,丙種建築用地,1080910,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0880703,203.39,4,2,2,有,有,有,24000,118,,0.0,0,含管理費、稅金或水電等費用。；原申報序號：C1CC10809110003，因原租賃期間為1年，後來更改租賃期間為2年，所以重新申報,RPVNMLPLJIOFFCC68CC
七堵區,房地(土地+建物),基隆市七堵區福五街28號1樓,82.83,住,,,1081110,土地1建物1車位0,一層,10,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1031114,279.91,0,0,0,無,無,有,50000,179,,0.0,0,,RPQOMLRLJIOFFCC48CC
安樂區,房地(土地+建物),基隆市安樂區基金一路208巷167號,202.4,住,,,1081109,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0970213,416.15,4,3,5,有,無,有,30000,72,,0.0,0,含管理費、稅金或水電等費用。；,RPXNMLTJKIOFFCC56CC
信義區,房地(土地+建物),基隆市信義區中興路8號,15.99,商,,,1081121,土地2建物1車位0,全,3,透天厝,住家用,加強磚造,0520601,44.53,0,0,0,無,無,無,25000,561,,0.0,0,,RPRNMLLKKIOFFBC77CC
七堵區,房地(土地+建物),基隆市七堵區福二街154巷13號,30.2,住,,,1081211,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0700630,104.77,0,0,0,無,無,無,17000,162,,0.0,0,,RPSNMLMKKIOFFCC08CC
安樂區,房地(土地+建物),基隆市安樂區基金一路135巷21弄33號4樓,35.38,住,,,1081113,土地33建物1車位0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820902,278.44,3,2,2,有,有,有,13000,47,,0.0,0,含管理費,RPSNMLNKKIOFFCC18CC
仁愛區,房地(土地+建物),基隆市仁愛區南榮路123號,23.6,商,,,1081213,土地2建物1車位0,一層,4,店面(店鋪),住商用,鋼筋混凝土加強磚造,0620124,80.25,0,0,0,無,無,無,33000,411,,0.0,0,,RPPOMLKLKIOFFBC77DC
中正區,房地(土地+建物),基隆市中正區中正路393巷2號,26.0,其他,,,1081223,土地1建物1車位0,全,3,透天厝,住商用,鋼筋混凝土造,0610626,57.12,3,3,2,有,無,有,16500,289,,0.0,0,附屬設備項目：全套監視器、電視一台。,RPSNMLPLKIOFFBC38CC
七堵區,房地(土地+建物)+車位,基隆市七堵區光明路3號3樓之1,28.67,商,,,1081208,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1020704,157.34,2,2,2,有,有,無,26000,165,坡道平面,0.0,0,含管理費,RPPNMLKMKIOFFCC77CC
安樂區,房地(土地+建物),基隆市安樂區基金一路152之1號11樓,10.54,住,,,1081125,土地5建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871210,62.839999999999996,1,1,1,有,有,有,6500,103,,0.0,0,,RPTOMLTJJHPFFCC78CC
信義區,房地(土地+建物)+車位,基隆市信義區教忠街98號1樓,61.71,住,,,1081228,土地1建物1車位1,一層,5,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,1080409,125.92,0,0,0,無,無,無,45000,357,坡道平面,40.47,0,,RPPNMLKKJHPFFBC47DC
暖暖區,房地(土地+建物),基隆市暖暖區寧靜街78號5樓,23.91,住,,,1081229,土地2建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830401,105.41,2,2,1,有,無,有,12000,114,,0.0,0,,RPROMLRKJHPFFCC58DC
中正區,建物,基隆市中正區調和街21號2樓,0.0,住,,,1090102,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0760323,91.12,3,2,1,有,無,有,9000,99,,0.0,0,,RPPOMLRKJHPFFBC18CC
中正區,建物,基隆市中正區祥豐街120號,0.0,住,,,1081231,土地0建物1車位0,一層,4,店面(店鋪),住商用,鋼筋混凝土加強磚造,0601009,92.25,0,0,0,無,無,無,20000,217,,0.0,0,租用店面含地下層及騎樓，出租人同意轉租。水費出租人負擔。目前尚無獨立電表，約定每度電五元。,RPPNMLKMJHPFFBC57CC
七堵區,房地(土地+建物),基隆市七堵區長安街233巷43號4樓,31.32,住,,,1081229,土地1建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0861017,105.85,4,2,2,有,無,有,8000,76,,0.0,0,,RPUNMLLMJHPFFCC28CC
安樂區,房地(土地+建物),基隆市安樂區基金三路79之3號,113.52,住,,,1090115,土地1建物1車位0,全,3,透天厝,見其他登記事項,鋼筋混凝土造,0841102,244.62,5,4,6,有,無,無,22000,90,,0.0,0,,RPROMLNJKHPFFCC18DC
