鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中山區,建物,臺北市中山區錦州街23巷1之1號三樓,0.0,商,,,1081022,土地0建物1車位0,三層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1041204,55.010000000000005,2,2,1,有,有,有,31000,564,,0.0,0,租金含稅價,RPSNMLLKJIOFFCA67CC
內湖區,建物,臺北市內湖區瑞光路408號,0.0,工,,,1081016,土地0建物1車位0,一層,12,廠辦,工業用,見其他登記事項,0951128,380.23,0,0,0,無,有,有,300000,789,,0.0,0,,RPSPMLLKJIOFFCA87CC
內湖區,建物,臺北市內湖區行愛路77巷65號,0.0,工,,,1081108,土地0建物1車位0,一層,8,廠辦,見其他登記事項,鋼筋混凝土造,0971002,300.26,0,0,0,無,有,無,80000,266,,0.0,0,,RPUPMLLKJIOFFCA08CC
中山區,建物,臺北市中山區長安東路二段48之1號,0.0,其他,,,1081031,土地1建物0車位0,見其他登記事項,2,店面(店鋪),,加強磚造,,169.85,0,0,0,無,無,無,94600,557,,0.0,0,,RPWPMLLKJIOFFCA28CC
中山區,建物,臺北市中山區林森北路121號13樓之12,0.0,商,,,1081019,土地0建物1車位0,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971215,53.260000000000005,2,2,1,有,無,有,28000,526,,0.0,0,,RPUQMLLKJIOFFCA18CC
內湖區,建物,臺北市內湖區內湖路三段43號四樓,0.0,住,,,1081107,土地0建物0車位0,四層,5,套房(1房1廳1衛),住家用,鋼筋混凝土造,0701125,31.37,1,0,1,有,無,有,9500,303,,0.0,0,此為分租套房，房號403，第四層共分成3間，一間平均面積約為31.37平方公尺,RPXQMLLKJIOFFCA48CC
信義區,建物,臺北市信義區忠孝東路五段68號23樓A1室,0.0,其他,,,1081021,土地0建物1車位0,二十三層,46,辦公商業大樓,見其他登記事項,見其他登記事項,1040415,588.06,0,0,0,無,有,無,773936,1316,,0.0,0,,RPXNMLLKJIOFFDA28CC
南港區,建物,臺北市南港區市民大道七段396號3樓、5樓,0.0,工,,,1081105,土地0建物2車位4,見其他登記事項,5,廠辦,商業用,鋼筋混凝土造,,1159.92,0,0,0,無,無,無,360000,310,坡道平面,0.0,0,1.車位面積無法計算，故無法計入建物租賃面積2.換約,RPROMLLKJIOFFDA77CC
松山區,建物,臺北市松山區南京東路303巷14弄13號3樓,0.0,住,,,1081104,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,146.92999999999998,3,2,2,有,有,有,41000,279,,0.0,0,,RPXOMLLKJIOFFDA38CC
信義區,建物,臺北市信義區和平東路三段169號12樓之8,0.0,商,,,1081106,土地0建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970205,45.09,1,1,1,有,有,有,26000,577,,0.0,0,獨立套房,RPUPMLLKJIOFFDA18CC
松山區,建物,臺北市松山區復興北路489號3樓之3,0.0,住,,,1081018,土地0建物1車位0,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960216,30.72,0,0,0,無,有,有,14956,487,,0.0,0,,RPWPMLLKJIOFFDA38CC
信義區,建物,臺北市信義區信義路五段7號32樓,0.0,其他,,,1080620,土地0建物1車位0,三十二層,101,辦公商業大樓,見其他登記事項,見其他登記事項,0931112,417.66999999999996,0,0,0,無,無,有,530628,1270,,0.0,0,,RPOQMLLKJIOFFDA67CC
松山區,建物,臺北市松山區南京東路五段66巷22弄8號5樓,0.0,住,,,1081102,土地0建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730525,137.8,3,2,2,有,無,無,37000,269,,0.0,0,,RPQQMLLKJIOFFDA87CC
松山區,建物,臺北市松山區南京東路五段239號14樓之7,0.0,其他,,,1081104,土地0建物1車位0,十四層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980331,55.49,1,1,1,有,有,無,22000,396,,0.0,0,,RPSQMLLKJIOFFDA08CC
萬華區,建物,臺北市萬華區萬大路322巷27弄4號3樓,0.0,住,,,1081027,土地0建物1車位0,三層,4,公寓(5樓含以下無電梯),住家用,加強磚造,,75.64,3,2,1,有,無,有,20000,264,,0.0,0,,RPROMLLKJIOFFBA57CC
萬華區,建物,臺北市萬華區漢口街二段41之2號,0.0,商,,,1081108,土地0建物0車位0,四層,4,套房(1房1廳1衛),,加強磚造,,22.12,1,0,1,有,有,有,6900,312,,0.0,0,此為分租套房，房號403，第四層共分成7間，一間平均面積約為22.12平方公尺,RPSOMLLKJIOFFBA67CC
萬華區,建物,臺北市萬華區西園路二段316號,0.0,住,,,1081109,土地0建物0車位0,三層,3,套房(1房1廳1衛),住家用,加強磚造,0551221,25.93,1,0,1,有,無,有,13000,501,,0.0,0,此為分租套房，房號304，第三層共分成4間，一間平均面積約為25.93平方公尺,RPTOMLLKJIOFFBA77CC
萬華區,建物,臺北市萬華區漢口街二段41之2號,0.0,商,,,1081108,土地0建物0車位0,四層,4,套房(1房1廳1衛),,加強磚造,,22.12,1,0,1,有,有,有,7400,335,,0.0,0,此為分租套房，房號405，第四層共分成7間，一間平均面積約為22.12平方公尺,RPUOMLLKJIOFFBA87CC
北投區,建物,臺北市北投區泉源路３５巷１２號五樓,0.0,住,,,1081013,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670706,96.23,3,2,2,有,有,有,16000,166,,0.0,0,,RPRNMLLKJIOFFEA77CC
北投區,建物,臺北市北投區石牌路一段140號1樓,39.33,商,,,1080925,土地0建物1車位0,一層,3,店面(店鋪),住家用,加強磚造,0610127,83.4,0,0,0,無,無,無,65000,779,,0.0,0,,RPWOMLLKJIOFFEA38CC
士林區,建物,臺北市士林區中山北路五段433號,0.0,商,,,1081014,土地1建物0車位0,全,1,透天厝,住家用,磚造,0451102,51.0,0,0,0,無,無,無,75000,1471,,0.0,0,含增建或未登記建物。；,RPSPMLLKJIOFFEA08CC
士林區,建物,臺北市士林區天母東路8巷94號四樓,0.0,住,,,1081026,土地0建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700910,109.29,3,2,2,有,無,無,25000,229,,0.0,0,,RPUPMLLKJIOFFEA28CC
北投區,建物,臺北市北投區西安街二段91號1樓,28.0,住,,,1081103,土地0建物1車位0,一層,4,店面(店鋪),住家用,鋼筋混凝土造,0620828,74.06,0,0,0,無,無,無,40000,540,,0.0,0,,RPXPMLLKJIOFFEA58CC
大安區,建物,臺北市大安區基隆路二段190號11樓之8,0.0,商,,,1081109,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0701231,77.86,2,2,2,有,有,有,28000,360,,0.0,0,,RPXNMLLKJIOFFFA48CC
大安區,建物,臺北市大安區安和路二段32巷6號6樓,0.0,住,,,1081023,土地0建物1車位0,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0750808,58.97,0,0,0,無,無,無,20000,339,,0.0,0,,RPROMLLKJIOFFFA97CC
