鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
東港鎮,建物,屏東縣東港鎮光復路三段128號16樓,0.0,住,,,1090511,土地0建物1車位0,十六層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850304,200.05,5,2,2,有,有,有,11500,57,,0.0,0,屏東縣政府包租代管計畫,RPOOMLMKNHPFFDT27CC
屏東市,建物,屏東縣屏東市民和二路48之3號4樓,0.0,住,,,1090514,土地0建物1車位0,四層,8,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0960530,16.3,1,0,1,有,有,有,4000,245,,0.0,0,,RPSPMLOKNHPFFAT67CC
屏東市,建物,屏東縣屏東市田中巷20號5樓之1,0.0,住,,,1090515,土地0建物1車位0,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841125,45.86,2,1,1,有,有,有,6500,142,,0.0,0,,RPXNMLPKNHPFFAT08CC
屏東市,建物,屏東縣屏東市和生路二段382號3樓,0.0,住,,,1090520,土地0建物1車位0,三層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0870917,139.51,3,2,2,有,有,有,13000,93,,0.0,0,屏東縣政府包租代管計畫,RPUOMLKLNHPFFAT47CC
林邊鄉,房地(土地+建物),屏東縣林邊鄉中山路88號,62.85,商,,,1090421,土地1建物0車位0,全,3,透天厝,店鋪、住宅,鋼筋混凝土造,0660411,140.77,0,0,0,無,無,無,19000,135,,0.0,0,,RPVNMLKLNHPFFDT77CC
屏東市,建物,屏東縣屏東市大連路24之6號,0.0,住,,,1090520,土地1建物0車位0,全,3,透天厝,住商用,鋼筋混凝土造,0690519,54.0,5,2,2,有,無,無,8000,148,,0.0,0,,RPTNMLLLNHPFFAT37CC
屏東市,建物,屏東縣屏東市華盛街39之1號,0.0,住,,,1090527,土地0建物1車位0,一層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0930909,174.8,1,1,1,有,有,無,19000,109,,0.0,0,,RPXNMLSLNHPFFAT48CC
潮州鎮,房地(土地+建物),屏東縣潮州鎮延平路182號,172.11,住,,,1090615,土地1建物1車位0,全,2,透天厝,住商用,鋼筋混凝土造,0620302,175.32,3,2,3,有,無,無,20000,114,,0.0,0,,RPXOMLQKOHPFFCT58CC
潮州鎮,房地(土地+建物),屏東縣潮州鎮中山路87.89號,173.22,商,,,1090611,土地1建物2車位0,一層,3,店面(店鋪),見其他登記事項,見其他登記事項,0590121,173.22,0,0,0,無,無,無,55000,318,,0.0,0,,RPXOMLKLOHPFFCT08CC
屏東市,建物,屏東縣屏東市興豐路40號6樓之2,0.0,住,,,1090623,土地0建物1車位0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820308,115.07000000000001,3,2,2,有,有,有,13500,117,,0.0,0,屏東縣政府包租代管計畫,RPPNMLOLOHPFFAT37CC
屏東市,建物,屏東縣屏東市自由路95號3樓之5,0.0,住,,,1090624,土地0建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0720906,45.980000000000004,1,1,1,有,無,有,4500,98,,0.0,0,屏東縣政府包租代管計畫,RPRNMLOLOHPFFAT57CC
屏東市,房地(土地+建物),屏東縣屏東市工業五路7號,1600.0,工,,,1090619,土地1建物1車位0,見其他登記事項,3,廠辦,見其他登記事項,鋼筋混凝土造,0720224,1050.77,0,0,0,無,有,無,100000,95,,0.0,0,,RPPNMLQLOHPFFAT57CC
潮州鎮,房地(土地+建物),屏東縣潮州鎮中山路4巷16號,51.03,住,,,1090701,土地1建物1車位0,全,2,透天厝,住家用,磚造,0560605,57.4,0,0,0,無,無,無,10000,174,,0.0,0,,RPWNMLMJPHPFFCT97CC
屏東市,房地(土地+建物),屏東縣屏東市瑞光路二段34號,27.24,住,,,1090605,土地1建物1車位0,見其他登記事項,7,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0841111,157.67,3,2,3,有,有,無,15000,95,,0.0,0,,RPWSMLMJPHPFFAT38DC
屏東市,房地(土地+建物),屏東縣屏東市和平路462號,57.0,住,,,1090619,土地1建物1車位0,全,2,透天厝,住商用,鋼筋混凝土加強磚造,,109.48,3,2,2,有,無,有,17000,155,,0.0,0,,RPWNMLNJPHPFFAT97DC
屏東市,房地(土地+建物),屏東縣屏東市建國路217巷3弄1號,81.0,住,,,1090610,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0780121,160.14,3,3,4,有,無,無,21000,131,,0.0,0,,RPWPMLRJPHPFFAT48CC
屏東市,房地(土地+建物),屏東縣屏東市建國路213之9號,83.0,住,,,1090610,土地1建物1車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0780121,214.6,3,3,4,有,無,無,21000,98,,0.0,0,,RPSPMLSJPHPFFAT18CC
潮州鎮,房地(土地+建物),屏東縣潮州鎮壽福路134巷2號,121.56,住,,,1090711,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0771017,159.3,6,2,3,有,無,無,12000,75,,0.0,0,,RPTOMLNKPHPFFCT97CC
內埔鄉,房地(土地+建物),屏東縣內埔鄉南寧路116之2號,177.57,其他,,,1090715,土地1建物1車位0,全,3,透天厝,見其他登記事項,見其他登記事項,1080118,89.41,0,0,0,無,無,有,27000,302,,0.0,0,使用範圍一層樓店面部分及騎樓，騎樓出租人可放置機車並可自由進出不可阻擋樓梯進入二、三樓居住通行。,RPPNMLQKPHPFFCT77CC
屏東市,房地(土地+建物),屏東縣屏東市中正路472號,158.0,住,,,1090625,土地1建物0車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0690512,109.93,0,0,0,無,無,無,45000,409,,0.0,0,,RPXNMLRKPHPFFAT58DC
屏東市,建物,屏東縣屏東市安心四橫巷92號2樓之2,0.0,住,,,1090724,土地0建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831215,92.81,2,1,2,有,有,有,8500,92,,0.0,0,,RPUNMLRLPHPFFAT28CC
長治鄉,建物,屏東縣長治鄉香楊路1巷35之6號,0.0,住,,,1090724,土地0建物1車位0,全,1,透天厝,住家用,見其他登記事項,0911230,17.46,1,0,1,有,無,有,3500,200,,0.0,0,,RPVNMLRLPHPFFAT38CC
屏東市,建物,屏東縣屏東市機場北路598號7樓,0.0,住,,,1090729,土地0建物1車位0,七層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0881204,128.18,3,2,2,有,有,有,11000,86,,0.0,0,108年度屏東縣政府包租代管計畫,RPPPMLTLPHPFFAT18CC
屏東市,建物,屏東縣屏東市徐州路148之1號,0.0,住,,,1090731,土地0建物1車位0,二層,5,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,0790417,78.03,3,2,2,有,無,有,10000,128,,0.0,0,,RPUOMLLMPHPFFAT87CC
恆春鎮,房地(土地+建物),屏東縣恆春鎮墾丁路245號247號,309.36,,國家公園區,,1090727,土地1建物2車位0,全,2,透天厝,住商用,加強磚造,0711004,205.44,0,0,0,無,無,無,170000,827,,0.0,0,,RPRNMLQJQHPFFET18CC
屏東市,房地(土地+建物),屏東縣屏東市光復路112號,97.0,住,,,1090811,土地1建物0車位0,全,2,透天厝,住商用,鋼筋混凝土加強磚造,,118.56,5,2,3,有,無,無,25000,211,,0.0,0,,RPVOMLLKQHPFFAT87CC
屏東市,建物,屏東縣屏東市武士街64號5樓,0.0,住,,,1090811,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0810720,145.06,3,2,2,有,無,有,7000,48,,0.0,0,108年度屏東縣政府包租代管計畫,RPSNMLMKQHPFFAT57CC
屏東市,建物,屏東縣屏東市機場北路580號12樓,0.0,住,,,1090812,土地0建物1車位0,十二層,14,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0881204,120.94,3,2,2,有,有,有,12000,99,,0.0,0,108年度屏東縣政府包租代管計畫,RPOPMLMKQHPFFAT37CC
屏東市,房地(土地+建物),屏東縣屏東市工業五路9號,1600.0,工,,,1090814,土地1建物0車位0,見其他登記事項,2,廠辦,辦公室、廠房、浴廁,加強磚造、鋼筋混凝土,0770704,980.6,0,0,0,無,有,無,105000,107,,0.0,0,,RPXNMLRKQHPFFAT58CC
萬丹鄉,土地,萬興段1903地號,495.86,,特定農業區,農牧用地,1090721,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,20000,40,,0.0,0,含增建或未登記建物。；土地僅承租未保存登記建物占地部分約150坪,RPPOMLKLQHPFFAT27CC
長治鄉,房地(土地+建物),屏東縣長治鄉香揚巷235號,77.0,住,,,1090722,土地1建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0820311,240.1,5,2,4,有,無,無,17000,71,,0.0,0,,RPSNMLLLQHPFFAT67DC
屏東市,房地(土地+建物),屏東縣屏東市和平路190號,61.0,住,,,1090722,土地1建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0930423,164.8,5,2,3,有,無,無,18000,109,,0.0,0,,RPQOMLQLQHPFFAT08DC
屏東市,房地(土地+建物),屏東縣屏東市信義路86號,214.88,住,,,1090820,土地2建物1車位0,一層,6,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0861118,127.93,2,1,1,有,無,有,17000,133,,0.0,0,,RPVOMLQLQHPFFAT48CC
屏東市,房地(土地+建物),屏東縣屏東市信義路86號,214.88,住,,,1090820,土地2建物1車位0,二層,6,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0861118,140.01,2,1,2,有,無,有,17000,121,,0.0,0,,RPWOMLQLQHPFFAT58CC
屏東市,房地(土地+建物),屏東縣屏東市信義路86號,214.88,住,,,1090820,土地2建物1車位0,三層,6,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0861118,141.52,0,2,2,有,無,有,17000,120,,0.0,0,,RPXOMLQLQHPFFAT68CC
屏東市,房地(土地+建物),屏東縣屏東市信義路86號,214.88,住,,,1090820,土地2建物1車位0,四層,6,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0861118,141.52,2,1,2,有,無,有,17000,120,,0.0,0,,RPOPMLQLQHPFFAT87CC
屏東市,房地(土地+建物),屏東縣屏東市信義路86號,214.88,住,,,1090820,土地2建物1車位0,五層,6,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0861118,141.52,2,1,1,有,無,有,17000,120,,0.0,0,,RPPPMLQLQHPFFAT97CC
屏東市,建物,屏東縣屏東市民學路16巷53之4號,0.0,住,,,1090904,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),國民住宅,鋼筋混凝土造,0710717,84.53,2,2,1,有,無,有,8500,101,,0.0,0,,RPTOMLOJRHPFFAT97CC
屏東市,建物,屏東縣屏東市信義路58巷6號3樓之1,0.0,住,,,1090908,土地0建物1車位0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0831230,21.909999999999997,1,1,1,有,無,有,4500,205,,0.0,0,,RPXNMLSJRHPFFAT68CC
屏東市,房地(土地+建物),屏東縣屏東市貴陽街21號,315.0,住,,,1090819,土地1建物0車位0,見其他登記事項,4,店面(店鋪),住商用,鋼筋混凝土造,0700718,886.35,0,0,0,無,無,無,95000,107,,0.0,0,,RPWOMLTJRHPFFAT78CC
屏東市,土地,溝美段495-70地號,86.8,住,,,1090909,土地5建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,50000,576,,0.0,0,,RPSNMLKKRHPFFAT47CC
潮州鎮,建物,屏東縣潮州鎮武丁路88巷21號,0.0,,鄉村區,乙種建築用地,1090910,土地0建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0820813,162.56,3,2,2,有,無,有,10000,62,,0.0,0,108年度屏東縣政府包租代管計畫,RPXNMLKKRHPFFCT18CC
