鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
新埔鎮,房地(土地+建物),新竹縣新埔鎮仰德段1723地號,73.77,,鄉村區,乙種建築用地,1071108,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,175.38,4,2,4,有,無,12050000,68708,,0.0,0,,RPUPMLOJQHPFFBJ07CB
新埔鎮,房地(土地+建物),新竹縣新埔鎮仰德段1723地號,82.99,,鄉村區,乙種建築用地,1071109,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,201.49,4,2,4,有,無,12800000,63527,,0.0,0,,RPPQMLOJQHPFFBJ66CB
新埔鎮,房地(土地+建物),新竹縣新埔鎮仰德段1723地號,80.7,,鄉村區,乙種建築用地,1071109,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,193.66,4,2,4,有,無,14430000,74512,,0.0,0,,RPQQMLOJQHPFFBJ76CB
新埔鎮,房地(土地+建物),新竹縣新埔鎮仰德段1723地號,72.97,,鄉村區,乙種建築用地,1071109,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,174.41,4,2,4,有,無,12300000,70523,,0.0,0,,RPRQMLOJQHPFFBJ86CB
新埔鎮,房地(土地+建物),新竹縣新埔鎮仰德段1723地號,72.9,,鄉村區,乙種建築用地,1071109,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,172.62,4,2,4,有,無,12000000,69517,,0.0,0,,RPSQMLOJQHPFFBJ96CB
新埔鎮,房地(土地+建物),新竹縣新埔鎮仰德段1723地號,89.51,,鄉村區,乙種建築用地,1071114,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,194.5,4,2,4,有,無,13050000,67095,,0.0,0,,RPUQMLOJQHPFFBJ17CB
新埔鎮,房地(土地+建物),新竹縣新埔鎮仰德段1723地號,72.98,,鄉村區,乙種建築用地,1071114,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,174.19,4,2,4,有,無,11730000,67340,,0.0,0,,RPVQMLOJQHPFFBJ27CB
新埔鎮,房地(土地+建物),新竹縣新埔鎮仰德段1723地號,87.77,,鄉村區,乙種建築用地,1071121,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,214.44,4,2,4,有,無,12700000,59224,,0.0,0,,RPWQMLOJQHPFFBJ37CB
新埔鎮,房地(土地+建物),新竹縣新埔鎮仰德段1723地號,82.99,,鄉村區,乙種建築用地,1071224,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,200.07,4,2,4,有,無,12450000,62228,,0.0,0,,RPXQMLOJQHPFFBJ47CB
新埔鎮,房地(土地+建物),新竹縣新埔鎮仰德段1723地號,79.48,,鄉村區,乙種建築用地,1080114,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,197.84,4,2,4,有,無,12400000,62677,,0.0,0,,RPORMLOJQHPFFBJ66CB
新埔鎮,房地(土地+建物),新竹縣新埔鎮仰德段1723地號,85.95,,鄉村區,乙種建築用地,1080315,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,201.47,4,2,4,有,無,13500000,67007,,0.0,0,,RPPRMLOJQHPFFBJ76CB
新埔鎮,房地(土地+建物),新竹縣新埔鎮仰德段1723地號,76.65,,鄉村區,乙種建築用地,1080430,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,197.83,4,2,4,有,無,12250000,61922,,0.0,0,,RPQRMLOJQHPFFBJ86CB
新埔鎮,房地(土地+建物),新竹縣新埔鎮仰德段1723地號,102.9,,鄉村區,乙種建築用地,1080702,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,,205.22,4,2,4,有,無,15100000,73580,,0.0,0,,RPRRMLOJQHPFFBJ96CB
