鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
斗六市,房地(土地+建物),雲林縣斗六市文化路3號1樓,103.56,商,,,1090428,土地1建物1車位0,一層,5,店面(店鋪),見其他登記事項,鋼筋混凝土造,1081108,103.56,0,0,0,無,無,無,50000,483,,0.0,0,,RPOOMLLKNHPFFAP66EC
斗六市,房地(土地+建物),雲林縣斗六市大仁街29號2樓,9.54,住,,,1090507,土地1建物1車位0,二層,4,套房(1房1廳1衛),住家用,鋼筋混凝土造,0930301,25.220000000000002,1,0,1,有,無,有,6500,258,,0.0,0,,RPOOMLTKNHPFFAP27CC
斗六市,房地(土地+建物),雲林縣斗六市虎溪路321號,91.42,,鄉村區,乙種建築用地,1090521,土地1建物0車位0,全,,透天厝,,,,173.35,4,1,3,有,無,無,8000,46,,0.0,0,,RPRNMLMLNHPFFAP86CC
斗南鎮,房地(土地+建物),雲林縣斗南鎮建國二路280號,85.53,住,,,1090506,土地1建物0車位0,見其他登記事項,,店面(店鋪),,,,236.93,4,3,4,有,無,無,28000,118,,0.0,0,,RPPNMLRLNHPFFBP27CC
斗六市,房地(土地+建物),雲林縣斗六市城頂街178號,62.7,住,,,1090520,土地1建物0車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0750120,128.49,4,2,3,有,無,無,20000,156,,0.0,0,含增建或未登記建物。；一樓增建15平方公尺。特約事項:1出租方補貼承租方22000元購買廚具抽油煙機、流理台、爐具。2承租方於租約期滿時，以22000元向出租方購買廚具抽油煙機、流理台、爐具。3若因房客緣故使房屋成為凶宅，承租人須負擔屋價損失及懲罰性賠償。,RPRNMLTLNHPFFAP57CC
斗六市,土地,後庄段1429地號,27.18,,特定農業區,甲種建築用地,1090501,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,10000,368,,0.0,0,含增建或未登記建物。；,RPSOMLTLNHPFFAP77CC
斗六市,房地(土地+建物),雲林縣斗六市棒球五街25號,128.0,住,,,1090527,土地1建物0車位0,全,4,透天厝,住宅、停車空間,鋼筋混凝土造,1070208,300.17,5,3,6,有,無,無,30000,100,,0.0,0,含增建或未登記建物。；增建1f車庫 露臺,RPOOMLNJOHPFFAP66CC
斗六市,房地(土地+建物),雲林縣斗六市永昌東街11巷10號,77.0,住,,,1090530,土地1建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0690223,110.28,4,1,2,有,無,有,11000,100,,0.0,0,含增建或未登記建物。；,RPRNMLLKOHPFFAP76CC
斗六市,房地(土地+建物),雲林縣斗六市育才街29號,28.73,住,,,1090513,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0840718,67.09,6,2,4,有,無,無,15000,224,,0.0,0,含增建或未登記建物。；,RPUNMLLKOHPFFAP07CC
