鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
鼓山區,房地(土地+建物),高雄市鼓山區九如四路１９９０巷１弄３號五樓之１,15.55,住,,,1060712,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0710317,73.59,3,2,2,有,有,4000000,54355,,0.0,0,,RPRNMLNJQHMFFAE08CA,73.59,0.0,0.0,,
鹽埕區,房地(土地+建物),高雄市鹽埕區北端街７巷１２８之３號,59.61,住,,,1060608,土地6建物1車位0,四層,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,0650519,65.94,3,2,2,有,無,800000,12132,,0.0,0,二等親間買賣,RPUNMLNJQHMFFAE38CA,65.94,0.0,0.0,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區龍水二路２８號二十一樓,30.91,住,,,1060720,土地1建物1車位1,二十一層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031212,362.36,4,3,2,有,有,30100000,83067,坡道平面,0.0,0,,RPWNMLNJQHMFFAE58CA,201.0,9.74,22.13,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術北三路１１１號１５樓,21.07,商,,,1060527,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950808,208.62,4,2,2,有,有,12900000,57249,坡道平面,14.73,1800000,,RPPNMLPJQHMFFAE08CA,118.97,0.79,16.79,,
鼓山區,房地(土地+建物),高雄市鼓山區龍勝路１５２號十樓,7.75,商,,,1060710,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950809,79.58,2,1,1,有,有,4850000,60945,,0.0,0,,RPROMLSJQHMFFAE68CA,48.92,1.02,4.22,,
鼓山區,房地(土地+建物),高雄市鼓山區建榮路５１巷３４號,69.0,住,,,1060702,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0570320,89.99,6,2,2,有,無,3150000,35004,,0.0,0,,RPPPMLTJQHMFFAE68CA,89.99,0.0,0.0,,
鼓山區,房地(土地+建物)+車位,高雄市鼓山區文信路２１１號十三樓,20.08,住,,,1060615,土地1建物1車位2,十三層,二十八層,住宅大樓(11層含以上有電梯),住家用,見其它登記事項,1031006,347.55,4,2,2,有,有,32170000,92562,坡道平面,34.31,0,,RPROMLKKQHMFFAE97CA,181.66,3.74,16.93,,
鼓山區,房地(土地+建物),高雄市鼓山區裕國街８３號九樓,10.12,住,,,1060624,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950316,88.5,3,1,1,有,有,5500000,62147,,0.0,0,,RPQNMLOKQHMFFAE18CA,53.21,1.42,6.51,,
旗津區,房地(土地+建物),高雄市旗津區敦和街２巷８２弄２２號,76.5,住,,,1060701,土地3建物1車位0,全,二層,透天厝,住家用,加強磚造,0720720,105.43,5,2,3,有,無,5160000,48942,,0.0,0,,RPXOMLOKQHMFFAE98CA,94.56,0.0,10.86,,
