鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
花壇鄉,土地,新灣子口段810地號,30.77,,鄉村區,乙種建築用地,1060702,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,64000,2080,,0.0,0,本土地為私設路地，以依最近法拍實價 總價８萬元折價一次８０％計價買賣之增值稅賣方負擔，因低報經稅務機關函報縣府在案，不購買.,RPSOMLOJQHMFFAN66CA,0.0,0.0,0.0,,
花壇鄉,房地(土地+建物),彰化縣花壇鄉中山路二段846號,88.07,住,,,1060625,土地1建物1車位0,全,一層,透天厝,住家用,見其他登記事項,0641101,58.08,3,2,1,有,無,3230000,55613,,0.0,0,,RPPNMLNJQHMFFAN78CA,53.76,4.32,0.0,,
彰化市,房地(土地+建物),彰化縣彰化市全福街１７號,35.0,住,,,1060710,土地2建物1車位0,全,三層,透天厝,住商用,鋼筋混凝土造,0701226,72.6,4,2,2,有,無,1430000,19697,,0.0,0,親友、員工或其他特殊關係間之交易。,RPUNMLNJQHMFFAN66CA,72.6,0.0,0.0,,
彰化市,房地(土地+建物),彰化縣彰化市天祥路319巷1號八樓之2,12.26,住,,,1060717,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820813,80.4,0,0,0,無,有,2700000,33582,,0.0,0,,RPWNMLNJQHMFFAN86CA,54.36,0.0,7.34,,
彰化市,房地(土地+建物),彰化縣彰化市中山路三段５１８巷５之２０號,76.0,,鄉村區,乙種建築用地,1060625,土地1建物1車位0,全,二層,透天厝,住家用,鋼筋混凝土加強磚造,0640130,82.5,1,2,2,有,無,2800000,33939,,0.0,0,含增建或未登記建物。,RPPNMLOJQHMFFAN88CA,82.5,0.0,0.0,,
彰化市,房地(土地+建物),彰化縣彰化市實踐路７號４樓,23.69,住,,,1060627,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740225,66.9,3,2,1,有,無,1800000,26906,,0.0,0,,RPQNMLOJQHMFFAN98CA,66.9,0.0,0.0,,
彰化市,房地(土地+建物),彰化縣彰化市華山路２７３巷２０之２６號,96.24,住,,,1060628,土地2建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1011225,274.37,5,2,4,有,有,18600000,67792,,0.0,0,,RPPOMLOKQHMFFAN09CA,245.3,1.65,0.0,,
彰化市,建物,彰化縣彰化市中華西路２１４號,0.0,,,,1060626,土地0建物1車位0,一層,一層,工廠,工業用,鋼筋混凝土加強磚造,0521231,806.36,0,0,0,無,無,208200,,,0.0,0,親友、員工或其他特殊關係間之交易。,RPPNMLTJQHMFFAN76CA,806.36,0.0,0.0,,
和美鎮,房地(土地+建物),彰化縣和美鎮東光路２２２巷５號,84.81,,鄉村區,乙種建築用地,1060606,土地5建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1050922,200.1,5,3,2,有,有,9400000,46977,,0.0,0,,RPUNMLMJQHMFFBN66CA,160.69,0.0,39.41,,
