鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
北屯區,房地(土地+建物)+車位,臺中市北屯區環中東路二段281號A1棟8樓,9.41,商,,,1070926,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,88.76,2,1,1,有,無,5250000,63646,坡道機械,15.7,600000,,RPROMLPKNHOFFBB28CB
北屯區,房地(土地+建物)+車位,臺中市北屯區環中東路二段281號A1棟11樓,9.41,商,,,1070918,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,86.7,2,1,1,有,無,5030000,61244,坡道機械,13.55,550000,,RPTOMLPKNHOFFBB48CB
北屯區,房地(土地+建物)+車位,臺中市北屯區環中東路二段281號A1棟12樓,9.41,商,,,1070913,土地1建物1車位1,十二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,86.7,2,1,1,有,無,5180000,62611,坡道機械,13.55,600000,,RPUOMLPKNHOFFBB58CB
北屯區,房地(土地+建物)+車位,臺中市北屯區環中東路二段281號A1棟13樓,9.41,商,,,1070712,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,86.7,2,1,1,有,無,5250000,62884,坡道機械,13.55,650000,,RPOPMLPKNHOFFBB08CB
北屯區,房地(土地+建物)+車位,臺中市北屯區環中東路二段281號A1棟14樓,9.41,商,,,1070926,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,88.85,2,1,1,有,無,4280000,50308,坡道機械,15.7,600000,,RPPPMLPKNHOFFBB18CB
北屯區,房地(土地+建物)+車位,臺中市北屯區環中東路二段281號A1棟15樓,9.55,商,,,1070523,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,96.35,2,1,1,有,無,6270000,69993,坡道平面,23.2,1150000,,RPVPMLPKNHOFFBB78CB
北屯區,房地(土地+建物)+車位,臺中市北屯區環中東路二段281號A2棟1樓,14.61,商,,,1070130,土地1建物1車位1,一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.93,3,2,2,有,無,10050000,81479,坡道機械,16.79,750000,,RPPQMLPKNHOFFBB28CB
北屯區,房地(土地+建物)+車位,臺中市北屯區環中東路二段281號A2棟2樓,14.61,商,,,1071001,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,129.47,3,2,2,有,無,6750000,53485,坡道機械,13.55,550000,,RPQQMLPKNHOFFBB38CB
北屯區,房地(土地+建物)+車位,臺中市北屯區環中東路二段281號A2棟3樓,14.61,商,,,1070921,土地1建物1車位1,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,129.47,3,2,2,有,無,7000000,55210,坡道機械,13.55,600000,,RPRQMLPKNHOFFBB48CB
北屯區,房地(土地+建物)+車位,臺中市北屯區環中東路二段281號A2棟4樓,14.75,商,,,1071119,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,137.06,3,2,2,有,無,7630000,56332,坡道平面,21.14,1100000,,RPTQMLPKNHOFFBB68CB
梧棲區,房地(土地+建物)+車位,臺中市梧棲區四維中路258號8樓之3,0.06,商,,,1070910,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,91.68,2,2,1,有,無,4390000,58377,坡道平面,31.04,850000,,RPWNMLPKNHOFFFB09CB
