鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
泰安鄉,土地,南洗水段1175-4地號,7803.0,,山坡地保育區,林業用地,1080412,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3121200,400,,0.0,0,,RPQNMLMLNHOFFAK58CA,0.0,0.0,0.0,,
苗栗市,房地(土地+建物),苗栗縣苗栗市南勢里２０鄰國馨５３號,59.61,,山坡地保育區,丙種建築用地,1080418,土地1建物1車位0,全,,透天厝,住家用,鋼筋混凝土造,0820115,132.42,3,2,4,有,無,1800000,13593,,0.0,0,,RPSNMLOKNHOFFBK98CA,106.28,8.83,17.31,,
苗栗市,房地(土地+建物),苗栗縣苗栗市清華里２３鄰為公路３０９號九樓,31.77,商,,,1080416,土地4建物1車位0,九層,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0830908,356.39,0,0,2,無,無,6300000,17677,,0.0,0,,RPXNMLRKNHOFFBK17CA,287.67,0.0,0.0,,
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市中正路433巷2之3號一樓,50.85,其他,,,1080320,土地1建物2車位2,一層,,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0710628,230.48999999999998,3,2,3,有,無,5180000,22473,坡道平面,0.0,0,,RPSNMLLLNHOFFBK78CA,194.91,14.13,0.0,,
苗栗市,房地(土地+建物),苗栗縣苗栗市玉華里２４鄰莒光街５８巷１４號,121.0,,鄉村區,乙種建築用地,1080422,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,,115.6,3,2,2,有,無,4000000,34602,,0.0,0,,RPQNMLNLNHOFFBK78CA,115.6,0.0,0.0,,
苗栗市,房地(土地+建物),苗栗縣苗栗市北苗里１９鄰蕉嶺街４１號六樓,36.95,住,,,1080412,土地2建物1車位0,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0871120,215.28,4,2,2,有,有,7960000,36975,,0.0,0,,RPUNMLTLNHOFFBK17CA,136.38,0.0,20.15,,
苗栗市,房地(土地+建物),苗栗縣苗栗市清華里７鄰源林路６２號九樓,11.1,住,,,1080428,土地1建物1車位0,九層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0831130,58.99,1,1,1,有,無,1660000,28140,,0.0,0,,RPTNMLOJOHOFFBK09CA,40.77,0.0,4.5,,
通霄鎮,房地(土地+建物),苗栗縣通霄鎮五北里４鄰３３之２１號,110.0,,特定農業區,甲種建築用地,1080409,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0700622,214.35,4,2,3,有,無,3550000,16562,,0.0,0,,RPQNMLRKNHOFFCK56CA,214.35,0.0,0.0,,
通霄鎮,土地,楓樹窩段171-1地號,2966.0,,山坡地保育區,農牧用地,1080411,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2600000,877,,0.0,0,,RPPNMLKLNHOFFCK48CA,0.0,0.0,0.0,,
苑裡鎮,土地,苑裡坑段水柳坡小段148地號,11161.0,,山坡地保育區,農牧用地,1080115,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4464400,400,,0.0,0,,RPPNMLLLNHOFFCK58CA,0.0,0.0,0.0,,
苑裡鎮,房地(土地+建物),苗栗縣苑裡鎮舊社里４鄰舊社４４之１號,74.77,,鄉村區,乙種建築用地,1080402,土地1建物1車位0,全,三層,透天厝,住家用,加強磚造,,207.66,3,2,3,有,無,3000000,14447,,0.0,0,親友、員工或其他特殊關係間之交易。；所有稅金由買方負擔,RPUOMLSLNHOFFCK27CA,207.66,0.0,0.0,,
後龍鎮,土地,苦苓腳段2980地號,197.5,,特定農業區,甲種建築用地,1080401,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,300000,1519,,0.0,0,此案為親友關係間之交易，並由買方支付土地增值稅＄42340元,RPTOMLNKNHOFFDK66CA,0.0,0.0,0.0,,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮崎頂里１６鄰和勇街１９號,14.67,,工業區,丁種建築用地,1080329,土地1建物1車位1,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041126,59.010000000000005,2,1,1,有,無,2800000,47450,升降機械,0.0,0,,RPUOMLNKNHOFFDK76CA,37.91,0.0,5.37,,
竹南鎮,房地(土地+建物),苗栗縣竹南鎮龍山里１７鄰龍好街２３巷３８弄１２號,106.9,住,,,1080415,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,1070712,178.05,4,2,3,有,無,10000000,56164,,0.0,0,,RPWOMLNKNHOFFDK96CA,178.05,0.0,0.0,,
後龍鎮,土地,龍富段459地號,3373.17,商,,,1080316,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,236930000,70240,,0.0,0,,RPVNMLOKNHOFFDK86CA,0.0,0.0,0.0,,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮龍山里９鄰龍泉街１０號六樓,30.51,住,,,1080402,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840826,158.71,3,2,2,有,有,3720000,23439,坡道機械,0.0,0,,RPRNMLRKNHOFFDK76CA,101.9,0.0,16.94,,
竹南鎮,房地(土地+建物),苗栗縣竹南鎮大厝里１１鄰大業街８８巷３３號,78.0,住,,,1080411,土地1建物1車位0,全,四層,透天厝,住家用,鋼筋混凝土造,1070719,169.59,4,2,4,有,無,11880000,70051,,0.0,0,,RPROMLRKNHOFFDK86CA,158.79,0.0,10.8,,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮大埔里２鄰科專七路１９５號四樓之二,26.13,住,,,1080306,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1050414,92.05,2,2,1,有,有,5000000,54318,升降機械,9.31,0,,RPOOMLLLNHOFFDK68CA,51.01,0.0,5.75,,
後龍鎮,房地(土地+建物),苗栗縣後龍鎮校椅里１２鄰?i榔二街２４７巷１２號,83.37,住,,,1080228,土地4建物1車位0,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,1051006,236.32,3,3,3,有,有,10800000,45701,,0.0,0,,RPQNMLNLNHOFFDK98CA,217.43,5.69,13.2,,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮山佳里５鄰龍山路三段１５０號１５樓之１２,23.87,商,,,1080310,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051208,182.51,3,2,2,有,有,7800000,51005,坡道平面,47.23,900000,,RPRNMLNLNHOFFDK09CA,77.85,0.0,13.98,,
竹南鎮,房地(土地+建物)+車位,苗栗縣竹南鎮山佳里５鄰龍山路三段１５０號１４樓之９,23.87,商,,,1080327,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051208,174.35,3,2,2,有,有,6950000,46806,坡道平面,47.23,1000000,,RPSNMLNLNHOFFDK56CA,77.85,0.0,13.98,,
竹南鎮,房地(土地+建物),苗栗縣竹南鎮正南里１８鄰中正路１７５號,134.0,住,,,1080407,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,0620425,184.13,4,2,2,有,無,16500000,89611,,0.0,0,含增建,RPVNMLPLPHOFFDK27CA,184.13,0.0,0.0,,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市蟠桃里２鄰華美街３６號三樓,28.35,住,,,1080410,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,見其他登記事項,1020506,90.73,3,2,2,有,有,5500000,60619,坡道平面,0.0,0,,RPVNMLNKNHOFFFK96CA,68.68,0.95,8.41,,
頭份市,房地(土地+建物),苗栗縣頭份市文化里３鄰幼英街４０巷２０號,123.08,住,,,1080414,土地1建物1車位0,全,三層,透天厝,住家用,鋼筋混凝土造,0910104,158.77,3,2,3,有,無,11300000,71172,,0.0,0,,RPWNMLNKNHOFFFK07CA,133.05,25.72,0.0,,
頭份市,房地(土地+建物),苗栗縣頭份市民生里６鄰富貴街１４巷５號三樓,30.81,住,,,1080411,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0820820,128.52,3,2,1,有,有,3500000,27233,,0.0,0,親友、員工或其他特殊關係間之交易。；,RPQNMLOKNHOFFFK56CA,85.11,0.0,10.06,,
頭份市,土地,東興段1219地號,2745.0,,河川區,農牧用地,1080509,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2000000,729,,0.0,0,,RPOOMLOKNHOFFFK09CA,0.0,0.0,0.0,,
頭份市,土地,文化段570地號,345.95,住,,,1080315,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10725000,31002,,0.0,0,親友、員工或其他特殊關係間之交易。；親屬間買賣及債務關係,RPUNMLTLNHOFFFK57CA,0.0,0.0,0.0,,
頭份市,土地,文化段545地號,156.0,住,,,1080510,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,4626000,29654,,0.0,0,親友、員工或其他特殊關係間之交易。；親屬間買賣及債務關係,RPXNMLTLNHOFFFK87CA,0.0,0.0,0.0,,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市忠孝里１２鄰忠孝一路６９巷１弄6號四樓,30.15,住,,,1080413,土地2建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1011212,168.82,3,2,2,有,有,7060000,41820,坡道平面,30.4,0,,RPPNMLPKNHOFFFK56CA,81.18,0.0,8.71,,
頭份市,房地(土地+建物),苗栗縣頭份市民權里４鄰銀河路２３２號,90.79,住,,,1061128,土地1建物1車位0,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1071030,208.11,3,3,4,有,無,12800000,61506,,0.0,0,,RPSNMLPKNHOFFFK86CA,186.72,0.0,21.39,,
頭份市,土地,華夏段410-11地號,250.11,住,,,1030311,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10580000,42301,,0.0,0,,RPWNMLPKNHOFFFK27CA,0.0,0.0,0.0,,
南庄鄉,房地(土地+建物),苗栗縣南庄鄉田美村１３鄰四灣６１之３號,926.0,,山坡地保育區,林業用地,1080414,土地1建物1車位0,一層，二層,二層,農舍,農舍,木造,0910812,126.24,4,2,4,有,無,3880000,,,0.0,0,,RPPNMLQKNHOFFFK66CA,94.44,27.39,4.41,,
頭份市,房地(土地+建物)+車位,苗栗縣頭份市成功里８鄰建國路二段３號八樓,40.15,住,,,1040919,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070913,224.94,3,2,2,有,無,18580000,82600,坡道平面,0.0,1100000,,RPOQMLQKNHOFFFK86CA,114.19,13.2,12.29,,
