編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPUUMLNKNHOFFAH76CA,,61.22,住家用,鋼筋混凝土造,,,
RPUUMLNKNHOFFAH76CA,,4.32,共有部份,鋼筋混凝土造,,,
RPUUMLNKNHOFFAH76CA,,14.01,共有部份,鋼筋混凝土造,,,
RPUUMLNKNHOFFAH76CA,,1.25,共有部份,鋼筋混凝土造,,,
RPQOMLPKNHOFFAH58CA,,37.49,住家用,加強磚造,,,
RPPQMLPKNHOFFAH68CA,,86.01,住家用,鋼筋混凝土造,,,
RPPQMLPKNHOFFAH68CA,,29.39,共有部份,鋼筋混凝土造,,,
RPPQMLPKNHOFFAH68CA,,9.80,共有部份,鋼筋混凝土造,,,
RPPQMLPKNHOFFAH68CA,,.26,管理員室,鋼筋混凝土造,,,
RPWQMLOKNHOFFAH66CA,,93.07,住家用,鋼筋混凝土造,,,
RPWQMLOKNHOFFAH66CA,,18.94,共有部份,鋼筋混凝土造,,,
RPSVMLNKNHOFFAH66CA,,146.77,住家用,鋼筋混凝土造,,,
RPSVMLNKNHOFFAH66CA,,87.67,本共有部分之項目有停車空間、防空避難室兼停車空間、公共服務空間、管委會、樓梯間及機械室、水箱等７項。,鋼筋混凝土造,,,
RPTVMLNKNHOFFAH76CA,,86.97,住家用,鋼筋混凝土造,,,
RPTVMLNKNHOFFAH76CA,,67.76,本共有部分之項目有附屬（防空避難室兼停車空間、消防泵浦室、污水機房、雨水機房、梯間、停車空間、發電機房、蓄水池、台電配電場所、電信室、水景機房、管委會使用空間、門廳、車道、垃圾處理空間、防災指揮中心、機械室、水箱）等１８項。,鋼筋混凝土造,,,
RPQQMLPKNHOFFAH78CA,,97.90,住家用,鋼筋混凝土造,,,
RPQQMLPKNHOFFAH78CA,,20.66,共有部份,鋼筋混凝土造,,,
RPQQMLPKNHOFFAH78CA,,18.25,防空避難室兼停車場,鋼筋混凝土造,,,
RPROMLNLNHOFFAH58CA,2,60.06,住家用,鋼筋混凝土造,106年9月29日,二十四層,四層 陽台 雨遮
RPROMLNLNHOFFAH58CA,2,71.16,本共有部分之項目有：防空避難室兼停車空間、停車空間、管委會空間、機電空間、梯間、機械房、水箱等項。,鋼筋混凝土造,106年9月29日,二十四層,
RPQNMLRKNHOFFAH68CA,,105.70,住家用,鋼筋混凝土造,,,
RPRNMLQKNHOFFAH68CA,,90.52,住家用,鋼筋混凝土造,,,
RPRNMLQKNHOFFAH68CA,,12.26,本共有部分之項目有（附屬梯間）等１項。,鋼筋混凝土造,,,
RPRNMLQKNHOFFAH68CA,,35.05,共有部份,鋼筋混凝土造,,,
RPRNMLQKNHOFFAH68CA,,8.86,共有部份,鋼筋混凝土造,,,
RPQOMLNLNHOFFAH48CA,2,72.87,住家用,鋼筋混凝土造,106年9月29日,二十四層,四層 陽台 雨遮
RPQOMLNLNHOFFAH48CA,2,77.52,本共有部分之項目有：防空避難室兼停車空間、停車空間、管委會空間、機電空間、梯間、機械房、水箱等項。,鋼筋混凝土造,106年9月29日,二十四層,
RPTOMLOLNHOFFAH88CA,10,119.19,住家用,鋼筋混凝土造,98年8月15日,十五層,十五層 陽台 雨遮
RPTOMLOLNHOFFAH88CA,10,28.23,共有部份,鋼筋混凝土造,98年8月15日,十五層,
RPTOMLOLNHOFFAH88CA,10,85.92,共有部份,鋼筋混凝土造,98年8月15日,十五層,
RPRQMLRLNHOFFAH56CA,6,118.35,住家用,鋼筋混凝土造,102年10月23日,十九層,五層 陽台 雨遮
RPRQMLRLNHOFFAH56CA,6,109.47,本共有部分之項目有附屬（防空避難室兼停車空間、消防泵浦室、污水機房、雨水機房、梯間、停車空間、發電機房、蓄水池、台電配電場所、電信室、水景機房、管委會使用空間、門廳、車道、垃圾處理空間、防災指揮中心、機械室、水箱）等１８項。,鋼筋混凝土造,102年10月23日,十九層,
RPQNMLRLNHOFFAH78CA,5,61.17,住家用,鋼筋混凝土造,103年4月3日,十五層,十二層 陽台
RPQNMLRLNHOFFAH78CA,5,64.62,本共有部分之項目有附屬（防空避難室兼停車空間、消防泵浦室、污水機房、蓄水池、梯間、停車空間、發電機房、台電配電場所、電信室、管委會使用空間、垃圾暫存區、車道、水箱、機房）等１４項。,鋼筋混凝土造,103年4月3日,十五層,
RPURMLRLNHOFFAH96CA,1,84.73,住家用,鋼筋混凝土造,107年7月9日,十三層,九層 陽台
