編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPWNMLSLNHOFFCM57CA,3,254.62,人行道、店鋪、住宅、樓梯間、水塔間,鋼筋混凝土造,105年9月30日,三層,一層 二層 三層 陽台 騎樓 見其他登記事項
RPWNMLRLNHOFFCM47CA,1,249.94,住家用,鋼筋混凝土造,107年8月1日,四層,一層 二層 三層 四層 陽台
RPQNMLMLNHOFFDM09CA,4,191.09,住宅、停車空間、樓梯間,鋼筋混凝土造,103年12月27日,三層,一層 二層 三層 陽台 見其他登記事項
RPQNMLPKNHOFFCM56CA,25,177.10,住家用,鋼筋混凝土造,83年8月13日,十五層,十三層 陽台 露台 花台
RPQNMLPKNHOFFCM56CA,25,13.06,防空避難室、停車空間、梯間、公共設施,鋼筋混凝土造,83年8月13日,十五層,
RPPNMLRKNHOFFBM56CA,38,51.80,農舍,鋼筋混凝土加強磚造,69年12月27日,二層,一層 二層
RPTNMLPKNHOFFBM76CA,14,209.65,住家用,鋼筋混凝土造,94年4月6日,三層,一層 二層 三層 陽台 屋頂突出物
RPQNMLPKNHOFFBM09CA,39,134.10,住商用,鋼筋混凝土造,68年11月27日,二層,一層 二層 騎樓
RPPNMLQKNHOFFAM98CA,1,208.02,停車空間、集合住宅、樓梯間,鋼筋混凝土造,107年7月9日,四層,一層 二層 三層 四層 陽台 屋頂突出物
RPSNMLPKNHOFFAM56CA,14,89.53,住家用,鋼筋混凝土造,93年12月28日,十二層,十一層 陽台
RPSNMLPKNHOFFAM56CA,14,14.37,住家用,鋼筋混凝土造,93年12月28日,十二層,
RPSNMLPKNHOFFAM56CA,14,9.88,電梯樓梯間、梯間,鋼筋混凝土造,93年12月28日,十二層,
RPPOMLRLNHOFFAM66CA,24,120.51,住家用,鋼筋混凝土造,83年11月9日,十六層,十一層 陽台
RPPOMLRLNHOFFAM66CA,24,15.63,騎樓、人行道、梯間、避難室、機械室,鋼筋混凝土造,83年11月9日,十六層,
RPPNMLLKOHOFFCM88DA,24,178.30,住家用,鋼筋混凝土造,84年9月14日,四層,一層 二層 三層 四層 陽台 平台 露台 花台
RPQNMLSKNHOFFBM76CA,2,180.61,住家用,鋼筋混凝土造,105年11月2日,四層,一層 二層 三層 四層 陽台
RPUNMLNLNHOFFAM66CA,,102.19,住家用,鋼筋混凝土造,,,
RPUNMLNLNHOFFAM66CA,,22.52,騎樓、人行道、梯間、避難室、機械室,鋼筋混凝土造,,,
RPVNMLKLNHOFFAM09CA,2,63.49,集合住宅,鋼筋混凝土造,106年5月8日,五層,四層 陽台
RPVNMLKLNHOFFAM09CA,2,39.00,停車空間、樓電梯間,鋼筋混凝土造,106年5月8日,五層,
RPPOMLQKNHOFFAM09CA,27,132.10,住家用,鋼筋混凝土造,81年2月18日,三層,一層 二層 三層
RPSNMLOJOHOFFCM66CA,51,120.54,住商用,加強磚造,57年9月1日,二層,一層 二層 騎樓
RPVNMLPKNHOFFBM96CA,4,347.98,住家用,鋼筋混凝土造,103年12月22日,三層,一層 二層 三層 陽台
RPQNMLKLNHOFFBM68CA,38,60.14,住家用,鋼筋混凝土加強磚造,69年12月31日,二層,一層 二層 騎樓
RPPNMLQKNHOFFCM56CA,21,248.47,住家用,鋼筋混凝土造,87年4月22日,四層,一層 二層 三層 四層 陽台 地下層
