鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
安平區,房地(土地+建物),臺南市安平區湖內二街54號,81.01,住,,,1070208,土地3建物1車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0711007,164.09,4,3,2,有,無,無,16000,98,,0.0,0,,RPVOMLMKKHNFFAD18CC
東區,建物,臺南市東區東門路二段365巷33弄2號,0.0,住,,,1070208,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0771224,156.35,3,2,2,有,無,無,18000,115,,0.0,0,,RPPOMLMKKHNFFCD77CC
東區,房地(土地+建物),臺南市東區中華東路二段167號三樓之20,4.65,其他,,,1070115,土地1建物1車位0,三層,14,套房(1房1廳1衛),住家用,鋼筋混凝土構造,0970229,33.769999999999996,1,0,1,有,有,有,7300,216,,0.0,0,租金含管理費、網路。,RPVOMLMKKHNFFCD38CC
東區,建物,臺南市東區明東街70號,0.0,住,,,1070207,土地0建物1車位0,全,4,透天厝,住家用,鋼筋混凝土構造,1020624,204.34,4,2,3,有,無,無,32000,157,,0.0,0,,RPXNMLNKKHNFFCD58CC
東區,建物,臺南市東區中華東路二段48巷8號,0.0,住,,,1070208,土地0建物1車位0,全,1,透天厝,住商用,鋼筋混凝土構造,0770810,61.93,0,1,1,有,無,無,23000,371,,0.0,0,,RPOOMLNKKHNFFCD77CC
東區,建物,臺南市東區東光路二段3號五樓,0.0,住,,,1070209,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土構造,0790217,75.75,2,1,1,有,無,有,9000,119,,0.0,0,,RPROMLNKKHNFFCD08CC
安南區,建物,臺南市安南區安中路二段296巷6弄19號,0.0,商,,,1070210,土地0建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,1040119,179.23,3,2,4,有,無,無,20000,112,,0.0,0,,RPWNMLNKKHNFFBD38CC
安定區,建物,臺南市安定區港口270之1號七樓之7,0.0,,鄉村區,乙種建築用地,1070210,土地0建物1車位0,七層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1060714,113.0,2,2,2,有,無,有,9000,80,,0.0,0,1.合約書無填具土地租賃面積.2.由所有權人提供出租資訊3.租金已包含車位,RPOOMLNKKHNFFHD28CC
永康區,房地(土地+建物),臺南市永康區小東路477巷7號,86.1,住,,,1070123,土地1建物1車位0,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0771205,269.01,5,2,4,有,無,有,23000,85,,0.0,0,,RPOOMLNKKHNFFKD58CC
永康區,建物,臺南市永康區國華街102巷92號十樓之1,0.0,住,,,1070209,土地0建物1車位0,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831006,109.41,3,2,2,有,無,無,11000,101,,0.0,0,,RPOPMLNKKHNFFKD68CC
永康區,建物,臺南市永康區東橋五路109號十樓,0.0,商,,,1070211,土地0建物1車位0,十層,23,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,1051026,137.24,2,2,2,有,無,有,20000,146,,0.0,0,1.合約書無填具土地租賃面積.2.由所有權人提供出租資訊3.租金已包含車位,RPPPMLNKKHNFFKD78CC
