編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPPOMLPKJIMFFAE67CA,13,80.22,住家用,鋼筋混凝土造,93年4月23日,十四層,十二層 陽台 雨遮
RPPOMLPKJIMFFAE67CA,13,55.01,共有部份,鋼筋混凝土造,93年4月23日,十四層,
RPSNMLKLJIMFFAE47CA,22,95.61,住家用,鋼筋混凝土造,84年5月3日,二十二層,八層 陽台
RPSNMLKLJIMFFAE47CA,22,27.63,見使用執照,鋼筋混凝土造,84年5月3日,二十二層,
RPXNMLLLJIMFFAE08CA,10,413.31,住家用,鋼筋混凝土造,96年5月4日,二十四層,二十二層 陽台 雨遮
RPXNMLLLJIMFFAE08CA,10,285.54,防空避難室兼停車空間、樓梯間、門廊、門廳、管理委員會使用空間、車道、水池、垃圾處理空間、防災中心、陽台、雨遮、屋頂突出物、中繼室,鋼筋混凝土造,96年5月4日,二十四層,
RPVNMLNKJIMFFAE97CA,12,68.59,住家用,鋼筋混凝土造,94年8月2日,十四層,八層 陽台 雨遮
RPVNMLNKJIMFFAE97CA,12,20.42,共有部份,鋼筋混凝土造,94年8月2日,十四層,
RPROMLPKJIMFFAE87CA,36,74.32,住家用,鋼筋混凝土造,71年3月18日,十二層,七層
RPQOMLPJKIMFFAE77CA,4,174.04,住家用,鋼筋混凝土造,103年2月12日,二十四層,十九層 陽台
RPQOMLPJKIMFFAE77CA,4,122.03,本共有部分之項目有門廳、樓梯間、公共服務空間、頂蓋型廣場式開放空間、防災中心、出入口緩衝空間、防空避難室兼停車空間、機械室、水箱等９項。,鋼筋混凝土造,103年2月12日,二十四層,
RPWOMLKLJIMFFBE08CA,9,30.46,住家用,鋼筋混凝土造,97年9月19日,十三層,四層 雨遮
RPWOMLKLJIMFFBE08CA,9,8.33,共有部份,鋼筋混凝土造,97年9月19日,十三層,
RPWOMLKLJIMFFBE08CA,9,8.42,共有部份,鋼筋混凝土造,97年9月19日,十三層,
RPUNMLSLJIMFFBE58CA,29,46.78,,鋼筋混凝土造,77年6月7日,十五層,五層 陽台
RPUNMLSLJIMFFBE58CA,29,46.78,,鋼筋混凝土造,77年6月7日,十五層,五層 陽台
RPUNMLSLJIMFFBE58CA,29,11.06,,鋼筋混凝土造,77年6月7日,十五層,
RPUNMLSLJIMFFBE58CA,29,11.06,,鋼筋混凝土造,77年6月7日,十五層,
RPUNMLTLJIMFFBE68CA,17,106.44,住家用,鋼骨鋼筋混凝土造,89年6月28日,二十七層,七層 陽台
RPUNMLTLJIMFFBE68CA,17,36.76,防空避難室，門廳，水箱，電樓梯間，機械室,鋼骨鋼筋混凝土造,89年6月28日,二十七層,
RPUNMLTLJIMFFBE68CA,17,27.52,停車空間,鋼骨鋼筋混凝土造,89年6月28日,二十七層,
RPWNMLSJKIMFFAE58CA,4,180.00,住家用,鋼筋混凝土造,103年2月25日,二十五層,十三層 陽台 雨遮
RPWNMLSJKIMFFAE58CA,4,118.75,本共有部分之項目有防空避難室、停車空間、電樓梯間、機械室、水箱、頂蓋型開放空間、出入口緩衝空間、公共服務空間、防災中心、門廊、車道投影、瓦斯室、走廊、梯廳、中繼幫浦室等１５項。,鋼筋混凝土造,103年2月25日,二十五層,
RPPOMLSLJIMFFBE18CA,1,106.39,住家用,鋼筋混凝土造,105年10月11日,十四層,十二層 陽台 雨遮
RPPOMLSLJIMFFBE18CA,1,80.55,共有部份,鋼筋混凝土造,105年10月11日,十四層,
RPROMLLJKIMFFBE57CA,31,106.08,,鋼筋混凝土造,75年6月12日,五層,一層 平台 夾層
RPROMLLJKIMFFBE57CA,31,4.15,,鋼筋混凝土造,75年6月12日,五層,
RPSNMLLKKIMFFBE67CA,25,10.86,見使用執照,鋼筋混凝土造,81年7月28日,十五層,
RPSNMLLKKIMFFBE67CA,25,.00,見使用執照,鋼筋混凝土造,81年7月28日,十五層,
RPSNMLLKKIMFFBE67CA,25,12.16,見使用執照,鋼筋混凝土造,81年7月28日,十五層,
RPSNMLLKKIMFFBE67CA,25,54.84,住家用,鋼筋混凝土造,81年7月28日,十五層,十四層 陽台 花台
RPVPMLPJKIMFFBE48CA,31,77.11,,鋼筋混凝土造,76年1月9日,十二層,八層 陽台
RPVPMLPJKIMFFBE48CA,31,13.04,,鋼筋混凝土造,76年1月9日,十二層,
RPXPMLPJKIMFFBE68CA,42,138.81,,鋼筋混凝土造,64年10月20日,三層,一層 二層 三層
RPPNMLQKJIMFFCE87CA,23,18.10,住家用,鋼筋混凝土造,83年9月29日,七層,六層 陽台
RPPNMLQKJIMFFCE87CA,23,4.13,見使用執照,鋼筋混凝土造,83年9月29日,七層,
RPPNMLQKJIMFFCE87CA,23,3.09,見使用執照,鋼筋混凝土造,83年9月29日,七層,
RPQPMLMKKIMFFBE77CA,3,271.73,住家用,鋼筋混凝土造,103年11月7日,十五層,十一層 陽台 雨遮
RPQPMLMKKIMFFBE77CA,3,181.98,共有部份,鋼筋混凝土造,103年11月7日,十五層,
RPVOMLSLJIMFFCE88CA,3,109.50,住家用,鋼筋混凝土造,103年11月4日,十八層,十七層 十八層 陽台
RPVOMLSLJIMFFCE88CA,3,73.78,本共有部分之項目有防空避難室兼停車空間、停車空間、騎樓、門廳、門廊、走廊、防災中心、車道、專用出入口緩衝空間、管委會使用空間、排煙室、特別安全梯＋緊急昇降機道、梯廳、樓梯間、水箱及機械室等１６項。,鋼筋混凝土造,103年11月4日,十八層,
RPTPMLMLJIMFFCE18CA,2,102.58,集合住宅,鋼筋混凝土造,104年12月1日,十四層,九層 陽台 雨遮
RPTPMLMLJIMFFCE18CA,2,75.84,本共有部分之項目有防空避難室兼停車空間、管委會使用空間、梯廳、車道、樓電梯間、陽台、水箱、機械室及樓梯間等９項。,鋼筋混凝土造,104年12月1日,十四層,
RPROMLNKJIMFFCE87CA,3,150.46,住家用,鋼筋混凝土造,103年7月15日,二十九層,十一層 陽台
RPROMLNKJIMFFCE87CA,3,72.20,本共有部分之項目有防空避難室兼停車空間、停車空間、門廳、防災中心、管委會空間及垃圾儲存空間等６項。,鋼筋混凝土造,103年7月15日,二十九層,
RPROMLNKJIMFFCE87CA,3,43.95,本共有部分之項目有樓梯間、機械室及水箱等３項。,鋼筋混凝土造,103年7月15日,二十九層,
RPXNMLKMJIMFFCE28CA,37,150.26,住家用,鋼筋混凝土結構造,69年12月10日,三層,一層 二層 三層 陽台 見其他登記事項
RPWOMLSLJIMFFCE98CA,3,96.29,住家用,鋼筋混凝土造,103年11月4日,十八層,十七層 十八層 陽台
RPWOMLSLJIMFFCE98CA,3,58.28,本共有部分之項目有防空避難室兼停車空間、停車空間、騎樓、門廳、門廊、走廊、防災中心、車道、專用出入口緩衝空間、管委會使用空間、排煙室、特別安全梯＋緊急昇降機道、梯廳、樓梯間、水箱及機械室等１６項。,鋼筋混凝土造,103年11月4日,十八層,
RPVNMLOKJIMFFDE38CA,4,556.66,住商用,鋼筋混凝土造,102年4月1日,五層,一層 二層 三層 四層 五層 陽台 騎樓 雨遮 見其他登記事項
RPUPMLQKJIMFFDE68CA,37,57.99,,鋼筋混凝土造,70年1月6日,五層,一層 騎樓 夾層
RPQOMLQKJIMFFDE18CA,38,122.06,,鋼筋混凝土造,68年6月29日,三層,一層 二層 三層 騎樓
RPTNMLRKJIMFFDE48CA,37,18.88,,鋼筋混凝土造,69年7月18日,十二層,二層
RPTNMLRKJIMFFDE48CA,37,6.80,,鋼筋混凝土造,69年7月18日,十二層,
SPVNMLOKJIMFFDE48CA,4,536.22,住商用,鋼筋混凝土造,102年4月1日,五層,一層 二層 三層 四層 五層 陽台 騎樓 雨遮 見其他登記事項
RPPNMLLLJIMFFDE57CA,31,481.74,,鋼筋混凝土造,75年5月20日,四層,一層 二層 三層 四層 陽台 屋頂突出物 騎樓 地下層
RPRQMLOKJIMFFEE38CA,3,94.44,集合住宅,鋼筋混凝土,104年2月16日,二十三層,二十層 陽台 雨遮
