編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPRNMLMKJINFFAO78CC,6,3656.15,停車場、機房、防空避難室、廠房、廠房附屬辦公室,鋼筋混凝土造,101年12月10日,五層,
RPXNMLMKJINFFAO76CC,1,67.07,集合住宅,鋼筋混凝土造,106年11月20日,八層,
RPOOMLMKJINFFAO58CC,,22.77,住宅、樓梯間,鋼筋混凝土造、加強磚造,,三層,
RPPPMLOKJINFFAO09DC,14,28.88,集合住宅,鋼筋混凝土造,94年2月20日,四層,
RPPPMLOKJINFFAO09DC,14,35.87,共有部分,鋼筋混凝土造,94年2月20日,四層,
RPPPMLOKJINFFAO09DC,14,9.84,共有部分,鋼筋混凝土造,94年2月20日,四層,
RPPPMLOKJINFFAO09DC,14,1.45,集合住宅,鋼筋混凝土造,94年2月20日,四層,
RPRQMLQKJINFFAO86CC,35,228.90,住家用,加強磚造,72年6月6日,二層,
RPRPMLPKJINFFAO66CC,10,21.26,策略性產業辦公室,鋼筋混凝土造,97年9月11日,十三層,
RPRPMLPKJINFFAO66CC,10,.01,守衛室,鋼筋混凝土造,97年9月11日,十八層,
RPRPMLPKJINFFAO66CC,10,.02,守衛室,鋼筋混凝土造,97年9月11日,十三層,
RPRPMLPKJINFFAO66CC,10,.00,樓梯間、機械室、水箱、開放空間,鋼筋混凝土造,97年9月11日,十八層,
RPRPMLPKJINFFAO66CC,10,7.42,樓梯間、機械室、水箱、開放空間,鋼筋混凝土造,97年9月11日,十三層,
RPRPMLPKJINFFAO66CC,10,31.58,停車空間兼防空避難室、機械室、機房、受電室,鋼筋混凝土造,97年9月11日,十八層,
RPRSMLQKJINFFAO07CC,23,97.89,住商用,鋼筋混凝土造,85年2月14日,十六層,
RPRSMLQKJINFFAO07CC,23,17.57,共有部分,鋼筋混凝土造,85年2月14日,十八層,
RPRSMLQKJINFFAO07CC,23,7.53,共有部分,鋼筋混凝土造,85年2月14日,十八層,
RPQNMLKLJINFFAO58CC,27,3.51,共有部分,鋼筋混凝土造,81年1月29日,000,
RPQNMLKLJINFFAO58CC,27,8.65,共有部分,鋼筋混凝土造,81年1月29日,十二層,
RPQNMLKLJINFFAO58CC,27,33.80,住家用,鋼筋混凝土造,81年1月29日,十二層,
RPQNMLMLJINFFAO78CC,10,155.06,集合住宅,鋼筋混凝土造,97年7月20日,二十四層,
RPQNMLMLJINFFAO78CC,10,34.79,防空避難室兼停車空間、休閒區,鋼筋混凝土造,97年7月20日,二十四層,
RPQNMLMLJINFFAO78CC,10,26.85,樓梯間、水箱、機械室,鋼筋混凝土造,97年7月20日,二十四層,
RPOOMLTLJINFFAO76CC,11,92.31,集合住宅,鋼骨鋼筋混凝土造,96年7月3日,二十八層,
RPOOMLTLJINFFAO76CC,11,11.15,防空避難室兼停車空間、管理室、門廳、公共設施,鋼骨鋼筋混凝土造,96年7月3日,二十八層,
