鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中壢區,建物,桃園市中壢區龍岡路三段３７巷１８號十三樓,0.0,商,,,1071021,土地0建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060605,115.96000000000001,2,1,1,有,有,無,12000,103,坡道平面,35.7,0,含管理費、稅金或水電等費用。；,RPPNMLMKJINFFBH97CC
中壢區,建物,桃園市中壢區龍岡路二段３０６巷２２弄１２號,0.0,住,,,1071020,土地0建物1車位0,全,2,透天厝,住家用,加強磚造,0690128,76.3,2,1,2,有,無,無,16500,216,,0.0,0,,RPQNMLMKJINFFBH08CC
桃園區,建物,桃園市桃園區南平路52號9樓,0.0,住,,,1071022,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841230,39.48,1,1,1,有,有,有,7800,198,,0.0,0,,RPSPMLMKJINFFAH38CC
桃園區,房地(土地+建物)+車位,桃園市桃園區天祥五街11號13樓之2,12.33,住,,,1071017,土地1建物1車位1,十三層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880111,206.93,3,2,2,有,有,有,22500,109,坡道平面,0.0,0,,RPTPMLMKJINFFAH48CC
大溪區,房地(土地+建物),桃園市大溪區仁和路二段292號,21.0,,鄉村區,乙種建築用地,1071108,土地1建物1車位0,全,2,透天厝,住商用,加強磚造,0620215,21.0,1,1,1,有,無,有,9000,429,,0.0,0,,RPOOMLMKJINFFCH08CC
平鎮區,土地,平東段813地號,992.0,農,,,1071023,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,30000,30,,0.0,0,,RPVNMLMKJINFFGH09CC
平鎮區,建物,桃園市平鎮區環南路三段３１７號四樓之２,0.0,住,,,1071022,土地0建物1車位0,四層,12,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0940130,37.26,1,0,1,有,有,有,6500,174,,0.0,0,含管理費、稅金或水電等費用。；,RPPNMLNKJINFFGH58CC
龜山區,建物,桃園市龜山區文化二路37、39、41號2樓、3樓、頂樓空間,0.0,住,,,1071026,土地0建物3車位0,見其他登記事項,3,其他,住家用,鋼筋混凝土造,0750404,992.76,0,0,0,無,無,無,189000,190,,0.0,0,含管理費、稅金或水電等費用。；,RPRNMLNKJINFFHH88CC
龜山區,建物,桃園市龜山區文昌三街8之3號3樓,0.0,住,,,1070903,土地0建物1車位7,三層,5,辦公商業大樓,見其他登記事項,鋼筋混凝土造,1040728,853.36,0,0,0,無,無,無,153700,180,坡道平面,0.0,0,含管理費、稅金或水電等費用。；,RPSNMLNKJINFFHH98CC
龍潭區,房地(土地+建物)+車位,桃園市龍潭區神龍路405號3F,15.15,住,,,1071112,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960930,121.35999999999999,3,2,2,有,有,有,16000,132,坡道平面,33.09,0,,RPPPMLNKJINFFCH38CC
楊梅區,建物,桃園市楊梅區楊湖路二段９１６巷２號四樓,0.0,,特定農業區,甲種建築用地,1071022,土地0建物1車位1,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830825,134.08,3,2,2,有,有,有,8000,60,坡道平面,0.0,0,含管理費、稅金或水電等費用。；,RPQNMLNKJINFFDH38CC
楊梅區,建物,桃園市楊梅區金山街３６８巷１６號七樓,0.0,住,,,1071021,土地0建物1車位1,七層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060802,120.45,2,2,1,有,有,有,17000,141,坡道平面,31.7,0,含管理費、稅金或水電等費用。；,RPRNMLNKJINFFDH48CC
楊梅區,建物,桃園市楊梅區中山北路二段８２巷１９號九樓,0.0,住,,,1071021,土地0建物1車位0,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821022,94.27000000000001,3,2,2,有,有,有,11500,122,,0.0,0,含管理費、稅金或水電等費用。；,RPSNMLNKJINFFDH58CC
蘆竹區,土地,富興段47地號,1983.47,農,,,1071108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,210000,106,,0.0,0,地上有不可廠登之建物，出租坪數為600坪。租賃期限為5年15天。上面欄位不能填半個月,RPOOMLNKJINFFEH38CC
桃園區,建物,桃園市桃園區愛國街１７號,0.0,住,,,1071023,土地0建物0車位0,五層,5,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0990924,26.92,1,0,1,有,無,有,7800,290,,0.0,0,,RPSNMLNKJINFFAH28CC
桃園區,建物,桃園市桃園區江南二街４０號一樓,0.0,住,,,1071022,土地0建物1車位0,一層,7,店面(店鋪),住商用,鋼筋混凝土造,0840614,100.6,0,0,0,無,有,無,15000,149,,0.0,0,,RPWNMLNKJINFFAH68CC
桃園區,建物,桃園市桃園區國信街１４１號,0.0,住,,,1071020,土地0建物1車位1,一層,2,店面(店鋪),商業用,鋼骨鋼筋混凝土造,0980106,110.63,1,1,1,有,無,無,29000,262,其他,0.0,0,,RPXNMLNKJINFFAH78CC
桃園區,建物,桃園市桃園區國際路一段１００２號一樓,0.0,住,,,1071023,土地0建物1車位0,一層,6,店面(店鋪),見其他登記事項,鋼筋混凝土造,0800619,101.48,0,0,0,無,無,無,22000,217,,0.0,0,,RPOOMLNKJINFFAH97CC
桃園區,建物,桃園市桃園區南豐二街１２０號十二樓,0.0,工,,,1071023,土地0建物0車位1,十二層,17,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1001024,34.03,1,1,1,有,有,有,13000,382,坡道平面,0.0,0,含管理費、稅金或水電等費用。；,RPROMLNKJINFFAH28CC
桃園區,房地(土地+建物),桃園市桃園區南平路292之1號四樓,59.6,住,,,1071108,土地2建物1車位0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0950505,162.92,0,0,0,無,無,無,36000,221,,0.0,0,,RPOPMLNKJINFFAH08CC
桃園區,房地(土地+建物)+車位,桃園市桃園區同安街399之1號6樓之2,24.83,住,,,1071031,土地1建物1車位1,六層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0900620,165.21,3,2,2,有,有,有,24000,145,坡道平面,0.0,0,,RPWPMLNKJINFFAH88CC
桃園區,房地(土地+建物),桃園市桃園區民富二街51之1號7樓701室,16.16,住,,,1071025,土地1建物1車位0,七層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840520,104.31,1,0,0,無,有,有,4500,43,,0.0,0,,RPXPMLNKJINFFAH98CC
桃園區,房地(土地+建物),桃園市桃園區民富二街51之1號7樓702室,16.16,住,,,1071004,土地1建物1車位0,七層,12,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840520,104.31,1,0,0,無,有,有,5000,48,,0.0,0,,RPOQMLNKJINFFAH18CC
桃園區,房地(土地+建物),桃園市桃園區向善街45號3樓,10.65,住,,,1071001,土地1建物1車位0,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840704,97.83,2,1,1,有,有,有,14500,148,,0.0,0,,RPSQMLNKJINFFAH58CC
桃園區,建物,桃園市桃園區大興西路二段7號11樓之3,0.0,住,,,1071023,土地0建物1車位0,十一層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840225,58.62,2,2,1,有,無,有,14400,246,,0.0,0,,RPXRMLNKJINFFAH56CC
中壢區,建物,桃園市中壢區元化路４０號七樓,0.0,住,,,1071021,土地0建物0車位0,七層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0800516,50.84,1,0,1,有,有,有,13000,256,,0.0,0,含管理費、稅金或水電等費用。；,RPPNMLNKJINFFBH08CC
中壢區,建物,桃園市中壢區榮安十二街２號三樓之１,0.0,住,,,1071021,土地0建物1車位0,三層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0831012,56.96,1,1,1,有,有,有,10000,176,,0.0,0,,RPQNMLNKJINFFBH18CC
中壢區,建物,桃園市中壢區新興路230巷46號11樓,0.0,商,,,1071105,土地0建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1000905,25.230000000000004,2,1,2,有,有,有,21000,832,,0.0,0,,RPPOMLNKJINFFBH18CC
蘆竹區,建物,桃園市蘆竹區南山路1段351號9樓之2,10.65,工,,,1071016,土地0建物1車位0,九層,9,工廠,住工用,鋼筋混凝土造,0810131,81.1,2,1,1,有,無,無,9000,,,0.0,0,含管理費、稅金或水電等費用。；,RPRNMLOKJINFFEH68CC
龜山區,房地(土地+建物),桃園市龜山區文昌五街106號1樓,2875.0,住,,,1071101,土地1建物1車位0,一層,7,店面(店鋪),見其他登記事項,鋼筋混凝土造,0960820,74.07,0,0,2,有,有,無,22000,297,,0.0,0,租賃範圍不含車位，且無法區分車位面積。；,RPPNMLOKJINFFHH78CC
龜山區,房地(土地+建物),桃園市龜山區復興一路318號,156.52,住,,,1071017,土地1建物1車位0,一層,6,店面(店鋪),見其他登記事項,鋼筋混凝土造,0930521,152.68,0,0,2,有,有,無,70000,458,,0.0,0,含管理費、稅金或水電等費用。；,RPQNMLOKJINFFHH88CC
龜山區,房地(土地+建物),桃園市龜山區文化二路34巷14弄32號7樓,12.65,住,,,1071015,土地1建物1車位0,七層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830912,95.79,3,2,3,有,有,無,19800,207,,0.0,0,,RPRNMLOKJINFFHH98CC
桃園區,房地(土地+建物),桃園市桃園區中路街１５號,37.62,住,,,1071101,土地1建物1車位0,一層,12,店面(店鋪),住商用,鋼筋混凝土造,1010610,201.28,1,1,1,有,無,無,47000,234,,0.0,0,,RPTRMLOKJINFFAH98DC
蘆竹區,房地(土地+建物),桃園市蘆竹區奉化路104巷45弄26號5樓,14.31,住,,,1071011,土地1建物1車位0,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0841207,94.48,3,2,2,有,有,有,13000,138,,0.0,0,,RPTNMLOKJINFFEH98DC
八德區,房地(土地+建物)+車位,桃園市八德區廣豐路８３號五樓,32.77,住,,,1071020,土地1建物1車位2,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040609,242.73000000000002,4,2,2,有,無,有,25000,103,坡道平面,53.86,0,,RPUNMLOKJINFFFH56DC
桃園區,建物,桃園市桃園區同德十一街41號,0.0,住,,,1070921,土地0建物1車位0,一層,5,店面(店鋪),住商用,鋼筋混凝土造,0780512,149.68,0,0,0,無,有,無,46500,311,,0.0,0,僅層租一層,RPXNMLPKJINFFAH56EC
中壢區,房地(土地+建物),桃園市中壢區惠州街136號1樓,10.41,住,,,1071102,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0700225,44.38,0,0,0,無,無,無,10000,225,,0.0,0,,RPVNMLPKJINFFBH09EC
平鎮區,建物,桃園市平鎮區新富三街２９號六樓,0.0,住,,,1071024,土地0建物1車位0,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800504,144.22,4,2,2,有,有,無,13000,90,,0.0,0,,RPSNMLPKJINFFGH09CC
平鎮區,建物,桃園市平鎮區環南路二段２７０號十三樓之５,0.0,其他,,,1071027,土地0建物1車位0,十三層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840421,73.88,2,2,1,有,有,有,10000,135,,0.0,0,,RPTNMLPKJINFFGH56CC
平鎮區,房地(土地+建物),桃園市平鎮區廣義街25巷30號1樓,23.49,住,,,1071114,土地1建物1車位0,一層,8,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,0861117,105.34,3,2,2,有,無,有,21500,204,,0.0,0,,RPUNMLPKJINFFGH66CC
楊梅區,建物,桃園市楊梅區金山街３６８巷４６號九樓,0.0,住,,,1071027,土地0建物1車位1,九層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060802,120.94,2,2,1,有,有,有,16500,136,坡道平面,31.7,0,含營業設備。；,RPRNMLPKJINFFDH68CC
中壢區,建物,桃園市中壢區環中東路二段１０號,0.0,其他,,,1071029,土地0建物0車位0,全,5,透天厝,住商用,鋼筋混凝土造,0790504,149.08,3,1,3,有,無,無,13000,87,,0.0,0,租 二樓/三樓/四樓及五樓,RPPNMLPKJINFFBH28CC
中壢區,建物,桃園市中壢區環中東路二段１１０號,0.0,住,,,1071025,土地0建物0車位0,二層,3,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0770504,21.43,1,0,1,有,無,有,6500,303,,0.0,0,,RPQNMLPKJINFFBH38CC
中壢區,建物,桃園市中壢區福州路７２號五樓之２,0.0,住,,,1071027,土地0建物1車位0,五層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770606,91.43,3,2,2,有,無,有,11000,120,,0.0,0,,RPRNMLPKJINFFBH48CC
中壢區,建物,桃園市中壢區永福路７４８巷１１號,0.0,住,,,1071024,土地0建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680726,68.59,2,1,1,有,無,無,14000,204,,0.0,0,,RPUNMLPKJINFFBH78CC
中壢區,建物,桃園市中壢區福州二街５３３號,0.0,住,,,1071020,土地0建物0車位0,一層,4,店面(店鋪),見其他登記事項,鋼筋混凝土造,0980430,96.05000000000001,0,1,1,有,有,無,24000,250,,0.0,0,,RPSQMLPKJINFFBH88CC
中壢區,建物,桃園市中壢區七和一街９５號８樓之５,0.0,住,,,1071025,土地0建物1車位1,八層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070316,114.09,2,1,1,有,有,有,27000,237,坡道平面,33.03,0,租金含管理費,RPUQMLPKJINFFBH09CC
中壢區,建物,桃園市中壢區九和五街３８號,0.0,住,,,1071030,土地0建物1車位0,見其他登記事項,15,店面(店鋪),見其他登記事項,鋼筋混凝土造,0880914,54.0,0,1,1,有,有,無,33000,611,,0.0,0,,RPVQMLPKJINFFBH56CC
中壢區,建物,桃園市中壢區民權路５６號七樓之１,0.0,住,,,1071029,土地0建物1車位0,七層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0820701,25.01,1,0,1,有,有,有,5500,220,,0.0,0,,RPRNMLQKJINFFBH58CC
中壢區,建物,桃園市中壢區龍岡路一段６３巷２０弄１１號,0.0,住,,,1071031,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0661109,109.14,4,1,3,有,無,無,15000,137,,0.0,0,,RPSNMLQKJINFFBH68CC
中壢區,建物,桃園市中壢區三光路327號十一樓,0.0,住,,,1071020,土地0建物1車位0,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820918,115.09,4,2,2,有,有,無,12000,104,,0.0,0,租金不含稅。,RPRPMLQKJINFFBH78CC
中壢區,建物,桃園市中壢區興仁路二段６５１號３樓,0.0,住,,,1071031,土地0建物1車位1,三層,5,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1041020,208.45999999999998,4,2,4,有,無,有,20000,96,坡道平面,13.75,0,,RPUPMLQKJINFFBH09CC
楊梅區,建物,桃園市楊梅區金山街２９８巷４０號六樓,0.0,住,,,1071029,土地0建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021115,125.83,2,2,1,有,有,有,14000,111,坡道平面,39.81,0,含管理費、稅金或水電等費用。；,RPRNMLQKJINFFDH78CC
楊梅區,建物,桃園市楊梅區金山街３３０號九樓,0.0,住,,,1071101,土地0建物1車位1,九層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040525,125.23,2,1,1,有,有,有,15000,120,坡道平面,32.1,0,含管理費、稅金或水電等費用。；,RPUNMLQKJINFFDH09CC
楊梅區,建物,桃園市楊梅區金山街３６８巷６０號二樓,0.0,住,,,1071103,土地0建物1車位1,二層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060802,152.14,3,2,2,有,有,有,16000,105,坡道平面,31.7,0,含管理費、稅金或水電等費用。；,RPWNMLQKJINFFDH66CC
龍潭區,房地(土地+建物)+車位,桃園市龍潭區百年二街30號8樓,28.26,,鄉村區,乙種建築用地,1071108,土地2建物1車位1,八層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860626,126.88000000000001,2,2,1,有,有,有,12000,95,坡道平面,36.44,0,急出租急承租。；租金內含管理費＄1320元,RPOOMLQKJINFFCH48CC
蘆竹區,房地(土地+建物),桃園市蘆竹區南福街19號11樓,25.52,住,,,1071101,土地1建物1車位0,十一層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830531,148.7,5,2,2,有,有,有,19900,134,,0.0,0,,RPQNMLQKJINFFEH78CC
桃園區,房地(土地+建物),桃園市桃園區桃園市桃園區南平路290號,236.0,住,,,1070910,土地1建物1車位0,見其他登記事項,1,店面(店鋪),商業用,見其他登記事項,0930511,115.13,0,0,1,有,無,無,200000,1737,,0.0,0,,RPVQMLQKJINFFAH56CC
平鎮區,建物,桃園市平鎮區中正三路９３號九樓,0.0,商,,,1071102,土地0建物1車位1,九層,20,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040930,232.05,3,2,2,有,有,有,18000,78,坡道平面,38.94,0,含管理費、稅金或水電等費用。；,RPVNMLQKJINFFGH86CC
平鎮區,房地(土地+建物),桃園市平鎮區大昌路57巷29號3樓,23.35,工,,,1071114,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0821202,89.77,3,2,1,有,無,有,7000,78,,0.0,0,,RPSOMLQKJINFFGH66CC
桃園區,房地(土地+建物)+車位,桃園市桃園區中山路791號六樓之3,18.28,住,,,1071104,土地1建物1車位1,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040427,106.05,2,2,1,有,有,有,18000,170,坡道平面,29.14,0,,RPVPMLQKJINFFAH56DC
