鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
新興區,房地(土地+建物),高雄市新興區中正三路129號12樓,63.26,商,,,1071029,土地1建物1車位0,十二層,12,辦公商業大樓,,鋼筋混凝土造,0720629,409.88,0,0,0,無,無,有,54556,133,,0.0,0,,RPRNMLMKJINFFBE87CC
苓雅區,房地(土地+建物),高雄市苓雅區輔仁路355號3樓,26.28,住,,,1071111,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),,鋼筋混凝土造,0720811,80.87,3,2,2,有,無,無,11000,136,,0.0,0,,RPVNMLMKJINFFBE28CC
苓雅區,房地(土地+建物)+車位,高雄市苓雅區五福三路113號13樓之5,15.22,住,,,1071013,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960813,200.83999999999997,3,2,2,有,有,有,37000,184,坡道平面,0.0,0,,RPWNMLMKJINFFBE38CC
新興區,房地(土地+建物)+車位,高雄市新興區五福一路108號5樓之2,13.66,商,,,1071112,土地3建物1車位1,五層,26,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0910301,227.79,4,2,2,有,有,有,45000,198,坡道平面,19.84,0,續約，含管理費、稅金.車位。,RPXNMLMKJINFFBE48CC
苓雅區,房地(土地+建物),高雄市苓雅區青年一路111-1號11樓,22.4,住,,,1071101,土地1建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1061228,176.5,3,2,2,有,有,有,44445,252,,0.0,0,含租賃稅,RPPOMLMKJINFFBE77CC
新興區,建物,高雄市新興區中正三路45號2樓,0.0,商,,,1071023,土地0建物1車位0,二層,12,辦公商業大樓,,鋼筋混凝土造,0710505,284.3,0,0,0,無,無,有,60000,211,,0.0,0,承租範圍大約86坪,RPQOMLMKJINFFBE87CC
前金區,房地(土地+建物),高雄市前金區成功一路252.254號2樓,0.0,商,,,1071029,土地2建物1車位0,全,2,透天厝,,見使用執照,0380816,149.13,0,0,0,無,無,無,30000,201,,0.0,0,,RPTNMLMKJINFFAE97CC
鼓山區,房地(土地+建物)+車位,高雄市鼓山區美術南三路221號七樓,21.49,住,,,1071107,土地1建物1車位1,七層,25,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950221,222.71,4,2,2,有,有,有,36000,162,坡道平面,0.0,0,,RPOOMLMKJINFFAE57CC
楠梓區,房地(土地+建物)+車位,高雄市楠梓區德民路820巷2號8樓,13.77,住,,,1071103,土地1建物1車位1,八層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000526,125.42999999999999,3,2,2,有,有,有,17000,136,坡道機械,8.75,0,,RPROMLMKJINFFEE28CC
