編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPWNMLLKKHPFFCD48CC,12,29.43,住家用,鋼筋混凝土造,97年2月29日,十四層,
RPWNMLLKKHPFFCD48CC,12,7.33,共有部分,鋼筋混凝土造,97年2月29日,十四層,
RPWNMLLKKHPFFCD48CC,12,8.69,共有部分,鋼筋混凝土造,97年2月29日,十四層,
RPRNMLLKKHPFFCD97CC,26,73.94,住家用,鋼筋混凝土造,83年5月23日,六層,
RPRNMLLKKHPFFCD97CC,26,52.90,共有部分,鋼筋混凝土造,83年5月23日,六層,
RPQNMLLKKHPFFCD87CC,36,19.83,住家用,鋼筋混凝土造,72年11月21日,五層,
RPRNMLLKKHPFFBD87CC,30,126.28,住家用,鋼筋混凝土造,79年6月30日,二層,
RPTNMLMKKHPFFFD58CC,23,421.54,農舍,鋼筋混凝土造,86年5月23日,三層,
RPQNMLLKKHPFFBD77CC,24,303.31,工業用,鋼骨造,85年3月27日,一層,
RPTNMLLKKHPFFBD08CC,26,162.12,住家用,鋼筋混凝土造,83年3月11日,三層,
RPTNMLMKKHPFFID88CC,38,98.35,住商用,加強磚造,70年9月10日,二層,
RPUNMLMKKHPFFGD88DC,2,54.22,集合住宅,鋼筋混凝土造,106年10月16日,五層,
RPSNMLMKKHPFFBD08CC,29,88.86,住家用,加強磚造,80年4月2日,二層,
RPSNMLMKKHPFFKD98CC,27,65.01,住商用,鋼筋混凝土造,82年3月10日,四層,
RPVNMLMKKHPFFBD38CC,3,153.77,停車空間，住宅,鋼筋混凝土造,105年12月1日,三層,
RPXNMLMKKHPFFCD68CC,37,224.82,住商用,鋼筋混凝土造,72年5月21日,三層,
RPPOMLMKKHPFFCD97CC,25,74.75,住家用,鋼筋混凝土造,84年3月25日,十四層,
RPPOMLMKKHPFFCD97CC,25,7.32,共有部分,鋼筋混凝土造,84年3月25日,十四層,
RPPOMLMKKHPFFCD97CC,25,32.16,共有部分,鋼筋混凝土造,84年3月25日,十四層,
RPROMLMKKHPFFCD18CC,27,81.05,住家用,鋼筋混凝土造,81年7月30日,七層,
RPROMLMKKHPFFCD18CC,27,30.90,共有部分,鋼筋混凝土造,81年7月30日,七層,
RPTNMLMKKHPFFAD08CC,13,65.66,集合住宅,ＲＣ造,95年10月1日,十四層,
RPTNMLMKKHPFFAD08CC,13,12.43,共有部分,ＲＣ造,95年10月1日,十四層,
RPTNMLMKKHPFFAD08CC,13,15.91,共有部分,ＲＣ造,95年10月1日,十四層,
RPTNMLMKKHPFFKD09CC,27,191.08,住商用,鋼筋混凝土造,82年3月10日,四層,
RPVNMLMKKHPFFKD66CC,26,26.93,住家用,鋼筋混凝土造,83年5月24日,十二層,
RPVNMLMKKHPFFKD66CC,26,5.99,共有部分,鋼筋混凝土造,83年5月24日,十二層,
RPVNMLMKKHPFFKD66CC,26,5.02,共有部分,鋼筋混凝土造,83年5月24日,十二層,
RPOOMLNKKHPFFAD77CC,24,23.41,住家用,鋼筋混凝土造,84年9月12日,十八層,
RPOOMLNKKHPFFAD77CC,24,7.68,共有部分,鋼筋混凝土造,84年9月12日,十八層,
RPOOMLNKKHPFFAD77CC,24,3.75,共有部分,鋼筋混凝土造,84年9月12日,十八層,
RPPOMLNKKHPFFAD87CC,30,24.00,住家用,鋼筋混凝土造,79年6月5日,十一層,
RPPOMLNKKHPFFAD87CC,30,8.56,共有部分,鋼筋混凝土造,79年6月5日,十一層,
RPRNMLNKKHPFFKD98CC,7,63.67,集合住宅,鋼筋混凝土構造,101年8月17日,十九層,
RPRNMLNKKHPFFKD98CC,7,31.75,防空避難室兼停車空間，機電設備，社區文康室，社區運動室，梯廳，機械室，水箱,鋼筋混凝土構造,101年8月17日,十九層,
RPOOMLMKKHPFFKD68CC,25,23.08,住家用,鋼筋混凝土造,83年12月24日,八層,
RPOOMLMKKHPFFKD68CC,25,9.81,共有部分,鋼筋混凝土造,83年12月24日,八層,
RPSOMLOKKHPFFAD28CC,4,86.68,集合住宅,鋼筋混凝土構造,104年11月5日,二十四層,
RPSOMLOKKHPFFAD28CC,4,69.33,本共有部分之項目：有樓梯間、門廊、門廳、管委會使用空間、防災中心、停車空間、防空避難室、車道、游泳池、機房自來水池等項,鋼筋混凝土構造,104年11月5日,二十四層,
RPQNMLOKKHPFFCD18CC,29,92.57,商業用,鋼筋混凝土造,80年1月11日,二十二層,
RPUOMLMKKHPFFHD98CC,26,207.50,住商用,鋼筋混凝土造,83年5月6日,四層,
RPQOMLMKKHPFFHD58CC,38,93.38,住家用,加強磚造,71年3月22日,二層,
RPQOMLLKKHPFFHD48CC,28,159.45,住家用,鋼筋混凝土造,81年1月18日,三層,
RPQNMLRKKHPFFAD28CC,25,59.25,住家用,鋼筋混凝土造,83年10月15日,十三層,
RPQNMLRKKHPFFAD28CC,25,1.59,共有部分,鋼筋混凝土造,83年10月15日,十三層,
RPQNMLRKKHPFFAD28CC,25,21.38,共有部分,鋼筋混凝土造,83年10月15日,十三層,
RPSPMLPKKHPFFAD48CC,16,97.29,集合住宅,鋼筋混凝土造,92年9月16日,十四層,
RPSPMLPKKHPFFAD48CC,16,33.38,管理室等,鋼筋混凝土造,92年9月16日,十四層,
RPSPMLPKKHPFFAD48CC,16,18.16,公共設施,鋼筋混凝土造,92年9月16日,十四層,
RPOPMLPKKHPFFAD08CC,25,54.75,住家用,鋼筋混凝土造,84年7月29日,十七層,
RPOPMLPKKHPFFAD08CC,25,14.48,共有部分,鋼筋混凝土造,84年7月29日,十七層,
RPWNMLMKKHPFFAD38CC,16,89.66,停車空間、住宅,Ｒ．Ｃ造,92年12月12日,四層,
RPVNMLMKKHPFFAD28CC,23,30.22,住家用,鋼筋混凝土造,85年11月27日,十一層,
RPVNMLMKKHPFFAD28CC,23,7.77,共有部分,鋼筋混凝土造,85年11月27日,十一層,
RPVNMLMKKHPFFAD28CC,23,3.55,共有部分,鋼筋混凝土造,85年11月27日,十一層,
RPWNMLNKKHPFFAD48CC,4,89.03,集合住宅,鋼筋混凝土構造,104年11月5日,二十四層,
RPWNMLNKKHPFFAD48CC,4,70.53,本共有部分之項目：有樓梯間、門廊、門廳、管委會使用空間、防災中心、停車空間、防空避難室、車道、游泳池、機房自來水池等項,鋼筋混凝土構造,104年11月5日,二十四層,
RPXNMLNKKHPFFAD58CC,41,33.06,住商用,鋼筋混凝土造,68年7月27日,三層,
RPTNMLNKKHPFFAD18CC,25,18.82,住家用,鋼筋混凝土造,83年11月7日,九層,
RPTNMLNKKHPFFAD18CC,25,6.07,共有部分,鋼筋混凝土造,83年11月7日,九層,
RPSPMLRKKHPFFKD07CC,27,70.47,住家用,鋼筋混凝土造,82年4月28日,七層,
RPSPMLRKKHPFFKD07CC,27,47.94,共有部分,鋼筋混凝土造,82年4月28日,七層,
RPQPMLRKKHPFFKD86CC,36,85.48,住商用,加強磚造,73年3月26日,二層,
RPRNMLRKKHPFFID56CC,20,210.42,住家用,鋼筋混凝土造,88年10月11日,五層,
RPPOMLRKKHPFFID09CC,41,53.97,住商用,加強磚造,68年3月1日,二層,
RPWNMLSKKHPFFID17CC,25,118.86,工業用,鋼筋混凝土造,83年9月10日,三層,
RPQNMLSKKHPFFBD48CC,28,176.79,住家用,鋼筋混凝土造,80年12月24日,三層,
RPQOMLRKKHPFFCD58CC,25,53.58,住家用,鋼筋混凝土造,84年3月2日,七層,
RPQOMLRKKHPFFCD58CC,25,5.49,共有部分,鋼筋混凝土造,84年3月2日,七層,
RPQOMLRKKHPFFCD58CC,25,9.25,共有部分,鋼筋混凝土造,84年3月2日,七層,
RPQNMLSKKHPFFHD09CC,43,42.84,住家用,磚造,66年1月9日,一層,
RPROMLRKKHPFFCD68CC,27,129.60,住家用,鋼筋混凝土造,81年10月22日,十五層,
RPROMLRKKHPFFCD68CC,27,6.21,共有部分,鋼筋混凝土造,81年10月22日,十五層,
RPROMLRKKHPFFCD68CC,27,17.66,共有部分,鋼筋混凝土造,81年10月22日,十五層,
RPXNMLRKKHPFFCD56CC,26,89.25,住家用,鋼筋混凝土造,83年3月2日,九層,
RPXNMLRKKHPFFCD56CC,26,27.98,共有部分,鋼筋混凝土造,83年3月2日,九層,
RPTNMLRKKHPFFCD78CC,26,87.48,住商用,鋼筋混凝土造,83年4月1日,十四層,
RPTNMLRKKHPFFCD78CC,26,16.42,共有部分,鋼筋混凝土造,83年4月1日,十四層,
RPRNMLRKKHPFFCD58CC,39,43.75,住家用,鋼筋混凝土造,70年3月21日,四層,
RPSNMLOKKHPFFCD38CC,21,94.14,住家用,鋼筋混凝土造,88年2月1日,八層,
RPSNMLOKKHPFFCD38CC,21,41.73,共有部分,鋼筋混凝土造,88年2月1日,八層,
RPSNMLOKKHPFFCD38CC,21,9.54,共有部分,鋼筋混凝土造,88年2月1日,八層,
RPQOMLSKKHPFFKD86CC,46,88.81,住家用,加強磚造,62年12月1日,二層,
RPQOMLSKKHPFFKD86CC,46,88.81,住家用,加強磚造,62年12月1日,二層,
RPWNMLSKKHPFFHD07CC,10,62.92,住宅，辦公室,鋼筋混凝土造,99年7月8日,四層,
RPQOMLTKKHPFFAD58CC,41,72.81,住家用,鋼筋混凝土造,68年3月19日,四層,
RPQOMLTKKHPFFAD58CC,41,6.60,共有部分,鋼筋混凝土造,68年3月19日,四層,
RPQOMLTKKHPFFAD58CC,41,3.80,共有部分,鋼筋混凝土造,68年3月19日,四層,
RPRNMLKLKHPFFAD77CC,24,37.47,住家用,鋼筋混凝土造,84年9月12日,十八層,
RPRNMLKLKHPFFAD77CC,24,11.81,共有部分,鋼筋混凝土造,84年9月12日,十八層,
RPRNMLKLKHPFFAD77CC,24,4.50,共有部分,鋼筋混凝土造,84年9月12日,十八層,
RPUNMLKLKHPFFAD08CC,35,332.16,住商用,鋼筋混凝土造,74年2月14日,三層,
RPQNMLTKKHPFFGD56DC,2,50.31,集合住宅,鋼筋混凝土造,106年10月16日,五層,
RPSNMLKLKHPFFAD87CC,12,18.82,集合住宅,鋼筋混凝土構造,96年8月24日,十四層,
RPSNMLKLKHPFFAD87CC,12,2.51,共有部分,鋼筋混凝土構造,96年8月24日,十四層,
RPSNMLKLKHPFFAD87CC,12,4.79,共有部分,鋼筋混凝土構造,96年8月24日,十四層,
RPPOMLKLKHPFFAD67CC,26,33.06,住商用,鋼筋混凝土造,82年9月25日,五層,
RPVNMLKLKHPFFAD18CC,27,24.42,住家用,鋼筋混凝土造,81年11月5日,六層,
RPVNMLKLKHPFFAD18CC,27,9.48,共有部分,鋼筋混凝土造,81年11月5日,六層,
RPVNMLKLKHPFFAD18CC,27,14.78,共有部分,鋼筋混凝土造,81年11月5日,六層,
RPVNMLKLKHPFFAD18CC,27,1.33,共有部分,鋼筋混凝土造,81年11月5日,六層,
RPSOMLKLKHPFFAD97CC,26,33.06,住商用,鋼筋混凝土造,82年9月25日,五層,
RPVPMLKLKHPFFAD38CC,22,41.49,住家用,鋼筋混凝土造,87年2月12日,七層,
RPVPMLKLKHPFFAD38CC,22,13.60,防空避難室兼停車空間、共同使用,鋼筋混凝土造,87年2月12日,七層,
RPTOMLKLKHPFFAD08CC,24,18.64,住家用,鋼筋混凝土造,84年11月21日,十二層,
RPTOMLKLKHPFFAD08CC,24,6.81,共有部分,鋼筋混凝土造,84年11月21日,十二層,
RPPOMLKLKHPFFBD77CC,,92.56,住家用,鋼骨構造,108年12月18日,一層,
RPPNMLKLKHPFFGD28DC,2,206.47,Ｈ２－住宅,鋼筋混凝土造,106年12月4日,三層,
RPROMLKLKHPFFBD97CC,,82.65,住家用,鋼骨構造,108年12月18日,一層,
RPWNMLLLKHPFFID56CC,17,617.84,工業用,鋼骨造,91年12月5日,二層,
RPROMLTKKHPFFKD07CC,23,26.69,住家用,鋼筋混凝土造,86年1月28日,十九層,
RPROMLTKKHPFFKD07CC,23,3.31,共有部分,鋼筋混凝土造,86年1月28日,十九層,
RPROMLTKKHPFFKD07CC,23,5.05,共有部分,鋼筋混凝土造,86年1月28日,十九層,
RPTNMLLLKHPFFHD78CC,5,30.14,住宅，樓梯間,鋼筋混凝土造,103年11月27日,三層,
RPTOMLTKKHPFFKD27CC,25,77.89,住家用,鋼筋混凝土造,83年10月6日,十二層,
RPTOMLTKKHPFFKD27CC,25,29.12,共有部分,鋼筋混凝土造,83年10月6日,十二層,
RPSOMLTKKHPFFKD17CC,26,73.42,住家用,鋼筋混凝土造,83年4月8日,十三層,
RPSOMLTKKHPFFKD17CC,26,36.63,共有部分,鋼筋混凝土造,83年4月8日,十三層,
RPSOMLRKKHPFFCD78CC,2,108.33,集合住宅,鋼筋混凝土造,106年10月31日,十五層,
RPSOMLRKKHPFFCD78CC,2,49.87,本共有部分之項目有：門廊、門廳、梯廳、公共服務空間、樓梯間、管理委員會、防空避難室兼停車空間、停車空間共８項。,鋼筋混凝土造,106年10月31日,十五層,
RPSOMLRKKHPFFCD78CC,2,25.77,本共有部分之項目有：樓梯間、公共服務空間、管道間供３項。,鋼筋混凝土造,106年10月31日,十五層,
RPOQMLKLKHPFFCD97CC,27,82.21,住家用,鋼筋混凝土造,81年12月22日,七層,
RPOQMLKLKHPFFCD97CC,27,25.64,共有部分,鋼筋混凝土造,81年12月22日,七層,
RPSNMLKLKHPFFCD08CC,12,26.67,住家用,鋼筋混凝土造,97年2月29日,十四層,
RPSNMLKLKHPFFCD08CC,12,6.62,共有部分,鋼筋混凝土造,97年2月29日,十四層,
RPSNMLKLKHPFFCD08CC,12,7.89,共有部分,鋼筋混凝土造,97年2月29日,十四層,
RPPOMLLLKHPFFCD97CC,26,62.60,住家用,鋼筋混凝土造,82年12月24日,五層,
RPPOMLLLKHPFFCD97CC,26,10.90,共有部分,鋼筋混凝土造,82年12月24日,五層,
RPWPMLKLKHPFFCD68CC,37,88.27,住家用,鋼筋混凝土造,71年12月10日,二層,
RPQOMLLLKHPFFCD08CC,42,92.36,住家用,鋼筋混凝土造,67年4月12日,四層,
RPUOMLLLKHPFFCD48CC,43,63.44,住家用,鐵筋混凝土　　鐵骨石棉瓦,66年2月3日,四層,
RPXNMLTKKHPFFCD76CC,13,62.30,住家用,ＲＣ造,95年11月22日,十三層,
RPXNMLTKKHPFFCD76CC,13,8.80,共有部分,ＲＣ造,95年11月22日,十三層,
