編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPVNMLMKKHPFFAN09CA,41,99.62,住家用,鋼筋混凝土加強磚造,68年4月4日,二層,一層 二層 騎樓
RPWNMLMKKHPFFAN56CA,47,38.40,住家用,加強磚造,62年2月10日,一層,一層
RPRNMLNKKHPFFAN78CA,19,145.43,住家用,鋼筋混凝土造,90年4月10日,三層,一層 二層 三層 屋頂突出物 騎樓
RPRNMLMKKHPFFAN68CA,40,203.84,住商用,鋼筋混凝土造,69年2月12日,四層,一層 二層 三層 四層 屋頂突出物 騎樓
RPOOMLKLKHPFFAN38CA,,188.31,住宅、停車空間,鋼筋混凝土造,108年12月2日,四層,一層 二層 三層 四層 陽台
RPRNMLRKKHPFFAN56CA,22,90.01,住家用,鋼筋混凝土造,87年6月20日,八層,八層 陽台
RPRNMLRKKHPFFAN56CA,22,27.64,梯間、避難室、門廳、平台、陽台,鋼筋混凝土造,87年6月20日,八層,
RPRNMLRKKHPFFAN56CA,22,6.86,停車空間,鋼筋混凝土造,87年6月20日,八層,
RPXNMLKLKHPFFAN56CA,,276.70,住家用,鋼筋混凝土造,108年12月2日,四層,一層 二層 三層 四層 陽台
RPPNMLNKKHPFFBN68CA,2,25.62,本共有部分係依使用執照之建築概要表記載項目有：停車空間、消防機房、汙水機房、車道、消防給水水箱、電梯廳兼排煙室、機房、發電機房、台電配電室、景觀機房、電信室、管委會空間、共同梯廳、安全梯、水錶室、水箱室、電梯機房等１７項,鋼筋混凝土造,107年5月2日,十三層,
RPTNMLNKKHPFFBN09CA,,192.39,住宅、停車空間、樓梯間,鋼筋混凝土造,108年10月7日,三層,一層 二層 三層 陽台 見其他登記事項
RPXNMLLLKHPFFBN76CA,23,155.62,住商用,鋼筋混凝土造,85年11月11日,三層,一層 二層 三層 屋頂突出物
RPPNMLNKKHPFFCN78CA,3,177.56,騎樓、住宅、停車空間、樓梯間,鋼筋混凝土造,105年7月25日,三層,一層 二層 三層 陽台 屋頂突出物
RPWNMLOJLHPFFBN86CA,,180.28,住宅、停車空間、樓梯間,鋼筋混凝土造,108年6月13日,三層,一層 二層 三層 陽台 見其他登記事項
RPQNMLMKKHPFFCN78CA,16,175.47,住家用,鋼筋混凝土造,92年9月23日,四層,一層 二層 三層 四層
RPSNMLSKKHPFFCN96CA,5,176.47,住家用、停車空間,鋼筋混凝土造,103年10月8日,四層,一層 二層 三層 四層 陽台
RPQNMLRLKHPFFDN86CA,22,281.02,住家用,鋼筋混凝土造,86年12月10日,四層,一層 二層 三層 四層 騎樓 見其他登記事項
RPOOMLRKKHPFFEN76CA,,174.43,住家用,鋼筋混凝土造,108年11月21日,三層,一層 二層 三層 陽台 見其他登記事項
RPVNMLNKKHPFFDN86CA,2,107.14,集合住宅,鋼筋混凝土造,106年9月7日,十層,四層 陽台 雨遮
