鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
台東市,房地(土地+建物),臺東縣臺東市岩灣路50巷452號6樓,79.27,住,,,1090131,土地1建物1車位0,六層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,0950310,187.13,3,2,2,有,有,有,11000,59,,0.0,0,,RPRNMLTKKHPFFAV77CC
台東市,房地(土地+建物),臺東縣臺東市賓朗路1巷22號,63.59,住,,,1090210,土地1建物0車位0,全,3,透天厝,住家用,加強磚造,0680814,77.28,2,2,2,有,無,無,8000,104,,0.0,0,,RPQNMLQLKHPFFAV57DC
台東市,房地(土地+建物),臺東縣臺東市仁昌街111號,11.32,商,,,1090220,土地1建物0車位0,見其他登記事項,13,住宅大樓(11層含以上有電梯),集合住宅,鋼筋混凝土造,0830516,74.11,1,1,1,有,有,無,12000,162,,0.0,0,含增建或未登記建物。；租金含管理費有獨電表承租人自費,RPQNMLNKLHPFFAV17CC
台東市,房地(土地+建物),臺東縣臺東市中興路三段78號,17.0,商,,,1090311,土地1建物0車位0,見其他登記事項,4,套房(1房1廳1衛),住家用,ＲＣ造,1070214,25.0,1,1,1,有,無,無,5500,220,,0.0,0,附二格機車格位在屋旁編號3-33-4,RPRNMLNKLHPFFAV27CC
台東市,房地(土地+建物),臺東縣臺東市中興路三段78號,17.0,商,,,1090308,土地1建物0車位0,見其他登記事項,4,套房(1房1廳1衛),住家用,ＲＣ造,1070214,30.0,1,1,1,有,無,無,6500,217,,0.0,0,基地旁有畫機車停車格一房配置二個停車格位,RPSNMLNKLHPFFAV37CC
台東市,房地(土地+建物),臺東縣臺東市中興路三段78號,17.0,商,,,1090220,土地1建物0車位0,見其他登記事項,4,套房(1房1廳1衛),住家用,ＲＣ造,1070214,30.0,1,1,1,有,無,無,6500,217,,0.0,0,基地旁有畫機車停車格一房二個停車格,RPTNMLNKLHPFFAV47CC
