鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
苓雅區,房地(土地+建物)+車位,高雄市苓雅區興中二路138號A514F,8.73,商,,,1070820,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,135.5,2,1,2,有,無,8930000,66785,坡道平面,28.74,1800000,,RPWNMLOKKHPFFBE68CB
苓雅區,房地(土地+建物),高雄市苓雅區興中二路138號A15-04F,4.78,商,,,1070927,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,61.76,1,1,1,有,無,3850000,62338,,0.0,0,,RPUOMLPLLHPFFBE88CB
苓雅區,房地(土地+建物),高雄市苓雅區興中二路138號A15-02F,4.78,商,,,1070820,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,61.76,1,1,1,有,無,4350000,70434,,0.0,0,含裝潢家電,RPRPMLPLLHPFFBE68CB
苓雅區,房地(土地+建物),高雄市苓雅區興中二路138號A13-02F,5.82,商,,,1080128,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,75.36,1,1,1,有,無,5100000,67675,,0.0,0,含裝潢冷氣,RPSPMLPLLHPFFBE78CB
苓雅區,房地(土地+建物)+車位,高雄市苓雅區興中二路138號A12-15F,5.82,商,,,1071116,土地1建物1車位1,十五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.34,1,1,1,有,無,5910000,56006,坡道平面,28.74,1900000,,RPTPMLPLLHPFFBE88CB
苓雅區,房地(土地+建物)+車位,高雄市苓雅區興中二路138號A12-07F,5.82,商,,,1071116,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,100.34,1,1,1,有,無,5800000,54469,坡道平面,28.74,1900000,,RPUPMLPLLHPFFBE98CB
苓雅區,房地(土地+建物),高雄市苓雅區興中二路138號A12-06F,5.61,商,,,1070716,土地1建物1車位0,六層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,71.6,1,1,1,有,無,4660000,65084,,0.0,0,,RPVPMLPLLHPFFBE09CB
苓雅區,房地(土地+建物),高雄市苓雅區興中二路138號A12-04F,5.61,商,,,1080128,土地1建物1車位0,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,71.6,1,1,1,有,無,4450000,62151,,0.0,0,含裝潢,RPWPMLPLLHPFFBE56CB
苓雅區,房地(土地+建物),高雄市苓雅區興中二路138號A12-03F,5.61,商,,,1080117,土地1建物1車位0,三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,71.6,1,1,1,有,無,4300000,60056,,0.0,0,,RPXPMLPLLHPFFBE66CB
