鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
中正區,房地(土地+建物)+車位,臺北市中正區福和段一小段78，91，92，294地號,16.22,住,,,1060225,土地1建物1車位1,三層,13,住宅大樓(11層含以上有電梯),住家用,混凝土造,,135.61,2,2,2,有,無,32400000,269394,升降機械,24.62,2500000,,RPSOMLLKKHPFFAA67DB
中正區,房地(土地+建物)+車位,臺北市中正區福和段一小段78，91，92，294地號,18.51,住,,,1060225,土地1建物1車位1,十層,13,住宅大樓(11層含以上有電梯),住家用,混凝土造,,152.07,3,2,2,有,無,40000000,294233,升降機械,24.62,2500000,,RPTOMLLKKHPFFAA77DB
北投區,房地(土地+建物),臺北市北投區三合街一段82巷106號7FB1-7F,18.59,住,,,1040913,土地1建物1車位0,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,84.96,2,2,1,有,無,15550000,183027,,0.0,0,,RPVOMLLLKHPFFEA38CB
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街１３６巷３０弄１３號２樓之３,24.44,住,,,1080607,土地1建物1車位1,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.37,3,2,2,有,無,21180000,147721,坡道機械,16.5,1700000,,RPSNMLNLLHPFFCA08CB
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街１３６巷３０弄１３號４樓之３,27.25,住,,,1080623,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.26,4,2,2,有,無,24100000,153993,坡道機械,16.5,1500000,,RPVNMLNLLHPFFCA38CB
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街１３６巷３０弄１３號１１樓之３,27.25,住,,,1080705,土地1建物1車位1,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.26,4,2,2,有,無,25000000,160807,坡道機械,16.5,1400000,,RPWNMLNLLHPFFCA48CB
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街１３６巷３０弄１３號１３樓之３,27.25,住,,,1081030,土地1建物1車位1,十三層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.26,4,2,2,有,無,25700000,163532,坡道機械,16.5,1700000,,RPOOMLNLLHPFFCA77CB
內湖區,房地(土地+建物)+車位,臺北市內湖區康樂街１３６巷３０弄１３號１４樓之３,27.25,住,,,1080919,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,163.26,4,2,2,有,無,25350000,163192,坡道機械,16.5,1400000,,RPPOMLNLLHPFFCA87CB
內湖區,房地(土地+建物),臺北市內湖區康樂街１３６巷３０弄１３號２樓之２,27.5,住,,,1080615,土地1建物1車位0,二層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,148.07,4,2,2,有,無,21830000,147430,,0.0,0,,RPROMLNLLHPFFCA08CB
