鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
暖暖區,房地(土地+建物)+車位,基隆市暖暖區東勢街26巷82-1號6樓,22.19,住,,,1090118,土地1建物1車位1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,127.0,2,1,1,有,無,8100000,69228,坡道平面,27.33,1200000,,RPUNMLPJLHPFFCC58DB
暖暖區,房地(土地+建物),基隆市暖暖區東勢街26巷82-1號3樓,22.15,住,,,1081208,土地1建物1車位0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,99.67,2,1,1,有,無,6600000,66219,,0.0,0,,RPVNMLPJLHPFFCC68DB
暖暖區,房地(土地+建物)+車位,基隆市暖暖區東勢街26巷82-2號10樓,39.74,住,,,1090110,土地1建物1車位1,十層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,207.01,3,2,2,有,無,13700000,68455,坡道平面,27.33,1400000,,RPWNMLPJLHPFFCC78DB
暖暖區,房地(土地+建物)+車位,基隆市暖暖區東勢街26巷80號9樓,29.02,住,,,1090103,土地1建物1車位2,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,182.36,3,2,2,有,無,11800000,72044,坡道平面,54.66,2600000,,RPXNMLPJLHPFFCC88DB
安樂區,房地(土地+建物)+車位,基隆市安樂區安樂路一段71號旁B1-03F,33.67,住,,,1080415,土地9建物1車位1,三層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,143.82,2,2,1,有,無,10700000,90918,坡道平面,39.33,1200000,,RPWNMLSKLHPFFCC09CB
安樂區,房地(土地+建物)+車位,基隆市安樂區安樂路一段７１號旁B１-０７F,33.67,住,,,1080309,土地9建物1車位1,七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,143.82,2,2,1,有,無,11250000,93789,坡道平面,39.33,1450000,與權利人2人共有,RPXNMLSKLHPFFCC56CB
安樂區,房地(土地+建物)+車位,基隆市安樂區安樂路一段71號旁B1-09F,34.75,住,,,1080422,土地9建物1車位1,九層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,146.98,2,2,2,有,無,11380000,93637,坡道平面,39.33,1300000,,RPOOMLSKLHPFFCC38CB
安樂區,房地(土地+建物)+車位,基隆市安樂區安樂路一段71號旁B2-02F,34.75,住,,,1080312,土地9建物1車位1,二層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,146.98,2,2,2,有,無,11350000,91500,坡道平面,39.33,1500000,,RPPOMLSKLHPFFCC48CB
安樂區,房地(土地+建物)+車位,基隆市安樂區安樂路一段71號旁B2-03F,34.75,住,,,1080313,土地9建物1車位1,三層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,146.98,2,2,2,有,無,11250000,91500,坡道平面,39.33,1400000,,RPQOMLSKLHPFFCC58CB
安樂區,房地(土地+建物)+車位,基隆市安樂區安樂路一段71號旁B2-08F,33.67,住,,,1080430,土地9建物1車位1,八層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,143.82,2,2,1,有,無,11280000,95990,坡道平面,39.33,1250000,,RPROMLSKLHPFFCC68CB
