編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPWNMLNKKHPFFAW57CA,,86.51,集合住宅,鋼筋混凝土造,108年11月19日,五層,二層 陽台
RPWNMLNKKHPFFAW57CA,,13.57,集合住宅：本共有部分之項目有樓梯間及水箱等２項。,鋼筋混凝土造,108年11月19日,五層,
RPSNMLTKKHPFFAW77CA,1,212.68,集合住宅,鋼筋混凝土造,107年6月27日,三層,一層 二層 三層 陽台 屋頂突出物 雨遮
RPSNMLTKKHPFFAW77CA,1,69.21,共有部分：本共有部分之項目有台電配電場所、發電機室、消防機房、消防水池、梯廳、水箱機房、雨水貯集池、停車空間、車道、機房、梯間、樓電梯間及梯間（Ａ梯）等１３項。,鋼筋混凝土造,107年6月27日,三層,
RPSNMLRKKHPFFAW57CA,8,95.75,集合住宅,鋼筋混凝土造,101年5月29日,三層,三層 陽台
RPSNMLRKKHPFFAW57CA,8,4.80,共有部分：本共有部分之項目有樓梯間一項。,鋼筋混凝土造,101年5月29日,三層,
RPSNMLMKKHPFFAW17DA,6,206.24,集合住宅,鋼筋混凝土造,103年1月21日,三層,一層 二層 三層 陽台 見其他登記事項
RPQNMLSKKHPFFAW47CA,2,97.73,集合住宅,鋼筋混凝土造,107年5月14日,三層,三層 陽台
RPQNMLSKKHPFFAW47CA,2,60.80,共有部分：本共有部分之項目計有台電配電場所、配電場所、電表箱空間、電信機房、消防幫浦室、緊急發電機室、水箱、停車空間、污水池、管理室、車道、公共廁所等１２項。,鋼筋混凝土造,107年5月14日,三層,
RPQNMLSKKHPFFAW47CA,2,15.39,共有部分：本共有部分之項目計有梯間、梯廳、電梯、安全梯、機房等５項。,鋼筋混凝土造,107年5月14日,三層,
RPXNMLSKKHPFFAW18CA,1,79.05,集合住宅,鋼筋混凝土造,108年5月20日,三層,三層 陽台
RPXNMLSKKHPFFAW18CA,1,7.81,共有部分：本共有部分之項目有樓梯間１項。,鋼筋混凝土造,108年5月20日,三層,
RPRNMLSKKHPFFAW57CA,3,88.10,集合住宅,鋼筋混凝土造,105年10月18日,三層,三層 陽台 雨遮
RPRNMLSKKHPFFAW57CA,3,6.16,共有部分：本共有部分之項目有樓梯間及雨遮等２項。,鋼筋混凝土造,105年10月18日,三層,
RPTNMLSKKHPFFAW77CA,1,68.85,集合住宅,鋼筋混凝土造,108年5月20日,三層,三層 陽台
RPTNMLSKKHPFFAW77CA,1,6.84,共有部分：本共有部分之項目有樓梯間１項。,鋼筋混凝土造,108年5月20日,三層,
RPVNMLSKKHPFFAW97CA,1,79.05,集合住宅,鋼筋混凝土造,108年5月20日,三層,二層 陽台
