鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
太保市,房地(土地+建物),嘉義縣太保市春珠里保鐵一路二段97號九樓之3,43.23,住,,,1090130,土地1建物1車位0,九層,16,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060421,182.36,2,2,2,有,有,有,34000,186,,0.0,0,含平面車位一位,RPXNMLLKKHPFFDQ37CC
太保市,房地(土地+建物),嘉義縣太保市東勢寮57-6,164.0,住,,,1090301,土地1建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,0820728,228.62,6,3,3,有,無,無,10000,44,,0.0,0,,RPSNMLMJLHPFFDQ96CC
大林鎮,房地(土地+建物),嘉義縣大林鎮忠孝路569巷13弄41號,102.0,住,,,1090318,土地1建物0車位0,全,3,透天厝,住商用,鋼筋混凝土造,0810630,172.31,4,3,2,有,無,無,9000,52,,0.0,0,,RPSNMLQLLHPFFCQ47CC
朴子市,房地(土地+建物),嘉義縣朴子市仁和二路139號6樓3,7.6,住,,,1090307,土地1建物1車位0,六層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,0950828,31.22,1,0,1,有,有,有,3000,96,,0.0,0,,RPRNMLRLLHPFFBQ37CC
民雄鄉,房地(土地+建物),嘉義縣民雄鄉鎮北村建國路一段1020之2990號,94.0,,特定農業區,甲種建築用地,1090315,土地1建物0車位0,全,3,透天厝,住家用,鋼筋混凝土造,1080124,150.24,3,2,3,有,無,無,15000,100,,0.0,0,,RPTNMLKMLHPFFCQ07CC
布袋鎮,建物,嘉義縣布袋鎮海運街23號1~3樓,0.0,,,,1090320,土地1建物0車位0,全,3,透天厝,住商用,鋼筋混凝土造,0791006,216.0,13,2,11,有,有,無,220500,1021,,0.0,0,,RPSNMLRJMHPFFBQ37CC
太保市,房地(土地+建物)+車位,嘉義縣太保市保鐵一路二段95號13樓之7,0.0,住,,,1090401,土地1建物1車位1,十三層,16,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060421,175.72,2,2,2,有,有,有,35200,200,坡道平面,29.87,0,,RPXNMLOLMHPFFDQ97CC
太保市,房地(土地+建物)+車位,嘉義縣太保市保鐵一路二段93號13樓之5,0.0,住,,,1090401,土地1建物1車位1,十三層,16,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060421,173.64,3,2,2,有,有,有,35200,203,坡道平面,29.87,0,,RPPOMLOLMHPFFDQ27CC
太保市,房地(土地+建物)+車位,嘉義縣太保市保鐵一路二段95號11樓之1,0.0,住,,,1090401,土地1建物1車位1,十一層,16,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060421,182.35,3,2,2,有,有,有,30800,169,坡道平面,29.87,0,,RPQOMLOLMHPFFDQ37CC
太保市,房地(土地+建物)+車位,嘉義縣太保市保鐵一路二段95號11樓之2,0.0,住,,,1090401,土地1建物1車位1,十一層,16,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060421,134.19,2,1,1,有,有,有,25300,189,坡道平面,29.87,0,租金含62號車位,RPROMLOLMHPFFDQ47CC
太保市,房地(土地+建物)+車位,嘉義縣太保市保鐵一路二段95號11樓之3,0.0,住,,,1090401,土地1建物1車位1,十一層,16,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060421,182.26,3,2,2,有,有,有,30800,169,坡道平面,29.87,0,租金含132號車位,RPSOMLOLMHPFFDQ57CC
太保市,房地(土地+建物)+車位,嘉義縣太保市保鐵一路二段97號6樓之3,0.0,住,,,1090401,土地1建物1車位1,六層,16,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060421,182.34,3,2,2,有,有,有,35200,193,坡道平面,29.87,0,租金含188號車位,RPTOMLOLMHPFFDQ67CC
民雄鄉,房地(土地+建物),嘉義縣民雄鄉頭橋131之14號,292.61,住,,,1090427,土地5建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0821106,147.07,4,2,4,有,無,無,10000,68,,0.0,0,,RPTOMLOJNHPFFCQ47CC
民雄鄉,房地(土地+建物),嘉義縣民雄鄉頭橋705號,16.3,住,,,1090507,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0811130,47.02,1,1,1,有,無,無,6000,128,,0.0,0,,RPUNMLSJNHPFFCQ08EC
