鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
汐止區,房地(土地+建物),新北市汐止區大同路二段236號9樓-4,0.0,其他,,,1060430,土地2建物1車位0,九層,24,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0850710,85.15,2,2,1,有,有,無,15000,176,,0.0,0,,RPTNMLLJNHMFFDF38CC
汐止區,房地(土地+建物),新北市汐止區復興路23號4樓,0.0,商,,,1060429,土地3建物1車位0,四層,19,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961009,81.21,2,2,1,有,有,有,19500,240,,0.0,0,,RPVNMLLJNHMFFDF58CC
汐止區,房地(土地+建物),新北市汐止區福德二路179號3樓,16.51,住,,,1060317,土地1建物1車位0,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0811229,103.34,3,2,2,有,無,有,20000,194,,0.0,0,,RPOPMLLJNHMFFDF08CC
汐止區,房地(土地+建物)+車位,新北市汐止區仁愛路151巷30號16樓,12.04,住,,,1060319,土地1建物1車位1,十六層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980520,99.2,2,2,1,有,有,有,18500,186,坡道機械,14.98,0,,RPPPMLLJNHMFFDF18CC
板橋區,房地(土地+建物),新北市板橋區永豐街70號,30.25,住,,,1060420,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,加強磚造,0651127,80.99,0,0,0,無,無,無,15000,185,,0.0,0,,RPQOMLLJNHMFFAF87CC
新店區,房地(土地+建物)+車位,新北市新店區安康路一段169號1樓,29.65,農,,,1060425,土地1建物1車位1,一層,4,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,1050429,89.93,2,1,1,有,有,無,21000,234,坡道平面,36.86,0,,RPWNMLLJNHMFFCF58CC
新店區,房地(土地+建物),新北市新店區安康路一段173-2號,19.3,農,,,1060427,土地1建物1車位0,一層,4,公寓(5樓含以下無電梯),見其他登記事項,見其他登記事項,1050429,60.82,0,0,0,無,有,無,21500,354,,0.0,0,,RPXNMLLJNHMFFCF68CC
新店區,土地,莊敬段729地號,2400.0,農,,,1060407,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,100000,42,,0.0,0,,RPQNMLLJNHMFFCF08DC
板橋區,房地(土地+建物),新北市板橋區文化路一段368號21樓之6,2.77,住,,,1060223,土地1建物1車位0,二十一層,43,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0990715,54.15,2,2,1,有,有,有,25000,462,,0.0,0,,RPPNMLLJNHMFFAF87EC
