編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPPNMLQJNHMFFAT96CC,34,87.80,店舖及國民住宅,鋼筋混凝土造,72年3月15日,五層,
RPTNMLTJNHMFFAT67CC,51,221.76,住商用,鋼筋混凝土加強磚造,55年2月2日,四層,
RPPOMLQLOHMFFAT37CC,34,434.36,住商用,鋼筋混凝土造,72年12月14日,四層,
RPOOMLSJNHMFFAT17CC,,1207.34,住宅．工廠及倉庫,鋼筋混凝土加強磚造,,二層,
RPWNMLRJOHMFFCT08CC,13,246.93,住家用,鋼筋混凝土造,93年9月23日,三層,
RPWNMLRJOHMFFCT08CC,13,238.34,住家用,鋼筋混凝土造,93年9月23日,三層,
RPPNMLNJOHMFFAT86DC,38,170.10,住家用,鋼筋混凝土造,68年6月25日,三層,
RPQOMLSLOHMFFAT77DC,37,109.93,住商用,鋼筋混凝土造,69年5月12日,四層,
RPRNMLPLPHMFFAT47CC,39,126.40,住商用,加強磚造,67年9月16日,二層,
RPWNMLMLOHMFFAT57CC,1,274.50,工廠,鋼骨構造,105年6月17日,一層,
RPUNMLQLPHMFFCT18DC,32,82.06,住家用,鋼筋混凝土造,74年8月17日,二層,
RPWNMLSKPHMFFAT18CC,37,377.90,廠房、辦公室,加強磚造,69年9月15日,一層,
RPXOMLTJNHMFFAT28DC,32,75.10,住家用,鋼筋混凝土造,73年12月10日,五層,
