編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPWNMLSLQHPFFAV78DA,6,143.91,住家用,鋼筋混凝土造,103年6月16日,四層,一層 二層 三層 四層 見其他登記事項
RPWNMLSLQHPFFAV78DA,6,143.91,住家用,鋼筋混凝土造,103年6月16日,四層,一層 二層 三層 四層 見其他登記事項
RPQOMLLMQHPFFAV67DA,,88.40,Ｈ２集合住宅,ＲＣ造,109年3月3日,五層,三層 見其他登記事項
RPQOMLLMQHPFFAV67DA,,.34,Ｇ３店舖、機房,ＲＣ造,109年3月3日,五層,
RPQOMLLMQHPFFAV67DA,,15.22,樓梯間、昇降機間,ＲＣ造,109年3月3日,五層,
RPTOMLLMQHPFFAV97DA,,71.53,Ｈ２集合住宅,ＲＣ造,109年3月3日,五層,一層 見其他登記事項
RPTOMLLMQHPFFAV97DA,,.27,Ｇ３店舖、機房,ＲＣ造,109年3月3日,五層,
RPTOMLLMQHPFFAV97DA,,15.21,樓梯間、昇降機間,ＲＣ造,109年3月3日,五層,
RPRNMLSJRHPFFDV48DA,37,125.09,住家用,加強磚造,72年5月1日,二層,一層 二層 騎樓
RPPNMLKKRHPFFBV37DA,31,104.25,住家用,加強磚造,78年9月27日,二層,一層 二層
RPSOMLLMQHPFFAV87DA,,88.40,Ｈ２集合住宅,ＲＣ造,109年3月3日,五層,二層 見其他登記事項
RPSOMLLMQHPFFAV87DA,,.34,Ｇ３店舖、機房,ＲＣ造,109年3月3日,五層,
RPSOMLLMQHPFFAV87DA,,15.22,樓梯間、昇降機間,ＲＣ造,109年3月3日,五層,
RPROMLLMQHPFFAV77DA,,88.40,Ｈ２集合住宅,ＲＣ造,109年3月3日,五層,三層 見其他登記事項
RPROMLLMQHPFFAV77DA,,.34,Ｇ３店舖、機房,ＲＣ造,109年3月3日,五層,
RPROMLLMQHPFFAV77DA,,15.22,樓梯間、昇降機間,ＲＣ造,109年3月3日,五層,
RPROMLPKRHPFFAV08DA,37,196.46,住家用,鋼筋混凝土加強磚造,72年8月9日,三層,一層 二層 三層 屋頂突出物 騎樓
