鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
苗栗市,房地(土地+建物),苗栗縣苗栗市玉清街坡塘巷40號,117.0,,鄉村區,乙種建築用地,1090909,土地1建物0車位0,全,3,透天厝,住家用,加強磚造,,123.12,4,2,3,有,無,無,15000,122,,0.0,0,含增建或未登記建物。；,RPQOMLOKRHPFFBK96CC
竹南鎮,房地(土地+建物),苗栗縣竹南鎮和仁街61巷5號,99.0,,工業區,丁種建築用地,1090916,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0881022,306.09,22,1,22,有,無,有,30000,98,,0.0,0,,RPTNMLNLRHPFFDK37CC
苗栗市,土地,苗栗段931地號,699.0,住,,,1090828,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,196000,280,,0.0,0,,RPPNMLSLRHPFFBK27CC
竹南鎮,房地(土地+建物),苗栗縣竹南鎮環市路三段160號,79.99,住,,,1090721,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0830429,244.69,6,2,4,有,無,有,28000,114,,0.0,0,,RPTNMLRLIIPFFDK96CC
竹南鎮,房地(土地+建物),苗栗縣竹南鎮環市路3段102號,86.35,住,,,1091022,土地1建物1車位0,全,5,透天厝,住商用,鋼筋混凝土造,0941104,225.54,5,2,7,有,無,有,33000,146,,0.0,0,,RPUNMLRLIIPFFDK07CC
苗栗市,房地(土地+建物),苗栗縣苗栗市忠孝路24號五樓之十,11.33,住,,,1091026,土地1建物1車位0,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0790215,38.11,1,1,1,有,無,有,7000,184,,0.0,0,,RPXOMLSLIIPFFBK37CC
苗栗市,房地(土地+建物),苗栗縣苗栗市縣府路116-2號11樓,14.14,住,,,1091024,土地1建物1車位0,十一層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881206,87.46,3,2,2,有,有,有,15000,172,,0.0,0,,RPOPMLSLIIPFFBK56CC
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市縣府路112號9樓,15.43,住,,,1091025,土地1建物1車位1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881206,95.42,3,2,2,有,有,有,15000,157,其他,0.0,0,,RPPPMLSLIIPFFBK66CC
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市福安里24鄰鴻福89號,32.1,住,,,1091117,土地1建物1車位1,全,2,透天厝,住商用,加強磚造,0691020,140.98,2,1,2,有,無,有,10000,71,一樓平面,0.0,0,,RPQNMLRLJIPFFBK56CC
苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市中華東街402號3樓,18.0,住,,,1091123,土地1建物1車位1,三層,9,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0881123,98.97,3,2,2,有,有,有,13000,131,其他,0.0,0,含管理費、稅金或水電等費用。；,RPUNMLOJKIPFFBK56CC
竹南鎮,建物,苗栗縣竹南鎮和仁街51巷39號,139.0,,工業區,丁種建築用地,1091201,土地0建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0830222,215.4,7,2,5,有,無,無,18000,84,,0.0,0,,RPWNMLSJKIPFFDK37CC
