鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
太保市,房地(土地+建物)+車位,嘉義縣太保市保鐵一路二段97號8樓之6,0.0,住,,,1090820,土地1建物1車位1,八層,16,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060421,134.2,2,2,1,有,有,有,30800,230,坡道平面,29.87,0,,RPPNMLSKRHPFFDQ97CC
太保市,房地(土地+建物)+車位,嘉義縣太保市保鐵一路二段97號6樓之7,0.0,住,,,1090830,土地1建物1車位1,六層,16,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060421,178.3,3,2,2,有,有,有,35200,197,坡道平面,29.87,0,,RPRNMLSKRHPFFDQ18CC
中埔鄉,房地(土地+建物),嘉義縣中埔鄉中華路145號,56.71,,特定農業區,甲種建築用地,1090917,土地1建物0車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土加強磚造,0690813,158.0,4,2,3,有,無,無,8000,51,,0.0,0,,RPSOMLKMRHPFFDQ77CC
民雄鄉,房地(土地+建物),嘉義縣民雄鄉頭橋路557之5號,87.87,住,,,1090910,土地1建物1車位0,全,4,透天厝,住家用,鋼筋混凝土造,0820526,211.02,6,1,4,有,無,無,17000,81,,0.0,0,,RPRNMLKMRHPFFCQ47CC
東石鄉,土地,栗子崙段380-9地號,4279.0,,一般農業區,農牧用地,1090914,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,28000,7,,0.0,0,含增建或未登記建物。；,RPTNMLRJIIPFFBQ17CC
民雄鄉,房地(土地+建物),嘉義縣民雄鄉興南村頭橋756號七樓,18.75,住,,,1090922,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0821214,81.79,3,1,2,有,有,有,10000,122,,0.0,0,,RPSNMLNKIIPFFCQ96DC
水上鄉,土地,水南段803地號,966.94,住,,,1090918,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,46000,48,,0.0,0,,RPVNMLOKIIPFFDQ37CC
中埔鄉,房地(土地+建物),嘉義縣中埔鄉隆興村11鄰竹圍仔10號,6407.8,,特定農業區,農牧用地,1091101,土地1建物0車位0,見其他登記事項,1,農舍,農舍,鋼筋混凝土造,0940408,550.35,3,2,2,有,無,無,41666,,,0.0,0,,RPQNMLMJJIPFFDQ66CC
太保市,土地,過溝段過溝小段657-1地號,259.0,住,,,1090909,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,有,72000,278,,0.0,0,租任未保存登記建物,RPSNMLTJJIPFFDQ67DC
民雄鄉,建物,嘉義縣民雄鄉文隆村12鄰山腳路1之43號,175.21,住,,,1091126,土地0建物1車位0,全,2,透天厝,住家用,鋼筋混凝土加強磚造,0660901,150.35,4,2,2,有,無,有,10000,67,,0.0,0,,RPQOMLKMJIPFFCQ76CC
民雄鄉,房地(土地+建物),嘉義縣民雄鄉北斗村新正五街61號二樓,45.92,,鄉村區,乙種建築用地,1091125,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,0910725,86.27,3,2,2,有,有,有,10000,116,,0.0,0,,RPXNMLLJKIPFFCQ37DC
