編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPSNMLTJRHPFFAT18DA,27,179.39,住家用,鋼筋混凝土造,82年6月30日,四層,一層 二層 三層 四層 陽台 屋頂突出物
RPRNMLTJRHPFFAT08DA,26,152.80,住家用,鋼筋混凝土造,83年3月25日,四層,一層 二層 三層 四層 陽台 平台
RPUOMLSLQHPFFAT48DA,,154.67,住家用,鋼筋混凝土造,109年2月20日,三層,一層 二層 三層 屋頂突出物
RPPNMLTJRHPFFAT87DA,26,85.97,集合住宅,鋼筋混凝土造,83年4月12日,十一層,八層 陽台 花台
RPPNMLTJRHPFFAT87DA,26,41.81,停車空間，受電室，水箱，避難室,鋼筋混凝土造,83年4月12日,十一層,
RPTOMLRJRHPFFAT18DA,26,114.05,住家用,鋼筋混凝土造,83年12月15日,四層,一層 二層 三層 四層 陽台 屋頂突出物 花台
SPTOMLTJRHPFFAT48DA,,22.48,停車空間、公共梯間、樓梯間,鋼筋混凝土造,109年3月17日,五層,
RPTOMLTJRHPFFAT38DA,,93.33,集合住宅,鋼筋混凝土造,109年3月17日,五層,二層 陽台
RPTOMLTJRHPFFAT38DA,,41.63,停車空間、公共梯間、樓梯間,鋼筋混凝土造,109年3月17日,五層,
RPVOMLTJRHPFFAT58DA,25,110.44,集合住宅,鋼筋混凝土造,84年6月13日,九層,一層 二層 三層 陽台 平台
RPVOMLTJRHPFFAT58DA,25,47.08,集合住宅，停車空間，防空避難室,鋼筋混凝土造,84年6月13日,九層,
RPPNMLOJRHPFFBT47DA,26,179.74,住家用,加強磚造,83年1月12日,二層,一層 二層 陽台 屋頂突出物
RPOPMLOLQHPFFCT77DA,29,129.06,住家用,鋼筋混凝土造,80年5月9日,三層,一層 二層 三層
RPTNMLOJRHPFFCT97DA,2,290.47,門廊、停車空間、店舖、住宅、樓梯間,鋼筋混凝土構造,108年1月25日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPPNMLTJRHPFFCT08DA,26,53.75,住家用,鋼筋混凝土造,84年1月24日,二層,一層 二層 陽台 屋頂突出物 騎樓
RPVNMLRJRHPFFCT48DA,37,140.22,住商用,鋼筋混凝土造,72年9月30日,三層,一層 二層 三層 騎樓
RPOOMLSJRHPFFCT97DA,25,141.66,住商用,鋼筋混凝土造,84年8月4日,三層,一層 二層 三層 陽台 屋頂突出物
RPVNMLKKRHPFFCT87DA,14,213.38,門廊、店舖、住宅,鋼筋混凝土構造,95年8月15日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPXNMLSJRHPFFCT78DA,34,76.76,住家用,加強磚造,76年1月27日,二層,一層 二層
RPSNMLSJRHPFFAT08DA,,190.54,住家用,鋼筋混凝土造,109年3月6日,三層,一層 二層 三層 陽台 屋頂突出物
RPTNMLTJRHPFFCT48DA,41,72.10,商業用,加強磚造,68年7月3日,二層,一層 二層 騎樓
RPPNMLSJRHPFFET18DA,26,27.15,住家用,鋼筋混凝土造,83年8月17日,七層,二層 陽台
RPPNMLSJRHPFFET18DA,26,15.28,共有部份,鋼筋混凝土造,83年8月17日,七層,
RPTNMLTJRHPFFAT38EA,28,65.74,住家用,加強磚造,81年6月6日,二層,一層 二層
RPRNMLKKRHPFFAT37EA,24,66.18,住家用,鋼筋混凝土造,85年12月9日,三層,一層 二層 三層 陽台 屋頂突出物
RPRNMLKKRHPFFAT37EA,24,66.18,住家用,鋼筋混凝土造,85年12月9日,三層,一層 二層 三層 陽台 屋頂突出物
RPPNMLKKRHPFFFT57DA,25,153.42,住家用,鋼筋混凝土造,84年8月25日,三層,一層 二層 三層 陽台 屋頂突出物
RPPNMLOKQHPFFET77DA,24,158.59,住家用,鋼筋混凝土造,85年8月20日,三層,一層 二層 三層 陽台 屋頂突出物 騎樓
RPTOMLTJRHPFFDT68DA,38,59.20,店舖　住宅,加強磚造,71年6月15日,二層,一層 二層 屋頂突出物
RPTOMLTJRHPFFDT68DA,38,59.20,店舖　住宅,加強磚造,71年6月15日,二層,一層 二層 屋頂突出物
RPRNMLSJRHPFFDT28DA,1,434.69,店舖、住宅,鋼筋混凝土構造,108年5月3日,五層,一層 二層 三層 四層 五層 陽台 屋頂突出物
RPQNMLKLQHPFFDT47DA,2,200.34,工業用,鋼骨構造,107年6月5日,一層,一層
RPPNMLKKRHPFFCT27DA,1,175.26,門廊、住宅,鋼筋混凝土構造,108年10月15日,三層,一層 二層 三層 陽台 見其他登記事項
RPSOMLSJRHPFFAT18DA,12,219.33,育苗作業室,鋼骨構造,98年2月13日,一層,一層
RPPNMLKKRHPFFAT07DA,38,83.40,住家用,鋼筋混凝土造,71年7月17日,五層,二層
RPPNMLKKRHPFFAT07DA,38,1452.96,國民住宅,鋼筋混凝土造,71年7月17日,五層,一層 二層 三層 四層 五層 地下層
RPXNMLTJRHPFFAT68DA,1,233.40,集合住宅,鋼筋混凝土造,108年6月20日,三層,一層 二層 三層 陽台
RPPOMLTJRHPFFAT97DA,29,213.78,住家用,加強磚造,80年9月17日,二層,一層 二層 屋頂突出物
RPWNMLLLQHPFFAT87DA,29,138.93,住家用,鋼筋混凝土造,80年10月16日,七層,四層 陽台
RPWNMLLLQHPFFAT87DA,29,40.44,地下室，梯間，車道，守衛室,鋼筋混凝土造,80年10月16日,七層,
RPUNMLKKRHPFFAT57DA,27,169.85,住家用,鋼筋混凝土造,82年5月14日,三層,一層 二層 三層 陽台 平台 屋頂突出物
RPQOMLRLQHPFFAT97DA,39,91.94,住商用,加強磚造,70年11月27日,二層,一層 二層 騎樓
RPTOMLKKRHPFFAT57DA,1,107.78,集合住宅,鋼筋混凝土造,109年1月10日,五層,三層 陽台
