鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
新竹市,房地(土地+建物)+車位,新竹市新竹市竹蓮街101巷30號旁A3-10F,10.78,商,,,1070722,土地1建物1車位1,十層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,107.91,2,1,1,有,無,7940000,94966,升降平面,37.99,1300000,,RPWQMLQLIIPFFAO67EB
新竹市,房地(土地+建物)+車位,新竹市新竹市竹蓮街101巷30號旁A3-2F,10.27,商,,,1071019,土地1建物1車位1,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,88.91,2,1,1,有,無,7520000,95395,升降機械,18.99,850000,,RPWPMLSLIIPFFAO77EB
新竹市,房地(土地+建物)+車位,新竹市新竹市東山段一小段210地號D棟12樓,26.31,商,,,1090217,土地1建物1車位2,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.26,4,2,1,有,無,21320000,112331,坡道平面,49.5,2700000,,RPPOMLKLJIPFFAO68CB
新竹市,房地(土地+建物)+車位,新竹市新竹市東山段一小段210地號D棟13樓,26.21,商,,,1090217,土地1建物1車位2,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,212.8,4,2,2,有,無,21380000,113296,坡道平面,47.04,2600000,,RPQOMLKLJIPFFAO78CB
新竹市,房地(土地+建物)+車位,新竹市新竹市東山段一小段210地號D棟14樓,26.31,商,,,1090217,土地1建物1車位2,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,215.26,4,2,2,有,無,21100000,112210,坡道平面,49.5,2500000,,RPROMLKLJIPFFAO88CB
新竹市,房地(土地+建物)+車位,新竹市新竹市東山段一小段210地號A棟5樓,39.97,商,,,1091028,土地1建物1車位2,五層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,304.01,4,2,2,有,無,28560000,102000,坡道平面,49.5,2600000,,RPWRMLKLJIPFFAO07CB
新竹市,房地(土地+建物)+車位,新竹市新竹市東山段一小段210地號A棟2樓,39.91,商,,,1090805,土地1建物1車位2,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,302.03,4,2,2,有,無,27190000,96224,坡道平面,47.52,2700000,,RPXNMLPLJIPFFAO27CB
新竹市,房地(土地+建物)+車位,新竹市新竹市東山段一小段210地號A棟3樓,39.97,商,,,1091118,土地1建物1車位2,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,304.01,4,2,2,有,無,27790000,98975,坡道平面,49.5,2600000,,RPQOMLPLJIPFFAO66CB
新竹市,房地(土地+建物)+車位,新竹市新竹市東山段一小段210地號A棟4樓,39.87,商,,,1091102,土地1建物1車位2,四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,301.55,4,2,2,有,無,27890000,98975,坡道平面,47.04,2700000,,RPROMLPLJIPFFAO76CB
