編號,屋齡,建物移轉面積平方公尺,主要用途,主要建材,建築完成日期,總層數,建物分層
The serial number,room age,building shifting area square meter,the main use,main building materials,construction completes the date,total layer,building lamination
RPSNMLTJRHPFFBQ97DA,,262.50,住商用,鋼筋混凝土加強磚造,58年10月2日,三層,一層 二層 三層 騎樓
RPPNMLTJRHPFFBQ67DA,,128.40,住商用,鋼筋混凝土造,84年7月4日,七層,一層 二層 三層 陽台
RPPNMLTJRHPFFBQ67DA,,6.46,樓電梯,鋼筋混凝土造,84年7月4日,七層,
RPPNMLTJRHPFFBQ67DA,,31.65,防空避難室兼停車空間,鋼筋混凝土造,84年7月4日,七層,
RPUNMLSJRHPFFBQ08DA,47,206.43,住家用,見其他登記事項,62年12月28日,三層,一層 二層 三層
RPOOMLOJRHPFFDQ37DA,40,102.78,住家用,鋼筋混凝土加強磚造,69年12月11日,二層,一層 二層
RPQNMLRJRHPFFDQ77DA,33,133.14,住家用,鋼筋混凝土加強磚造,76年11月24日,二層,一層 二層 電梯樓梯間
RPXNMLRJRHPFFDQ48DA,,82.67,住家用,鋼筋混凝土,104年9月24日,三層,一層 二層 三層 陽台 見其他登記事項
RPXNMLRJRHPFFDQ48DA,,82.67,住家用,鋼筋混凝土,104年9月24日,三層,一層 二層 三層 陽台 見其他登記事項
RPPOMLNKQHPFFDQ37DA,40,178.50,住商用,鋼筋混凝土加強磚造,69年2月14日,三層,一層 二層 三層 騎樓 電梯樓梯間
RPPNMLSJRHPFFEQ87DA,27,33.90,住家用,鋼筋混凝土造,82年4月1日,十八層,十層 陽台
RPPNMLSJRHPFFEQ87DA,27,6.78,梯間,鋼筋混凝土造,82年4月1日,十八層,
RPPNMLSJRHPFFEQ87DA,27,1.75,守衛室．健身房．游泳池．防空避難室兼停車場,鋼筋混凝土造,82年4月1日,,
RPRNMLKKRHPFFCQ27EA,1,153.68,住宅、樓梯間,鋼筋混凝土造,108年7月25日,三層,一層 二層 三層 見其他登記事項 見其他登記事項
RPUNMLSJRHPFFDQ38EA,27,21.29,梯間,鋼筋混凝土造,82年10月6日,九層,
RPUNMLSJRHPFFDQ38EA,27,.63,避難室、停車場,鋼筋混凝土造,82年10月6日,9,
RPUNMLSJRHPFFDQ38EA,27,26.23,避難室、停車場,鋼筋混凝土造,82年10月6日,9,
RPUNMLSJRHPFFDQ38EA,27,4.03,儲藏室,鋼筋混凝土造,82年10月6日,九層,地下層
RPUNMLSJRHPFFDQ38EA,27,168.16,儲藏室、店舖、集合住宅,鋼筋混凝土造,82年10月6日,九層,一層 二層 陽台 騎樓 地下層
RPSNMLLKRHPFFEQ67EA,1,184.50,住宅、樓梯間,鋼筋混凝土造,108年8月23日,三層,一層 二層 三層 陽台 屋頂突出物
RPTNMLLKRHPFFEQ77EA,,35.95,住家用,磚木造,64年5月15日,二層,一層 二層
RPSNMLRJRHPFFDQ97DA,14,152.29,住家用,鋼筋混凝土造,95年11月17日,三層,一層 二層 三層 陽台
RPTNMLTJRHPFFCQ18DA,27,134.90,住家用,鋼筋混凝土造,83年1月20日,三層,一層 二層 三層 電梯樓梯間 見其他登記事項
RPWNMLKKRHPFFCQ67DA,,100.80,住家用,鋼筋混凝土加強磚造,67年7月25日,二層,一層 二層 廚房
RPTNMLLKRHPFFBQ37DA,18,17.31,住家用,鋼筋混凝土造,92年2月14日,四層,四層 陽台
RPTNMLLKRHPFFBQ37DA,18,2.11,公共空間（樓梯間，電梯間）,鋼筋混凝土造,92年2月14日,四層,
RPTNMLLKRHPFFBQ37DA,18,3.10,公共空間,鋼筋混凝土造,92年2月14日,四層,
RPUNMLKKQHPFFBQ27DA,26,173.42,住家用,鋼筋混凝土加強磚造,83年7月13日,三層,一層 二層 三層 電梯樓梯間
RPUNMLLKRHPFFCQ57DA,39,57.67,住家用,鋼筋混凝土加強磚造,70年12月26日,二層,一層 二層 電梯樓梯間
RPUNMLLKRHPFFCQ57DA,39,57.67,住家用,鋼筋混凝土加強磚造,70年12月26日,二層,一層 二層 電梯樓梯間
RPXNMLTJRHPFFCQ58DA,,85.35,集合住宅,鋼筋混凝土造,109年5月12日,五層,三層 見其他登記事項
RPXNMLTJRHPFFCQ58DA,,38.20,停車空間、樓梯間,鋼筋混凝土造,109年5月12日,五層,
RPPOMLTJRHPFFCQ87DA,,89.05,集合住宅,鋼筋混凝土造,109年5月12日,五層,三層 見其他登記事項
RPPOMLTJRHPFFCQ87DA,,39.40,停車空間、樓梯間,鋼筋混凝土造,109年5月12日,五層,
RPUNMLTJRHPFFCQ28DA,,88.53,集合住宅,鋼筋混凝土造,109年5月12日,五層,二層 見其他登記事項
RPUNMLTJRHPFFCQ28DA,,38.57,停車空間、樓梯間,鋼筋混凝土造,109年5月12日,五層,
RPVNMLTJRHPFFCQ38DA,,93.81,集合住宅,鋼筋混凝土造,109年5月12日,五層,三層 見其他登記事項
RPOOMLTJRHPFFCQ77DA,,88.53,集合住宅,鋼筋混凝土造,109年5月12日,五層,三層 見其他登記事項
RPOOMLTJRHPFFCQ77DA,,38.57,停車空間、樓梯間,鋼筋混凝土造,109年5月12日,五層,
RPVNMLTJRHPFFCQ38DA,,38.05,停車空間、樓梯間,鋼筋混凝土造,109年5月12日,五層,
RPWNMLTJRHPFFCQ48DA,,84.90,集合住宅,鋼筋混凝土造,109年5月12日,五層,三層 見其他登記事項
RPWNMLTJRHPFFCQ48DA,,37.97,停車空間、樓梯間,鋼筋混凝土造,109年5月12日,五層,
RPSNMLLJRHPFFCQ27DA,,127.92,住家用,鋼筋混凝土造,83年6月28日,三層,一層 二層 三層 見其他登記事項
RPTNMLKKRHPFFCQ37DA,43,115.43,住商用,鋼筋混凝土加強磚造,67年1月17日,二層,一層 二層 騎樓
RPXOMLLLQHPFFCQ97DA,,225.77,住家用,鋼筋混凝土造,109年6月10日,四層,一層 二層 三層 四層
RPVOMLLLQHPFFCQ77DA,,209.31,住家用,鋼筋混凝土造,109年6月10日,四層,一層 二層 三層 四層
RPROMLLLQHPFFCQ37DA,,217.81,住家用,鋼筋混凝土造,109年6月10日,四層,一層 二層 三層 四層
RPQNMLSJRHPFFDQ87DA,,198.75,住房、儲藏室,鋼筋混凝土造,83年4月8日,四層,一層 二層 三層 四層 地下層 見其他登記事項
RPQNMLOKRHPFFEQ77EA,27,33.90,住家用,鋼筋混凝土造,82年4月1日,十八層,九層 陽台
RPQNMLOKRHPFFEQ77EA,27,6.62,梯間,鋼筋混凝土造,82年4月1日,十八層,
RPQNMLOKRHPFFEQ77EA,27,1.75,守衛室．健身房．游泳池．防空避難室兼停車場,鋼筋混凝土造,82年4月1日,,
RPPNMLLKRHPFFDQ27EA,40,123.35,住家用,鋼筋混凝土加強磚造,69年6月30日,二層,一層 二層 電梯樓梯間
RPRNMLLKRHPFFDQ47EA,44,84.14,住家用,木造,66年2月7日,二層,一層 二層
RPTNMLOKRHPFFDQ97EA,,105.86,集合住宅,鋼筋混凝土造,106年4月21日,十六層,三層 陽台 雨遮
RPTNMLOKRHPFFDQ97EA,,16.79,本共有之項目有公共服務空間、管委會使用空間、防災中心、大廳、迴廊、頂蓋型開放空間、車道、機車停車空間、台電配電室﹝一﹞﹝二﹞﹝三﹞、排風機房、守衛室、垃圾儲藏室、垃圾車暫停區、緊急發電機室、泳池機房、泳池水箱、公共水箱、雨水蓄留機房、儲藏室、消防泵浦、汙水機房、採光井﹝上方投影﹞、電信室、地下一層車位﹝２３１、２３２﹞等２６項　,鋼筋混凝土造,106年4月21日,十六層,
RPTNMLOKRHPFFDQ97EA,,29.74,本共有之項目有梯廳、梯廳兼排煙室、排煙室、Ｂ棟水箱、水錶室、電錶室、垃圾暫存、樓梯間、電梯機房、水箱、消防水箱等１１項。,鋼筋混凝土造,106年4月21日,十六層,
RPTNMLOKRHPFFDQ97EA,,29.87,本共有之項目有車道、防空避難室兼停車空間、停車空間等３項,鋼筋混凝土造,106年4月21日,十六層,
RPVNMLOKRHPFFDQ18EA,14,159.14,住家用,鋼筋混凝土造,95年5月12日,三層,一層 二層 三層 見其他登記事項
RPRNMLOKRHPFFDQ77EA,27,186.90,住家用,鋼筋混凝土造,82年4月22日,四層,一層 二層 三層 四層 見其他登記事項
RPQOMLLLQHPFFCQ27DA,,218.44,住家用,鋼筋混凝土造,109年6月10日,四層,一層 二層 三層 四層
RPROMLTJRHPFFCQ08DA,,126.78,集合住宅,鋼筋混凝土造,109年5月12日,五層,四層 見其他登記事項
RPROMLTJRHPFFCQ08DA,,44.19,停車空間、樓梯間,鋼筋混凝土造,109年5月12日,五層,
RPUOMLLLQHPFFCQ67DA,,211.89,住家用,鋼筋混凝土造,109年6月10日,四層,一層 二層 三層 四層
RPSOMLTJRHPFFCQ18DA,,85.60,集合住宅,鋼筋混凝土造,109年5月12日,五層,四層 見其他登記事項
RPSOMLTJRHPFFCQ18DA,,41.19,停車空間、樓梯間,鋼筋混凝土造,109年5月12日,五層,
RPQOMLTJRHPFFCQ97DA,,137.26,集合住宅,鋼筋混凝土造,109年5月12日,五層,四層 見其他登記事項
RPQOMLTJRHPFFCQ97DA,,41.72,停車空間、樓梯間,鋼筋混凝土造,109年5月12日,五層,
RPTOMLTJRHPFFCQ28DA,,89.05,集合住宅,鋼筋混凝土造,109年5月12日,五層,四層 見其他登記事項
RPTOMLTJRHPFFCQ28DA,,39.40,停車空間、樓梯間,鋼筋混凝土造,109年5月12日,五層,
RPUOMLTJRHPFFCQ38DA,,84.90,集合住宅,鋼筋混凝土造,109年5月12日,五層,五層 見其他登記事項
RPUOMLTJRHPFFCQ38DA,,37.97,停車空間、樓梯間,鋼筋混凝土造,109年5月12日,五層,
RPVOMLTJRHPFFCQ48DA,,72.23,集合住宅,鋼筋混凝土造,109年5月12日,五層,五層 見其他登記事項
RPVOMLTJRHPFFCQ48DA,,37.97,停車空間、樓梯間,鋼筋混凝土造,109年5月12日,五層,
RPVNMLTJRHPFFBQ28DA,38,107.05,住商用,加強磚造,71年5月17日,二層,一層 二層
RPPNMLMKRHPFFCQ17DA,28,94.69,住家用,鋼筋混凝土造,81年4月20日,三層,一層 二層 三層 電梯樓梯間
RPVNMLLKRHPFFCQ67DA,39,101.10,住家用,鋼筋混凝土加強磚造,70年2月12日,二層,一層 二層 電梯樓梯間
RPWOMLTJRHPFFCQ58DA,,102.78,集合住宅,鋼筋混凝土造,109年5月12日,五層,五層 見其他登記事項
RPWOMLTJRHPFFCQ58DA,,46.44,停車空間、樓梯間,鋼筋混凝土造,109年5月12日,五層,
RPQNMLOKRHPFFBQ37DA,33,219.82,住家用,鋼筋混凝土加強磚造,76年6月30日,二層,一層 二層 陽台
RPUNMLLLQHPFFCQ57DA,1,90.96,住宅、停車空間,鋼筋混凝土造,108年9月18日,四層,一層 二層 三層 四層 見其他登記事項
RPUNMLLLQHPFFCQ57DA,1,90.96,住宅、停車空間,鋼筋混凝土造,108年9月18日,四層,一層 二層 三層 四層 見其他登記事項
RPRNMLPKRHPFFCQ67DA,39,64.35,住家用,磚造,70年3月13日,一層,一層
RPVNMLLJRHPFFDQ67DA,41,143.66,住家用,鋼筋混凝土加強磚造,68年8月10日,三層,一層 二層 三層 騎樓
RPRNMLOKRHPFFDQ67DA,12,416.11,店舖、住宅、停車空間,鋼筋混凝土造,97年8月4日,五層,一層 二層 三層 四層 五層 雨遮
RPUNMLOKRHPFFDQ97DA,15,163.33,住家用,鋼筋混凝土造,94年9月26日,三層,一層 二層 三層 陽台 電梯樓梯間
RPWNMLOKRHPFFDQ18DA,,86.52,住家用,鋼筋混凝土加強磚造,66年9月26日,二層,一層 二層
RPPNMLRKRHPFFEQ97EA,39,95.52,住商用,鋼筋混凝土加強磚造,70年12月8日,二層,一層 二層 電梯樓梯間
RPTNMLKKRHPFFDQ47DA,35,108.38,住家用,鋼筋混凝土加強磚造,75年2月5日,二層,一層 二層 電梯樓梯間
RPRNMLQKRHPFFCQ77DA,13,21.15,集合住宅,鋼筋混凝土造,96年6月23日,五層,三層 陽台
RPRNMLQKRHPFFCQ77DA,13,7.03,停車空間、機電設備空間、管理室、梯廳、走廊,鋼筋混凝土造,96年6月23日,五層,
RPOOMLSJRHPFFCQ67DA,,181.75,住宅、樓梯間,鋼筋混凝土造,105年10月5日,三層,一層 二層 三層 見其他登記事項 見其他登記事項
RPQNMLSJRHPFFCQ77DA,1,224.05,住家用,鋼筋混凝土造,108年3月20日,四層,一層 二層 三層 四層 見其他登記事項
RPRNMLQKRHPFFBQ67DA,36,260.50,住商用,鋼筋混凝土加強磚造,73年6月28日,四層,一層 二層 三層 四層 騎樓 電梯樓梯間
RPTNMLQKRHPFFBQ87DA,47,268.61,工業用,見其他登記事項,62年10月10日,一層,一層
RPRNMLRKRHPFFCQ87DA,,198.22,住宅、樓梯間,鋼筋混凝土造,109年2月11日,三層,一層 二層 三層 見其他登記事項 見其他登記事項
RPXNMLSJRHPFFCQ48DA,24,98.12,集合住宅,鋼筋混凝土造,85年11月15日,五層,一層 陽台
RPXNMLSJRHPFFCQ48DA,24,9.83,共有部分,鋼筋混凝土造,85年11月15日,五層,
RPXNMLSJRHPFFCQ48DA,24,.52,共有部分,鋼筋混凝土造,85年11月15日,地下二層,
RPTNMLPKRHPFFCQ87DA,,94.34,住家用,鋼筋混凝土加強磚造,66年12月1日,二層,一層 二層 電梯樓梯間
RPTNMLRKRHPFFCQ08DA,,100.40,住宅、樓梯間,鋼筋混凝土造,109年2月11日,三層,一層 二層 三層 見其他登記事項 見其他登記事項
RPTNMLRKRHPFFCQ08DA,,100.40,住宅、樓梯間,鋼筋混凝土造,109年2月11日,三層,一層 二層 三層 見其他登記事項 見其他登記事項
RPVNMLQKRHPFFDQ28DA,40,52.90,住家用,鋼筋混凝土加強磚造,70年1月14日,一層,一層
RPXNMLKKRHPFFEQ97DA,13,6628.89,公共服務空間、停車空間、旅館、門廊、樓梯間、機械室、水箱,鋼筋混凝土造,95年12月8日,五層,一層 二層 三層 四層 五層 陽台 地下一層 見其他登記事項
RPSOMLQKRHPFFDQ08DA,,73.70,住家用,鋼筋混凝土造,109年3月24日,三層,一層 二層 三層 見其他登記事項
RPSOMLQKRHPFFDQ08DA,,73.70,住家用,鋼筋混凝土造,109年3月24日,三層,一層 二層 三層 見其他登記事項
RPPNMLRKRHPFFDQ77DA,3,72.69,集合住宅,鋼筋混凝土造,106年4月21日,十五層,四層 陽台
RPPNMLRKRHPFFDQ77DA,3,11.39,本共有之項目有公共服務空間、管委會使用空間、防災中心、大廳、迴廊、頂蓋型開放空間、車道、機車停車空間、台電配電室﹝一﹞﹝二﹞﹝三﹞、排風機房、守衛室、垃圾儲藏室、垃圾車暫停區、緊急發電機室、泳池機房、泳池水箱、公共水箱、雨水蓄留機房、儲藏室、消防泵浦、汙水機房、採光井﹝上方投影﹞、電信室、地下一層車位﹝２３１、２３２﹞等２６項　,鋼筋混凝土造,106年4月21日,十六層,
RPPNMLRKRHPFFDQ77DA,3,18.75,本共有之項目有梯廳、梯廳兼排煙室、排煙室、Ａ棟水箱、水錶室、電錶室、垃圾暫存、樓梯間、電梯機房、水箱、消防水箱等１１項。,鋼筋混凝土造,106年4月21日,十五層,
RPPNMLRKRHPFFDQ77DA,3,29.87,本共有之項目有車道、防空避難室兼停車空間、停車空間等３項,鋼筋混凝土造,106年4月21日,十六層,
RPQOMLQKRHPFFDQ87DA,,119.41,住宅、樓梯間,鋼筋混凝土造,109年1月17日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPQOMLQKRHPFFDQ87DA,,119.41,住宅、樓梯間,鋼筋混凝土造,109年1月17日,四層,一層 二層 三層 四層 陽台 見其他登記事項
RPWNMLSKQHPFFDQ48DA,1,178.54,住家用,鋼筋混凝土造,109年1月21日,三層,一層 二層 三層 陽台 見其他登記事項
RPSNMLTKQHPFFDQ18DA,15,152.30,住房、室內停車,鋼筋混凝土造,94年12月29日,三層,一層 二層 三層 見其他登記事項
RPROMLQKRHPFFDQ97DA,,148.41,住家用,鋼筋混凝土造,109年3月24日,三層,一層 二層 三層 見其他登記事項
RPXNMLSKQHPFFDQ58DA,1,91.86,住家用,鋼筋混凝土造,109年1月21日,三層,一層 二層 三層 陽台 見其他登記事項
RPXNMLSKQHPFFDQ58DA,1,91.86,住家用,鋼筋混凝土造,109年1月21日,三層,一層 二層 三層 陽台 見其他登記事項
