鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
彰化市,建物,彰化縣彰化市中華路１６２號,0.0,商,,,1090828,土地0建物0車位0,見其他登記事項,3,店面(店鋪),商業用,磚造,0190101,71.34,0,1,1,有,無,無,25000,350,,0.0,0,部分承租。,RPSOMLOKRHPFFAN37CC
彰化市,土地,三民段898地號,186.0,商,,,1090818,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,85000,457,,0.0,0,含增建或未登記建物。；,RPVOMLPKRHPFFAN87DC
員林市,房地(土地+建物),彰化縣員林市中正路511號,216.0,商,,,1090822,土地1建物0車位0,見其他登記事項,6,店面(店鋪),住商用,鋼筋混凝土造,0740418,1189.49,0,0,0,無,無,無,250000,210,,0.0,0,,RPTNMLRKRHPFFDN97CC
溪湖鎮,土地,頂庄段266地號,646.43,農,,,1090908,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,28000,43,,0.0,0,含增建或未登記建物。；,RPQNMLSKRHPFFHN18CC
芳苑鄉,房地(土地+建物),彰化縣芳苑鄉三合村斗苑路三合段102巷59弄23號,79.61,,一般農業區,養殖用地,1090626,土地1建物0車位0,全,3,透天厝,農舍,鋼筋混凝土造,0840630,202.39,4,2,3,有,無,無,10000,49,,0.0,0,,RPVNMLLLRHPFFGN97CC
鹿港鎮,房地(土地+建物),彰化縣鹿港鎮中山南路4-5號,22.4,住,,,1090817,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810702,128.83,3,1,2,有,無,有,10000,78,,0.0,0,,RPPNMLKMRHPFFCN96CC
彰化市,建物,彰化縣彰化市中正路二段４３７號二樓之１,0.0,住,,,1090918,土地0建物1車位1,二層,12,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060711,144.82,2,2,1,有,有,有,23000,159,坡道平面,39.65,0,含管理費、稅金或水電等費用。；,RPQOMLPJIIPFFAN98CC
員林市,房地(土地+建物)+車位,彰化縣員林市中央路381巷6號,120.43,,特定農業區,甲種建築用地,1090913,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0840912,174.75,6,2,3,有,無,無,15000,86,一樓平面,0.0,0,含增建或未登記建物。；,RPTOMLPJIIPFFDN96CC
彰化市,建物,彰化縣彰化市民生路341號,221.0,商,,,1091005,土地0建物0車位0,三層,4,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0950123,16.52,1,0,1,有,無,有,7800,472,,0.0,0,,RPSNMLRJIIPFFAN66CC
彰化市,建物,彰化縣彰化市民生路341號,221.0,商,,,1090930,土地0建物0車位0,四層,4,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0950123,16.52,1,0,1,有,無,有,7000,424,,0.0,0,,RPUNMLRJIIPFFAN86CC
彰化市,建物,彰化縣彰化市南校街７２巷２號六樓,0.0,住,,,1090928,土地0建物1車位0,六層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850729,105.9,3,2,2,有,有,有,13000,123,,0.0,0,租金含管理費。,RPWOMLPKIIPFFAN07CC
福興鄉,土地,三元段208-1地號,802.0,,特定農業區,農牧用地,1091014,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,24200,30,,0.0,0,含增建或未登記建物。；,RPRNMLPKIIPFFCN66CC
鹿港鎮,建物,彰化縣鹿港鎮思源路136號,228.0,住,,,1091017,土地0建物1車位0,見其他登記事項,3,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1081017,33.1,8,0,8,有,無,有,8000,242,,0.0,0,,RPSNMLTKIIPFFCN17CC
員林市,建物,彰化縣員林市中山路二段85之7號,99.0,商,,,1091004,土地1建物0車位0,見其他登記事項,6,店面(店鋪),店舖、住宅、停車空間,鋼筋混凝土造,0960503,453.06000000000006,6,2,4,有,有,無,75000,166,,0.0,0,每月租金含管理費.含地下室總共六樓,RPXNMLTKIIPFFDN77CC
彰化市,建物,彰化縣彰化市竹和路200巷79號,0.0,,工業區,丁種建築用地,1091012,土地0建物0車位0,六層,6,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0961018,19.83,1,0,1,有,無,有,5500,277,,0.0,0,含增建或未登記建物。；,RPVOMLKLIIPFFAN56CC
福興鄉,房地(土地+建物),彰化縣福興鄉外埔巷12之2號,96.0,,特定農業區,甲種建築用地,1091022,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,0870601,236.76,4,2,3,有,無,有,12000,51,,0.0,0,,RPQNMLNLIIPFFCN09CC
鹿港鎮,房地(土地+建物),彰化縣鹿港鎮復興路329號,193.5,住,,,1091023,土地2建物1車位0,全,2,透天厝,見其他登記事項,鋼筋混凝土造,1000621,203.74,0,0,0,無,無,無,45000,221,,0.0,0,,RPRNMLQLIIPFFCN86CC
溪湖鎮,房地(土地+建物),彰化縣溪湖鎮平和街149號,61.0,住,,,1091004,土地1建物1車位0,見其他登記事項,3,店面(店鋪),住商用,鋼筋混凝土造,0780707,121.74,3,3,3,有,無,有,15000,123,,0.0,0,,RPSNMLQLIIPFFHN47CC
彰化市,建物,彰化縣彰化市民族路345巷98號,83.0,住,,,1091025,土地1建物0車位0,全,5,透天厝,住家用,鋼筋混凝土造,0750415,114.83,6,5,3,有,無,無,13000,113,,0.0,0,含增建或未登記建物。；,RPTNMLTLIIPFFAN17CC
彰化市,房地(土地+建物),彰化縣彰化市南瑤里中山路一段556巷23之128號,73.0,住,,,1091029,土地1建物0車位0,全,4,透天厝,住商用,鋼筋混凝土造,0830609,197.25,6,2,4,有,無,無,28500,144,,0.0,0,,RPUNMLTLIIPFFAN27CC
員林市,土地,三義段694地號,53.85,商,,,1091008,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,無,25000,464,,0.0,0,本件無建築改良物登記,RPVNMLOJJIPFFDN07CC
員林市,房地(土地+建物),彰化縣員林市中山路二段247號,233.17,住,,,1091104,土地1建物0車位0,見其他登記事項,1,店面(店鋪),走道、店舖,鋼架造、磚造,0721208,146.63,0,0,0,無,無,無,45000,307,,0.0,0,,RPVOMLTJJIPFFDN67CC
溪湖鎮,房地(土地+建物),彰化縣溪湖鎮西環路50號,65.99,商,,,1091106,土地1建物1車位0,全,2,透天厝,住商用,鋼筋混凝土造,0970416,121.03,0,0,0,無,無,有,15000,124,,0.0,0,,RPQNMLKKJIPFFHN76DC
