鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D1-02F,23.44,住,,,1090327,土地1建物1車位1,二層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.68,2,1,1,有,無,7260000,62636,坡道平面,36.72,1500000,,RPRNMLLKRHPFFKD76CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D1-03F,23.44,住,,,1081005,土地1建物1車位1,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.68,2,1,1,有,無,7210000,63180,坡道平面,36.72,1400000,,RPSNMLLKRHPFFKD86CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D1-04F,23.44,住,,,1081231,土地1建物1車位1,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.68,2,1,1,有,無,7360000,63723,坡道平面,36.72,1500000,,RPTNMLLKRHPFFKD96CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D1-05F,23.44,住,,,1081226,土地1建物1車位1,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.68,2,1,1,有,無,7200000,64158,坡道平面,36.72,1300000,,RPVNMLLKRHPFFKD17CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D1-09F,23.44,住,,,1081231,土地1建物1車位1,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.68,2,1,1,有,無,7600000,67421,坡道平面,36.72,1400000,,RPSOMLLKRHPFFKD96CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D1-10F,23.44,住,,,1081223,土地1建物1車位1,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.68,2,1,1,有,無,7600000,67421,坡道平面,36.72,1400000,,RPUOMLLKRHPFFKD17CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D1-11F,23.44,住,,,1081226,土地1建物1車位1,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.68,2,1,1,有,無,7520000,65463,坡道平面,36.72,1500000,,RPVOMLLKRHPFFKD27CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D2-02F,23.44,住,,,1090609,土地1建物1車位1,二層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.74,2,1,1,有,無,7020000,62160,坡道平面,36.72,1300000,,RPWOMLLKRHPFFKD37CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D2-03F,23.44,住,,,1090610,土地1建物1車位1,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.74,2,1,1,有,無,7080000,62812,坡道平面,36.72,1300000,,RPXOMLLKRHPFFKD47CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D2-04F,23.44,住,,,1090122,土地1建物1車位1,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.74,2,1,1,有,無,7180000,62812,坡道平面,36.72,1400000,,RPRPMLLKRHPFFKD96CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D2-05F,23.44,住,,,1090122,土地1建物1車位1,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.74,2,1,1,有,無,7150000,63573,坡道平面,36.72,1300000,,RPTPMLLKRHPFFKD17CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D2-06F,23.44,住,,,1081009,土地1建物1車位1,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.74,2,1,1,有,無,7500000,65203,坡道平面,36.72,1500000,,RPUPMLLKRHPFFKD27CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D2-07F,23.44,住,,,1081231,土地1建物1車位1,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.74,2,1,1,有,無,7500000,65203,坡道平面,36.72,1500000,,RPVPMLLKRHPFFKD37CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D2-08F,23.44,住,,,1090108,土地1建物1車位1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.74,2,1,1,有,無,7500000,65203,坡道平面,36.72,1500000,,RPWPMLLKRHPFFKD47CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D2-09F,23.44,住,,,1081226,土地1建物1車位1,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.74,2,1,1,有,無,7400000,65203,坡道平面,36.72,1400000,,RPPQMLLKRHPFFKD86CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D2-10F,23.44,住,,,1090122,土地1建物1車位1,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.74,2,1,1,有,無,7400000,65203,坡道平面,36.72,1400000,,RPQQMLLKRHPFFKD96CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D2-11F,23.44,住,,,1081226,土地1建物1車位1,十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.74,2,1,1,有,無,7350000,64660,坡道平面,36.72,1400000,,RPRQMLLKRHPFFKD07CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D3-02F,23.44,住,,,1081003,土地1建物1車位1,二層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.76,2,1,1,有,無,7000000,61930,坡道平面,36.72,1300000,,RPSQMLLKRHPFFKD17CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D3-03F,23.44,住,,,1090225,土地1建物1車位1,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.76,2,1,1,有,無,6980000,61712,坡道平面,36.72,1300000,,RPUQMLLKRHPFFKD37CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D3-04F,23.44,住,,,1081104,土地1建物1車位1,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.76,2,1,1,有,無,7200000,64103,坡道平面,36.72,1300000,,RPVQMLLKRHPFFKD47CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D3-05F,23.44,住,,,1081226,土地1建物1車位1,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.76,2,1,1,有,無,7410000,65298,坡道平面,36.72,1400000,,RPWQMLLKRHPFFKD57CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D1-06F,23.44,住,,,1081126,土地1建物1車位1,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.68,2,1,1,有,無,7300000,65246,坡道平面,36.72,1300000,,RPOOMLLKRHPFFKD66DB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D1-07F,23.44,住,,,1081111,土地1建物1車位1,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.68,2,1,1,有,無,7300000,65246,坡道平面,36.72,1300000,,RPQOMLLKRHPFFKD86DB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D1-08F,23.44,住,,,1081231,土地1建物1車位1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.68,2,1,1,有,無,7300000,65246,坡道平面,36.72,1300000,,RPROMLLKRHPFFKD96DB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D3-06F,23.44,住,,,1081111,土地1建物1車位1,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.76,2,1,1,有,無,7300000,65189,坡道平面,36.72,1300000,,RPRPMLPKRHPFFKD37CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D3-07F,23.44,住,,,1090518,土地1建物1車位1,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.76,2,1,1,有,無,7080000,66167,坡道平面,36.72,990000,,RPTPMLPKRHPFFKD57CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D3-08F,23.44,住,,,1081001,土地1建物1車位1,八層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.76,2,1,1,有,無,7330000,65515,坡道平面,36.72,1300000,,RPUPMLPKRHPFFKD67CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D3-09F,23.44,住,,,1081204,土地1建物1車位1,九層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.76,2,1,1,有,無,7300000,64103,坡道平面,36.72,1400000,,RPVPMLPKRHPFFKD77CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D3-10F,23.44,住,,,1081226,土地1建物1車位1,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.76,2,1,1,有,無,7600000,67362,坡道平面,36.72,1400000,,RPWPMLPKRHPFFKD87CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷,23.44,住,,,1090211,土地1建物1車位1,,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.76,2,1,1,有,無,7550000,65732,坡道平面,36.72,1500000,,RPXPMLPKRHPFFKD97CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D5-02F,23.44,住,,,1080912,土地1建物1車位1,二層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.63,2,1,1,有,無,7100000,63105,坡道平面,36.72,1300000,,RPOQMLPKRHPFFKD17CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D5-03F,23.44,住,,,1081021,土地1建物1車位1,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.63,2,1,1,有,無,7220000,64411,坡道平面,36.72,1300000,,RPPQMLPKRHPFFKD27CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D5-04F,23.44,住,,,1081127,土地1建物1車位1,四層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.63,2,1,1,有,無,7400000,64193,坡道平面,36.72,1500000,,RPRQMLPKRHPFFKD47CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D5-05F,23.44,住,,,1090615,土地1建物1車位1,五層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.63,2,1,1,有,無,7090000,66369,坡道平面,36.72,990000,,RPWNMLRKRHPFFKD87CB
永康區,房地(土地+建物)+車位,臺南市永康區小東路423巷D5-06F,23.44,住,,,1081226,土地1建物1車位1,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,128.63,2,1,1,有,無,7450000,65825,坡道平面,36.72,1400000,,RPTOMLRKRHPFFKD67CB
