鄉鎮市區,交易標的,土地位置建物門牌,土地面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,租賃年月日,租賃筆棟數,租賃層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,有無附傢俱,總額元,單價元平方公尺,車位類別,車位面積平方公尺,車位總額元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,Whether there is attaches the furniture,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
內湖區,建物,臺北市內湖區民權東路六段２０６巷１４３弄３號二樓,0.0,住,,,1070421,土地0建物1車位1,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,1020328,109.68,3,2,2,有,有,有,33000,301,坡道機械,16.06,0,,RPPNMLLKNHNFFCA57CC
內湖區,建物,臺北市內湖區新豐街１５１號五樓,0.0,住,,,1070430,土地0建物1車位1,五層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980814,177.86,5,2,3,有,有,無,45000,253,坡道機械,0.0,0,,RPOOMLLKNHNFFCA57CC
中山區,建物,臺北市中山區中山北路二段59巷23號一樓,0.0,商,,,1070430,土地0建物1車位0,一層,14,店面(店鋪),商業用,鋼筋混凝土造,0880427,52.22,0,0,0,無,有,有,24200,463,,0.0,0,,RPVOMLLKNHNFFCA28CC
內湖區,建物,臺北市內湖區堤頂大道二段205號5樓,0.0,工,,,1070508,土地0建物1車位3,五層,8,廠辦,見使用執照,鋼筋混凝土造,0861114,483.21,0,0,0,無,有,無,155000,321,坡道平面,0.0,0,,RPPPMLLKNHNFFCA77CC
內湖區,建物,臺北市內湖區內湖路一段９１巷３５弄７７號５樓,0.0,住,,,1070505,土地0建物1車位0,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840627,116.30000000000001,3,2,2,有,有,有,29000,249,,0.0,0,,RPOQMLLKNHNFFCA77CC
內湖區,建物,臺北市內湖區成功路二段４９８巷２號,0.0,住,,,1070508,土地0建物1車位0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691028,103.19,3,2,2,有,有,無,30000,291,,0.0,0,,RPQQMLLKNHNFFCA97CC
中山區,建物,臺北市中山區新生北路三段56巷25號3樓,0.0,商,,,1070413,土地0建物1車位0,三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960919,154.04,2,2,2,有,有,有,70000,454,,0.0,0,,RPVRMLLKNHNFFCA58CC
松山區,建物,臺北市松山區慶城街23之1號地下,0.0,住,,,1070412,土地0建物1車位0,地下層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0691120,416.84000000000003,0,0,0,無,有,無,106000,254,,0.0,0,,RPQNMLLKNHNFFDA77CC
信義區,建物,臺北市信義區信義路五段127號12樓之12,0.0,其他,,,1070423,土地0建物1車位0,十二層,19,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0951229,40.28,1,1,1,有,有,有,23000,571,,0.0,0,,RPROMLLKNHNFFDA97CC
松山區,建物,臺北市松山區復興北路489號10樓之1,0.0,住,,,1070418,土地0建物1車位0,十層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960216,41.42,0,0,0,無,有,有,23000,555,,0.0,0,,RPSOMLLKNHNFFDA08CC
